om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1977,01,28,1977-01-28,13:30:00,3,GA,13,1,1.75,0,0,0.0,0.0,31.18,-81.5,0.0,0.0,0,0,0,0,0,127,0,0,0
2,1977,02,23,1977-02-23,03:10:00,3,AR,5,1,2.0,0,0,0.0,0.0,35.3,-94.3,0.0,0.0,0,0,0,0,0,131,0,0,0
3,1977,02,23,1977-02-23,14:00:00,3,MS,28,1,1.25,0,0,0.0,0.0,32.23,-90.27,0.0,0.0,0,0,0,0,0,49,0,0,0
4,1977,02,26,1977-02-26,04:43:00,3,OK,40,1,1.75,0,0,0.0,0.0,34.25,-95.75,0.0,0.0,0,0,0,0,0,127,0,0,0
5,1977,02,26,1977-02-26,15:10:00,3,MS,28,2,1.25,0,0,0.0,0.0,32.32,-89.8,0.0,0.0,0,0,0,0,0,121,0,0,0
6,1977,03,02,1977-03-02,13:35:00,3,KS,20,1,0.75,0,0,0.0,0.0,37.82,-100.02,0.0,0.0,0,0,0,0,0,57,0,0,0
7,1977,03,02,1977-03-02,14:05:00,3,OK,40,2,1.25,0,0,0.0,0.0,35.63,-99.18,0.0,0.0,0,0,0,0,0,39,0,0,0
8,1977,03,02,1977-03-02,20:00:00,3,TX,48,1,1.0,0,0,0.0,0.0,33.27,-97.25,0.0,0.0,0,0,0,0,0,121,0,0,0
9,1977,03,02,1977-03-02,20:45:00,3,TX,48,2,1.0,0,0,0.0,0.0,33.08,-97.58,0.0,0.0,0,0,0,0,0,497,0,0,0
10,1977,03,02,1977-03-02,20:45:00,3,TX,48,3,0.75,0,0,0.0,0.0,33.63,-97.15,0.0,0.0,0,0,0,0,0,97,0,0,0
11,1977,03,02,1977-03-02,22:00:00,3,TX,48,4,0.75,0,0,0.0,0.0,33.22,-97.15,0.0,0.0,0,0,0,0,0,121,0,0,0
12,1977,03,02,1977-03-02,22:25:00,3,TX,48,5,1.75,0,0,0.0,0.0,33.32,-96.78,0.0,0.0,0,0,0,0,0,85,0,0,0
13,1977,03,02,1977-03-02,22:30:00,3,TX,48,6,2.0,0,0,0.0,0.0,32.53,-97.32,0.0,0.0,0,0,0,0,0,251,0,0,0
14,1977,03,02,1977-03-02,22:30:00,3,TX,48,7,1.5,0,0,0.0,0.0,32.75,-97.35,0.0,0.0,0,0,0,0,0,439,0,0,0
15,1977,03,03,1977-03-03,15:35:00,3,TX,48,8,0.75,0,0,0.0,0.0,29.35,-98.88,0.0,0.0,0,0,0,0,0,325,0,0,0
16,1977,03,10,1977-03-10,16:05:00,3,OK,40,3,1.0,0,0,0.0,0.0,35.57,-98.68,0.0,0.0,0,0,0,0,0,15,0,0,0
17,1977,03,10,1977-03-10,16:15:00,3,OK,40,4,2.0,0,0,0.0,0.0,35.67,-98.75,0.0,0.0,0,0,0,0,0,39,0,0,0
18,1977,03,10,1977-03-10,20:36:00,3,OK,40,5,1.0,0,0,0.0,0.0,34.83,-97.6,0.0,0.0,0,0,0,0,0,49,0,0,0
19,1977,03,10,1977-03-10,21:20:00,3,TX,48,9,1.75,0,0,0.0,0.0,31.38,-100.5,0.0,0.0,0,0,0,0,0,451,0,0,0
