om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1960,01,13,1960-01-13,22:05:00,3,TX,48,1,1.0,0,0,0.0,0.0,35.2,-101.68,0.0,0.0,0,0,0,0,0,375,0,0,0
2,1960,02,04,1960-02-04,14:15:00,3,MS,28,1,1.0,0,0,0.0,0.0,32.28,-90.28,0.0,0.0,0,0,0,0,0,49,0,0,0
3,1960,02,09,1960-02-09,20:20:00,3,AR,5,2,2.75,0,0,0.0,0.0,35.58,-91.28,0.0,0.0,0,0,0,0,0,67,0,0,0
4,1960,02,20,1960-02-20,17:10:00,3,OK,40,1,1.75,0,0,0.0,0.0,35.38,-97.58,0.0,0.0,0,0,0,0,0,109,0,0,0
5,1960,03,16,1960-03-16,02:00:00,3,GA,13,1,1.0,0,0,0.0,0.0,31.2,-84.18,0.0,0.0,0,0,0,0,0,205,0,0,0
6,1960,03,16,1960-03-16,04:00:00,3,GA,13,3,1.0,0,0,0.0,0.0,31.2,-83.78,0.0,0.0,0,0,0,0,0,71,0,0,0
7,1960,03,16,1960-03-16,05:00:00,3,GA,13,4,1.0,0,0,0.0,0.0,31.5,-83.5,0.0,0.0,0,0,0,0,0,277,0,0,0
8,1960,03,16,1960-03-16,07:00:00,3,FL,12,1,0.75,0,0,0.0,0.0,28.1,-82.68,0.0,0.0,0,0,0,0,0,103,0,0,0
9,1960,03,16,1960-03-16,12:45:00,3,FL,12,2,1.75,0,0,0.0,0.0,27.6,-80.5,0.0,0.0,0,0,0,0,0,61,0,0,0
10,1960,03,17,1960-03-17,06:15:00,3,FL,12,3,0.75,0,0,0.0,0.0,28.28,-82.5,0.0,0.0,0,0,0,0,0,101,0,0,0
11,1960,03,28,1960-03-28,19:00:00,3,OK,40,2,2.0,0,0,0.0,0.0,34.78,-99.4,0.0,0.0,0,0,0,0,0,65,0,0,0
12,1960,03,28,1960-03-28,20:43:00,3,OK,40,3,1.0,0,0,0.0,0.0,35.0,-99.08,0.0,0.0,0,0,0,0,0,75,0,0,0
13,1960,03,29,1960-03-29,08:00:00,3,AL,1,1,1.75,0,0,0.0,0.0,31.28,-85.78,0.0,0.0,0,0,0,0,0,31,0,0,0
14,1960,03,29,1960-03-29,08:30:00,3,AL,1,2,3.0,0,0,0.0,0.0,33.7,-86.68,0.0,0.0,0,0,0,0,0,73,0,0,0
15,1960,03,29,1960-03-29,15:07:00,3,IN,18,1,0.75,0,0,0.0,0.0,37.5,-86.9,0.0,0.0,0,0,0,0,0,0,0,0,0
16,1960,03,29,1960-03-29,15:30:00,3,MO,29,1,0.75,0,0,0.0,0.0,38.88,-92.18,0.0,0.0,0,0,0,0,0,19,0,0,0
17,1960,03,29,1960-03-29,16:35:00,3,MO,29,2,0.75,0,0,0.0,0.0,38.08,-91.78,0.0,0.0,0,0,0,0,0,125,0,0,0
18,1960,03,29,1960-03-29,16:40:00,3,MO,29,3,1.0,0,0,0.0,0.0,39.0,-91.58,0.0,0.0,0,0,0,0,0,139,0,0,0
19,1960,03,29,1960-03-29,17:38:00,3,MO,29,4,0.75,0,0,0.0,0.0,36.5,-92.5,0.0,0.0,0,0,0,0,0,153,0,0,0
20,1960,03,29,1960-03-29,17:40:00,3,IN,18,2,0.75,0,0,0.0,0.0,39.28,-87.4,0.0,0.0,0,0,0,0,0,167,0,0,0
21,1960,03,29,1960-03-29,17:56:00,3,MO,29,5,1.0,0,0,0.0,0.0,39.0,-91.58,0.0,0.0,0,0,0,0,0,139,0,0,0
22,1960,03,29,1960-03-29,18:30:00,3,GA,13,5,0.75,0,0,0.0,0.0,32.7,-83.68,0.0,0.0,0,0,0,0,0,0,0,0,0
23,1960,03,29,1960-03-29,19:00:00,3,IA,19,1,1.5,0,0,0.0,0.0,40.78,-91.08,0.0,0.0,0,0,0,0,0,0,0,0,0
24,1960,03,29,1960-03-29,19:00:00,3,IN,18,3,1.0,0,0,0.0,0.0,39.28,-87.08,0.0,0.0,0,0,0,0,0,21,0,0,0
25,1960,03,29,1960-03-29,19:15:00,3,LA,22,1,1.5,0,0,0.0,0.0,32.5,-92.9,0.0,0.0,0,0,0,0,0,13,0,0,0
26,1960,03,30,1960-03-30,15:30:00,3,FL,12,4,2.5,0,0,0.0,0.0,29.28,-81.18,0.0,0.0,0,0,0,0,0,35,0,0,0
27,1960,03,30,1960-03-30,15:48:00,3,FL,12,5,1.0,0,0,0.0,0.0,29.2,-81.0,0.0,0.0,0,0,0,0,0,0,0,0,0
28,1960,03,30,1960-03-30,19:00:00,3,SC,45,1,1.75,0,0,0.0,0.0,34.2,-81.5,0.0,0.0,0,0,0,0,0,71,0,0,0
29,1960,03,31,1960-03-31,17:26:00,3,OK,40,4,0.75,0,0,0.0,0.0,36.28,-97.9,0.0,0.0,0,0,0,0,0,47,0,0,0
30,1960,03,31,1960-03-31,19:30:00,3,OK,40,5,0.75,0,0,0.0,0.0,35.5,-97.58,0.0,0.0,0,0,0,0,0,109,0,0,0
31,1960,04,01,1960-04-01,07:14:00,3,TX,48,2,1.0,0,0,0.0,0.0,28.88,-96.9,0.0,0.0,0,0,0,0,0,469,0,0,0
32,1960,04,01,1960-04-01,13:25:00,3,FL,12,6,0.75,0,0,0.0,0.0,28.5,-81.18,0.0,0.0,0,0,0,0,0,95,0,0,0
33,1960,04,02,1960-04-02,12:00:00,3,FL,12,7,0.75,0,0,0.0,0.0,30.28,-81.4,0.0,0.0,0,0,0,0,0,31,0,0,0
34,1960,04,02,1960-04-02,12:00:00,3,FL,12,8,1.25,0,0,0.0,0.0,30.28,-81.4,0.0,0.0,0,0,0,0,0,31,0,0,0
35,1960,04,02,1960-04-02,12:05:00,3,FL,12,9,1.25,0,0,0.0,0.0,30.28,-81.18,0.0,0.0,0,0,0,0,0,0,0,0,0
36,1960,04,02,1960-04-02,12:10:00,3,FL,12,10,1.75,0,0,0.0,0.0,30.28,-81.58,0.0,0.0,0,0,0,0,0,31,0,0,0
37,1960,04,02,1960-04-02,15:00:00,3,FL,12,11,0.75,0,0,0.0,0.0,30.28,-81.4,0.0,0.0,0,0,0,0,0,31,0,0,0
38,1960,04,12,1960-04-12,16:30:00,3,TX,48,3,1.0,0,0,0.0,0.0,34.58,-102.68,0.0,0.0,0,0,0,0,0,369,0,0,0
39,1960,04,12,1960-04-12,23:00:00,3,TX,48,4,1.75,0,0,0.0,0.0,35.7,-101.4,0.0,0.0,0,0,0,0,0,233,0,0,0
40,1960,04,14,1960-04-14,16:00:00,3,OK,40,6,1.0,0,0,0.0,0.0,36.5,-95.4,0.0,0.0,0,0,0,0,0,97,0,0,0
41,1960,04,14,1960-04-14,16:40:00,3,AR,5,3,1.0,0,0,0.0,0.0,34.5,-93.58,0.0,0.0,0,0,0,0,0,97,0,0,0
42,1960,04,14,1960-04-14,16:40:00,3,TX,48,5,2.75,0,0,0.0,0.0,32.78,-96.58,0.0,0.0,0,0,0,0,0,113,0,0,0
