om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1993,01,11,1993-01-11,17:20:00,3,FL,12,1,1.5,0,0,4.0,0.0,28.98,-80.9,0.0,0.0,0,0,0,0,0,127,0,0,0
2,1993,01,11,1993-01-11,19:30:00,3,MS,28,1,1.75,0,0,0.0,0.0,31.12,-90.15,0.0,0.0,0,0,0,0,0,147,0,0,0
3,1993,01,11,1993-01-11,19:50:00,3,MS,28,2,1.75,0,0,0.0,0.0,31.25,-89.83,0.0,0.0,0,0,0,0,0,91,0,0,0
4,1993,01,11,1993-01-11,20:10:00,3,MS,28,3,1.0,0,0,0.0,0.0,31.38,-89.55,0.0,0.0,0,0,0,0,0,73,0,0,0
5,1993,01,11,1993-01-11,21:15:00,3,MS,28,4,1.75,0,0,0.0,0.0,31.7,-89.13,0.0,0.0,0,0,0,0,0,67,0,0,0
6,1993,01,11,1993-01-11,21:58:00,3,MS,28,5,0.8,0,0,0.0,0.0,32.05,-88.48,0.0,0.0,0,0,0,0,0,23,0,0,0
7,1993,01,12,1993-01-12,03:45:00,3,AL,1,1,0.75,0,0,0.0,0.0,31.03,-85.4,0.0,0.0,0,0,0,0,0,69,0,0,0
8,1993,01,14,1993-01-14,20:46:00,3,AZ,4,1,1.75,0,0,0.0,0.0,33.48,-112.07,0.0,0.0,0,0,0,0,0,13,0,0,0
9,1993,01,16,1993-01-16,05:05:00,3,FL,12,2,0.75,0,0,0.0,0.0,28.0,-81.58,0.0,0.0,0,0,0,0,0,105,0,0,0
10,1993,01,16,1993-01-16,07:00:00,3,FL,12,3,1.0,0,0,0.0,0.0,27.43,-80.92,0.0,0.0,0,0,0,0,0,93,0,0,0
11,1993,01,22,1993-01-22,12:02:00,3,TX,48,1,1.0,0,0,0.0,0.0,25.92,-97.5,0.0,0.0,0,0,0,0,0,61,0,0,0
12,1993,01,23,1993-01-23,18:45:00,3,TX,48,2,0.75,0,0,0.0,0.0,33.75,-95.08,0.0,0.0,0,0,0,0,0,387,0,0,0
13,1993,01,23,1993-01-23,19:25:00,3,OK,40,1,1.0,0,0,0.0,0.0,34.2,-94.73,0.0,0.0,0,0,0,0,0,89,0,0,0
14,1993,01,23,1993-01-23,20:00:00,3,AR,5,1,1.5,0,0,0.0,0.0,33.72,-94.33,0.0,0.0,0,0,0,0,0,81,0,0,0
15,1993,01,23,1993-01-23,20:10:00,3,AR,5,2,0.75,0,0,0.0,0.0,34.38,-92.8,0.0,0.0,0,0,0,0,0,59,0,0,0
16,1993,01,23,1993-01-23,20:45:00,3,AR,5,3,1.0,0,0,0.0,0.0,34.53,-92.57,0.0,0.0,0,0,0,0,0,125,0,0,0
17,1993,01,23,1993-01-23,20:48:00,3,TX,48,3,1.0,0,0,0.0,0.0,33.2,-94.32,0.0,0.0,0,0,0,0,0,67,0,0,0
18,1993,01,23,1993-01-23,20:50:00,3,AR,5,4,1.0,0,0,0.0,0.0,33.15,-93.85,0.0,0.0,0,0,0,0,0,91,0,0,0
19,1993,01,23,1993-01-23,20:55:00,3,AR,5,5,0.75,0,0,0.0,0.0,34.35,-92.8,0.0,0.0,0,0,0,0,0,59,0,0,0
20,1993,01,23,1993-01-23,21:03:00,3,TX,48,4,0.75,0,0,0.0,0.0,33.43,-94.25,0.0,0.0,0,0,0,0,0,37,0,0,0
21,1993,01,23,1993-01-23,21:15:00,3,AR,5,6,0.75,0,0,0.0,0.0,34.52,-92.25,0.0,0.0,0,0,0,0,0,119,0,0,0
22,1993,01,23,1993-01-23,21:17:00,3,AR,5,7,1.0,0,0,0.0,0.0,34.3,-92.4,0.0,0.0,0,0,0,0,0,53,0,0,0
23,1993,01,23,1993-01-23,21:25:00,3,AR,5,8,0.75,0,0,0.0,0.0,34.18,-93.07,0.0,0.0,0,0,0,0,0,19,0,0,0
24,1993,01,23,1993-01-23,21:30:00,3,LA,22,1,1.0,0,0,0.0,0.0,32.62,-93.88,0.0,0.0,0,0,0,0,0,17,0,0,0
25,1993,01,23,1993-01-23,21:30:00,3,TX,48,5,1.75,0,0,0.0,0.0,33.32,-94.3,0.0,0.0,0,0,0,0,0,37,0,0,0
26,1993,01,23,1993-01-23,21:30:00,3,AR,5,9,0.88,0,0,0.0,0.0,34.23,-92.92,0.0,0.0,0,0,0,0,0,59,0,0,0
27,1993,01,23,1993-01-23,21:36:00,3,AR,5,10,0.75,0,0,0.0,0.0,34.38,-91.97,0.0,0.0,0,0,0,0,0,69,0,0,0
28,1993,01,23,1993-01-23,21:40:00,3,AR,5,11,1.75,0,0,0.0,0.0,34.38,-92.17,0.0,0.0,0,0,0,0,0,69,0,0,0
29,1993,01,23,1993-01-23,22:06:00,3,AR,5,12,0.88,0,0,0.0,0.0,33.23,-93.28,0.0,0.0,0,0,0,0,0,27,0,0,0
30,1993,01,23,1993-01-23,22:30:00,3,AR,5,13,0.75,0,0,0.0,0.0,34.53,-91.77,0.0,0.0,0,0,0,0,0,85,0,0,0
31,1993,01,23,1993-01-23,22:30:00,3,AR,5,14,0.75,0,0,0.0,0.0,34.58,-91.47,0.0,0.0,0,0,0,0,0,117,0,0,0
32,1993,01,23,1993-01-23,22:40:00,3,TX,48,6,0.75,0,0,0.0,0.0,29.82,-97.22,0.0,0.0,0,0,0,0,0,149,0,0,0
33,1993,01,23,1993-01-23,23:00:00,3,AR,5,15,0.75,0,0,0.0,0.0,35.15,-90.18,0.0,0.0,0,0,0,0,0,35,0,0,0
34,1993,01,23,1993-01-23,23:01:00,3,TX,48,7,1.75,0,0,0.0,0.0,31.72,-94.12,0.0,0.0,0,0,0,0,0,419,0,0,0
35,1993,01,23,1993-01-23,23:12:00,3,TX,48,8,1.0,0,0,0.0,0.0,31.68,-94.3,0.0,0.0,0,0,0,0,0,419,0,0,0
36,1993,01,24,1993-01-24,02:40:00,3,MS,28,6,1.0,0,0,0.0,0.0,32.85,-90.42,0.0,0.0,0,0,0,0,0,163,0,0,0
37,1993,01,24,1993-01-24,14:30:00,3,SC,45,1,1.0,0,0,3.0,0.0,33.42,-81.02,0.0,0.0,0,0,0,0,0,75,0,0,0
38,1993,01,24,1993-01-24,15:30:00,3,SC,45,2,1.75,0,0,0.0,0.0,33.6,-80.27,0.0,0.0,0,0,0,0,0,27,0,0,0
39,1993,02,09,1993-02-09,17:28:00,3,TX,48,9,0.75,0,0,0.0,0.0,31.75,-102.48,0.0,0.0,0,0,0,0,0,135,0,0,0
40,1993,02,10,1993-02-10,19:00:00,3,TX,48,10,0.75,0,0,0.0,0.0,33.58,-96.18,0.0,0.0,0,0,0,0,0,147,0,0,0
41,1993,02,10,1993-02-10,21:05:00,3,OK,40,2,0.75,0,0,0.0,0.0,34.02,-96.13,0.0,0.0,0,0,0,0,0,13,0,0,0
