om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1979,01,25,1979-01-25,18:25:00,3,AZ,4,1,0.75,0,0,0.0,0.0,33.37,-112.58,0.0,0.0,0,0,0,0,0,13,0,0,0
2,1979,01,31,1979-01-31,17:00:00,3,CA,6,27,1.25,0,0,0.0,0.0,33.67,-117.95,0.0,0.0,0,0,0,0,0,59,0,0,0
3,1979,01,31,1979-01-31,17:30:00,3,CA,6,28,2.0,0,0,0.0,0.0,33.75,-117.88,0.0,0.0,0,0,0,0,0,59,0,0,0
4,1979,01,31,1979-01-31,17:30:00,3,CA,6,29,1.25,0,0,0.0,0.0,33.77,-118.42,0.0,0.0,0,0,0,0,0,37,0,0,0
5,1979,01,31,1979-01-31,18:00:00,3,CA,6,30,1.5,0,0,0.0,0.0,33.83,-118.27,0.0,0.0,0,0,0,0,0,37,0,0,0
6,1979,02,22,1979-02-22,17:15:00,3,AR,5,1,2.75,0,0,0.0,0.0,35.15,-93.15,0.0,0.0,0,0,0,0,0,149,0,0,0
7,1979,02,22,1979-02-22,17:25:00,3,TX,48,1,1.0,0,0,0.0,0.0,33.63,-97.15,0.0,0.0,0,0,0,0,0,97,0,0,0
8,1979,02,22,1979-02-22,17:26:00,3,OK,40,1,1.0,0,0,0.0,0.0,34.6,-96.42,0.0,0.0,0,0,0,0,0,29,0,0,0
9,1979,02,22,1979-02-22,17:53:00,3,TX,48,2,2.0,0,0,0.0,0.0,33.23,-97.6,0.0,0.0,0,0,0,0,0,497,0,0,0
10,1979,02,22,1979-02-22,18:05:00,3,OK,40,2,0.75,0,0,0.0,0.0,34.93,-95.77,0.0,0.0,0,0,0,0,0,121,0,0,0
11,1979,02,22,1979-02-22,18:09:00,3,OK,40,3,1.5,0,0,0.0,0.0,35.92,-94.97,0.0,0.0,0,0,0,0,0,21,0,0,0
12,1979,02,22,1979-02-22,19:10:00,3,TX,48,3,0.75,0,0,0.0,0.0,32.97,-97.68,0.0,0.0,0,0,0,0,0,367,0,0,0
13,1979,02,22,1979-02-22,19:15:00,3,TX,48,4,1.75,0,0,0.0,0.0,32.9,-97.48,0.0,0.0,0,0,0,0,0,439,0,0,0
