om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1957,01,21,1957-01-21,10:22:00,3,TX,48,1,0.75,0,0,0.0,0.0,30.58,-96.28,0.0,0.0,0,0,0,0,0,41,0,0,0
2,1957,01,21,1957-01-21,17:00:00,3,OK,40,1,1.5,0,0,0.0,0.0,35.88,-96.68,0.0,0.0,0,0,0,0,0,81,0,0,0
3,1957,03,03,1957-03-03,12:15:00,3,TX,48,2,0.75,0,0,0.0,0.0,28.5,-99.08,0.0,0.0,0,0,0,0,0,283,0,0,0
4,1957,03,03,1957-03-03,13:10:00,3,TX,48,3,2.0,0,0,0.0,0.0,28.5,-98.58,0.0,0.0,0,0,0,0,0,311,0,0,0
5,1957,03,03,1957-03-03,14:15:00,3,TX,48,4,1.75,0,0,0.0,0.0,28.28,-98.0,0.0,0.0,0,0,0,0,0,297,0,0,0
6,1957,03,03,1957-03-03,15:00:00,3,TX,48,5,1.0,0,0,0.0,0.0,27.78,-97.18,0.0,0.0,0,0,0,0,0,0,0,0,0
7,1957,03,05,1957-03-05,14:00:00,3,AR,5,1,1.75,0,0,0.0,0.0,33.58,-91.78,0.0,0.0,0,0,0,0,0,43,0,0,0
8,1957,03,05,1957-03-05,17:00:00,3,MS,28,1,0.75,0,0,0.0,0.0,33.2,-89.28,0.0,0.0,0,0,0,0,0,19,0,0,0
9,1957,03,06,1957-03-06,17:25:00,3,TX,48,6,1.0,0,0,0.0,0.0,28.38,-97.68,0.0,0.0,0,0,0,0,0,25,0,0,0
10,1957,03,11,1957-03-11,16:09:00,3,TX,48,7,1.5,0,0,0.0,0.0,29.38,-98.58,0.0,0.0,0,0,0,0,0,29,0,0,0
11,1957,03,11,1957-03-11,17:00:00,3,TX,48,8,2.25,0,0,0.0,0.0,29.48,-98.5,0.0,0.0,0,0,0,0,0,29,0,0,0
12,1957,03,11,1957-03-11,19:00:00,3,TX,48,9,1.0,0,0,0.0,0.0,30.28,-97.68,0.0,0.0,0,0,0,0,0,453,0,0,0
13,1957,03,12,1957-03-12,15:57:00,3,TX,48,10,0.75,0,0,0.0,0.0,29.78,-98.08,0.0,0.0,0,0,0,0,0,91,0,0,0
14,1957,03,13,1957-03-13,18:53:00,3,IA,19,1,1.5,0,0,0.0,0.0,41.08,-95.58,0.0,0.0,0,0,0,0,0,129,0,0,0
15,1957,03,14,1957-03-14,14:48:00,3,IL,17,1,1.0,0,0,0.0,0.0,38.5,-89.78,0.0,0.0,0,0,0,0,0,163,0,0,0
16,1957,03,19,1957-03-19,15:30:00,3,GA,13,1,1.0,0,0,0.0,0.0,31.28,-83.78,0.0,0.0,0,0,0,0,0,71,0,0,0
17,1957,03,20,1957-03-20,09:45:00,3,TX,48,11,1.0,0,0,0.0,0.0,31.4,-102.28,0.0,0.0,0,0,0,0,0,103,0,0,0
18,1957,03,20,1957-03-20,13:40:00,3,TX,48,12,1.0,0,0,0.0,0.0,31.78,-100.28,0.0,0.0,0,0,0,0,0,81,0,0,0
19,1957,03,20,1957-03-20,15:40:00,3,TX,48,13,2.0,0,0,0.0,0.0,29.38,-100.9,0.0,0.0,0,0,0,0,0,465,0,0,0
20,1957,03,20,1957-03-20,16:15:00,3,TX,48,14,2.0,0,0,0.0,0.0,29.98,-99.08,0.0,0.0,0,0,0,0,0,265,0,0,0
