om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1995,01,05,1995-01-05,21:20:00,3,NC,37,1,1.75,0,0,0.0,0.0,35.0,-80.08,0.0,0.0,0,0,0,0,0,7,0,0,0
2,1995,01,06,1995-01-06,06:25:00,3,LA,22,1,0.75,0,0,0.0,0.0,32.52,-92.63,0.0,0.0,0,0,0,0,0,61,0,0,0
3,1995,01,06,1995-01-06,07:10:00,3,LA,22,2,1.0,0,0,0.0,0.0,31.25,-93.35,0.0,0.0,0,0,0,0,0,115,0,0,0
4,1995,01,06,1995-01-06,07:30:00,3,LA,22,3,1.0,0,0,0.0,0.0,32.9,-92.23,0.0,0.0,0,0,0,0,0,111,0,0,0
5,1995,01,06,1995-01-06,08:10:00,3,LA,22,4,0.75,0,0,0.0,0.0,31.72,-91.67,0.0,0.0,0,0,0,0,0,29,0,0,0
6,1995,01,06,1995-01-06,09:05:00,3,AL,1,1,0.75,0,0,0.0,0.0,33.7,-87.8,0.0,0.0,0,0,0,0,0,57,0,0,0
7,1995,01,06,1995-01-06,13:27:00,3,MS,28,1,0.75,0,0,0.0,0.0,32.77,-89.12,0.0,0.0,0,0,0,0,0,99,0,0,0
8,1995,01,06,1995-01-06,15:03:00,3,AL,1,2,0.75,0,0,0.0,0.0,34.07,-86.23,0.0,0.0,0,0,0,0,0,55,0,0,0
9,1995,01,06,1995-01-06,18:25:00,3,GA,13,1,1.0,0,0,0.0,0.0,32.73,-84.97,0.0,0.0,0,0,0,0,0,145,0,0,0
10,1995,01,06,1995-01-06,20:33:00,3,GA,13,2,1.0,0,0,0.0,0.0,32.62,-83.6,0.0,0.0,0,0,0,0,0,153,0,0,0
11,1995,01,12,1995-01-12,12:35:00,3,TX,48,1,0.75,0,0,0.0,0.0,28.68,-96.82,0.0,0.0,0,0,0,0,0,469,0,0,0
12,1995,01,12,1995-01-12,13:45:00,3,TX,48,2,0.75,0,0,0.0,0.0,31.47,-98.42,0.0,0.0,0,0,0,0,0,333,0,0,0
13,1995,01,12,1995-01-12,13:50:00,3,TX,48,3,0.75,0,0,3.0,0.0,29.83,-99.38,0.0,0.0,0,0,0,0,0,19,0,0,0
14,1995,01,12,1995-01-12,13:50:00,3,TX,48,4,2.0,0,0,4.0,0.0,30.73,-99.35,0.0,0.0,0,0,0,0,0,319,0,0,0
15,1995,01,12,1995-01-12,14:00:00,3,TX,48,5,0.75,0,0,0.0,0.0,30.48,-96.6,0.0,0.0,0,0,0,0,0,51,0,0,0
16,1995,01,12,1995-01-12,14:00:00,3,TX,48,6,0.88,0,0,0.0,0.0,31.62,-98.23,0.0,0.0,0,0,0,0,0,193,0,0,0
17,1995,01,12,1995-01-12,14:37:00,3,TX,48,7,1.0,0,0,0.0,0.0,31.53,-96.52,0.0,0.0,0,0,0,0,0,293,0,0,0
18,1995,01,12,1995-01-12,15:00:00,3,TX,48,8,1.0,0,0,0.0,0.0,31.85,-97.73,0.0,0.0,0,0,0,0,0,35,0,0,0
19,1995,01,12,1995-01-12,15:24:00,3,TX,48,9,1.0,0,0,0.0,0.0,31.88,-97.62,0.0,0.0,0,0,0,0,0,35,0,0,0
20,1995,01,12,1995-01-12,15:25:00,3,TX,48,10,1.0,0,0,0.0,0.0,30.53,-96.68,0.0,0.0,0,0,0,0,0,51,0,0,0
21,1995,01,12,1995-01-12,15:45:00,3,TX,48,11,0.75,0,0,0.0,0.0,31.78,-97.58,0.0,0.0,0,0,0,0,0,35,0,0,0
22,1995,01,12,1995-01-12,15:45:00,3,TX,48,12,1.0,0,0,0.0,0.0,31.9,-97.38,0.0,0.0,0,0,0,0,0,217,0,0,0
23,1995,01,12,1995-01-12,15:48:00,3,TX,48,13,1.0,0,0,0.0,0.0,31.07,-98.18,0.0,0.0,0,0,0,0,0,281,0,0,0
24,1995,01,12,1995-01-12,16:05:00,3,TX,48,14,0.75,0,0,0.0,0.0,30.67,-96.35,0.0,0.0,0,0,0,0,0,41,0,0,0
25,1995,01,12,1995-01-12,16:15:00,3,TX,48,15,0.75,0,0,0.0,0.0,31.97,-97.33,0.0,0.0,0,0,0,0,0,217,0,0,0
26,1995,01,12,1995-01-12,16:17:00,3,TX,48,16,1.0,0,0,0.0,0.0,32.15,-97.4,0.0,0.0,0,0,0,0,0,217,0,0,0
27,1995,01,12,1995-01-12,16:18:00,3,TX,48,17,0.75,0,0,0.0,0.0,31.28,-97.9,0.0,0.0,0,0,0,0,0,99,0,0,0
28,1995,01,12,1995-01-12,16:30:00,3,TX,48,18,1.0,0,0,0.0,0.0,32.17,-97.15,0.0,0.0,0,0,0,0,0,217,0,0,0
29,1995,01,12,1995-01-12,16:46:00,3,TX,48,19,1.0,0,0,0.0,0.0,31.7,-97.22,0.0,0.0,0,0,0,0,0,309,0,0,0
30,1995,01,12,1995-01-12,17:03:00,3,TX,48,20,1.0,0,0,0.0,0.0,32.4,-96.85,0.0,0.0,0,0,0,0,0,139,0,0,0
31,1995,01,12,1995-01-12,17:10:00,3,TX,48,21,0.75,0,0,0.0,0.0,31.55,-97.15,0.0,0.0,0,0,0,0,0,309,0,0,0
32,1995,01,12,1995-01-12,17:13:00,3,TX,48,22,0.75,0,0,0.0,0.0,31.32,-97.35,0.0,0.0,0,0,0,0,0,309,0,0,0
