om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1962,01,05,1962-01-05,00:00:00,3,OK,40,1,1.5,0,0,0.0,0.0,35.5,-97.5,0.0,0.0,0,0,0,0,0,109,0,0,0
2,1962,01,05,1962-01-05,16:35:00,3,AR,5,1,0.75,0,0,0.0,0.0,34.58,-91.58,0.0,0.0,0,0,0,0,0,117,0,0,0
3,1962,01,05,1962-01-05,16:45:00,3,AR,5,2,1.75,0,0,0.0,0.0,35.08,-91.18,0.0,0.0,0,0,0,0,0,147,0,0,0
4,1962,02,05,1962-02-05,13:40:00,3,LA,22,1,1.0,0,0,0.0,0.0,30.5,-91.18,0.0,0.0,0,0,0,0,0,33,0,0,0
5,1962,02,05,1962-02-05,15:50:00,3,LA,22,2,1.75,0,0,0.0,0.0,29.98,-90.08,0.0,0.0,0,0,0,0,0,71,0,0,0
6,1962,02,16,1962-02-16,01:37:00,3,FL,12,1,0.75,0,0,0.0,0.0,30.38,-86.5,0.0,0.0,0,0,0,0,0,91,0,0,0
7,1962,02,17,1962-02-17,21:10:00,3,TX,48,1,2.75,0,0,0.0,0.0,31.7,-99.0,0.0,0.0,0,0,0,0,0,49,0,0,0
8,1962,02,18,1962-02-18,03:37:00,3,TX,48,2,0.75,0,0,0.0,0.0,32.5,-94.68,0.0,0.0,0,0,0,0,0,203,0,0,0
9,1962,02,18,1962-02-18,16:24:00,3,LA,22,3,1.25,0,0,0.0,0.0,31.28,-92.5,0.0,0.0,0,0,0,0,0,79,0,0,0
10,1962,02,18,1962-02-18,18:00:00,3,MS,28,1,2.0,0,0,0.0,0.0,32.08,-89.68,0.0,0.0,0,0,0,0,0,129,0,0,0
11,1962,02,26,1962-02-26,02:10:00,3,AR,5,3,0.75,0,0,0.0,0.0,34.78,-92.28,0.0,0.0,0,0,0,0,0,119,0,0,0
12,1962,03,10,1962-03-10,19:39:00,3,KS,20,1,0.75,0,0,0.0,0.0,38.58,-96.18,0.0,0.0,0,0,0,0,0,111,0,0,0
13,1962,03,11,1962-03-11,08:00:00,3,GA,13,1,1.75,0,0,0.0,0.0,32.0,-83.68,0.0,0.0,0,0,0,0,0,81,0,0,0
14,1962,03,11,1962-03-11,08:30:00,3,GA,13,2,0.75,0,0,0.0,0.0,32.2,-83.18,0.0,0.0,0,0,0,0,0,91,0,0,0
15,1962,03,11,1962-03-11,12:00:00,3,MO,29,1,1.0,0,0,0.0,0.0,39.7,-92.18,0.0,0.0,0,0,0,0,0,205,0,0,0
16,1962,03,11,1962-03-11,14:00:00,3,AL,1,1,0.75,0,0,0.0,0.0,32.38,-86.4,0.0,0.0,0,0,0,0,0,101,0,0,0
17,1962,03,11,1962-03-11,16:30:00,3,KY,21,1,1.0,0,0,0.0,0.0,37.08,-88.78,0.0,0.0,0,0,0,0,0,145,0,0,0
18,1962,03,11,1962-03-11,19:00:00,3,IN,18,1,1.25,0,0,0.0,0.0,38.0,-87.5,0.0,0.0,0,0,0,0,0,163,0,0,0
19,1962,03,20,1962-03-20,16:30:00,3,KS,20,2,1.75,0,0,0.0,0.0,37.7,-97.68,0.0,0.0,0,0,0,0,0,173,0,0,0
20,1962,03,20,1962-03-20,17:30:00,3,OK,40,2,2.0,0,0,0.0,0.0,36.78,-95.18,0.0,0.0,0,0,0,0,0,35,0,0,0
21,1962,03,20,1962-03-20,17:40:00,3,OK,40,3,1.75,0,0,0.0,0.0,36.78,-95.0,0.0,0.0,0,0,0,0,0,35,0,0,0
22,1962,03,20,1962-03-20,18:30:00,3,AR,5,4,1.75,0,0,0.0,0.0,36.28,-93.68,0.0,0.0,0,0,0,0,0,87,0,0,0
23,1962,03,21,1962-03-21,17:00:00,3,NC,37,1,0.75,0,0,0.0,0.0,36.5,-79.58,0.0,0.0,0,0,0,0,0,157,0,0,0
24,1962,03,24,1962-03-24,14:00:00,3,TX,48,4,1.5,0,0,0.0,0.0,33.5,-96.5,0.0,0.0,0,0,0,0,0,181,0,0,0
25,1962,03,24,1962-03-24,17:05:00,3,OK,40,4,1.5,0,0,0.0,0.0,34.0,-95.4,0.0,0.0,0,0,0,0,0,23,0,0,0
26,1962,03,30,1962-03-30,15:00:00,3,AL,1,2,1.5,0,0,0.0,0.0,33.58,-86.78,0.0,0.0,0,0,0,0,0,73,0,0,0
27,1962,03,30,1962-03-30,16:20:00,3,AL,1,3,1.5,0,0,0.0,0.0,34.2,-86.0,0.0,0.0,0,0,0,0,0,49,0,0,0
28,1962,03,30,1962-03-30,23:14:00,3,AL,1,4,1.0,0,0,0.0,0.0,34.78,-87.58,0.0,0.0,0,0,0,0,0,33,0,0,0
29,1962,03,31,1962-03-31,03:15:00,3,AL,1,5,1.0,0,0,0.0,0.0,31.6,-85.28,0.0,0.0,0,0,0,0,0,67,0,0,0
30,1962,03,31,1962-03-31,04:55:00,3,TX,48,5,1.0,0,0,0.0,0.0,29.98,-99.08,0.0,0.0,0,0,0,0,0,265,0,0,0
31,1962,03,31,1962-03-31,18:00:00,3,MS,28,2,2.0,0,0,0.0,0.0,34.88,-89.9,0.0,0.0,0,0,0,0,0,33,0,0,0
32,1962,04,10,1962-04-10,05:00:00,3,OK,40,5,1.5,0,0,0.0,0.0,34.88,-98.9,0.0,0.0,0,0,0,0,0,75,0,0,0
33,1962,04,10,1962-04-10,06:00:00,3,OK,40,6,2.0,0,0,0.0,0.0,35.0,-98.28,0.0,0.0,0,0,0,0,0,15,0,0,0
34,1962,04,10,1962-04-10,08:30:00,3,OK,40,7,2.0,0,0,0.0,0.0,35.28,-97.4,0.0,0.0,0,0,0,0,0,27,0,0,0
35,1962,04,10,1962-04-10,17:10:00,3,TX,48,6,2.75,0,0,0.0,0.0,33.5,-97.18,0.0,0.0,0,0,0,0,0,97,0,0,0
36,1962,04,10,1962-04-10,18:00:00,3,FL,12,2,1.75,0,0,0.0,0.0,27.6,-81.58,0.0,0.0,0,0,0,0,0,49,0,0,0
37,1962,04,10,1962-04-10,18:00:00,3,AR,5,6,0.75,0,0,0.0,0.0,36.0,-90.5,0.0,0.0,0,0,0,0,0,55,0,0,0
38,1962,04,10,1962-04-10,18:15:00,3,MS,28,3,1.5,0,0,0.0,0.0,32.7,-90.28,0.0,0.0,0,0,0,0,0,163,0,0,0
39,1962,04,10,1962-04-10,18:30:00,3,TX,48,7,2.75,0,0,0.0,0.0,32.88,-97.0,0.0,0.0,0,0,0,0,0,113,0,0,0
40,1962,04,10,1962-04-10,18:55:00,3,TX,48,8,1.75,0,0,0.0,0.0,32.78,-96.78,0.0,0.0,0,0,0,0,0,113,0,0,0
41,1962,04,10,1962-04-10,19:00:00,3,TX,48,9,0.75,0,0,0.0,0.0,32.78,-96.78,0.0,0.0,0,0,0,0,0,113,0,0,0
42,1962,04,10,1962-04-10,20:00:00,3,TX,48,10,3.0,0,0,0.0,0.0,31.7,-94.08,0.0,0.0,0,0,0,0,0,419,0,0,0
43,1962,04,10,1962-04-10,20:00:00,3,TX,48,11,2.5,0,0,0.0,0.0,32.58,-96.28,0.0,0.0,0,0,0,0,0,257,0,0,0
44,1962,04,10,1962-04-10,21:00:00,3,MS,28,4,5.0,0,0,0.0,0.0,34.38,-89.5,0.0,0.0,0,0,0,0,0,71,0,0,0
45,1962,04,10,1962-04-10,22:00:00,3,MS,28,5,2.0,0,0,0.0,0.0,32.28,-90.08,0.0,0.0,0,0,0,0,0,121,0,0,0
46,1962,04,10,1962-04-10,22:00:00,3,MS,28,6,1.25,0,0,0.0,0.0,32.88,-90.4,0.0,0.0,0,0,0,0,0,163,0,0,0
47,1962,04,10,1962-04-10,22:00:00,3,MS,28,7,2.5,0,0,0.0,0.0,33.5,-89.58,0.0,0.0,0,0,0,0,0,97,0,0,0
48,1962,04,10,1962-04-10,23:00:00,3,MS,28,8,2.0,0,0,0.0,0.0,31.7,-89.08,0.0,0.0,0,0,0,0,0,67,0,0,0
49,1962,04,11,1962-04-11,02:00:00,3,GA,13,3,1.5,0,0,0.0,0.0,34.5,-85.0,0.0,0.0,0,0,0,0,0,129,0,0,0
50,1962,04,11,1962-04-11,03:00:00,3,GA,13,4,1.75,0,0,0.0,0.0,34.58,-83.28,0.0,0.0,0,0,0,0,0,257,0,0,0
51,1962,04,11,1962-04-11,12:45:00,3,GA,13,5,0.75,0,0,0.0,0.0,33.58,-82.0,0.0,0.0,0,0,0,0,0,0,0,0,0
52,1962,04,11,1962-04-11,15:00:00,3,AL,1,6,1.75,0,0,0.0,0.0,32.5,-85.68,0.0,0.0,0,0,0,0,0,87,0,0,0
53,1962,04,11,1962-04-11,17:00:00,3,AL,1,7,3.0,0,0,0.0,0.0,32.38,-85.68,0.0,0.0,0,0,0,0,0,87,0,0,0
54,1962,04,11,1962-04-11,17:04:00,3,LA,22,4,1.0,0,0,0.0,0.0,32.28,-93.18,0.0,0.0,0,0,0,0,0,13,0,0,0
55,1962,04,11,1962-04-11,17:10:00,3,LA,22,5,2.75,0,0,0.0,0.0,32.28,-93.18,0.0,0.0,0,0,0,0,0,13,0,0,0
