om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,2009,01,03,2009-01-03,11:08:00,3,LA,22,0,0.88,0,0,0.0,0.0,30.3976,-91.17,30.3976,-91.17,0,0,0,0,0,33,0,0,0
2,2009,01,03,2009-01-03,12:00:00,3,MS,28,0,1.0,0,0,0.0,0.0,31.24,-89.537,31.343,-89.443,0,0,0,0,0,73,0,0,0
3,2009,01,03,2009-01-03,12:30:00,3,MS,28,0,0.75,0,0,0.0,0.0,31.3587,-89.4392,31.4,-89.4,0,0,0,0,0,35,0,0,0
4,2009,01,03,2009-01-03,12:51:00,3,MS,28,0,0.75,0,0,0.0,0.0,31.49,-89.564,31.557,-89.547,0,0,0,0,0,31,0,0,0
5,2009,01,03,2009-01-03,13:04:00,3,AL,1,0,0.88,0,0,0.0,0.0,31.08,-88.23,31.08,-88.23,0,0,0,0,0,97,0,0,0
6,2009,01,03,2009-01-03,13:11:00,3,MS,28,0,0.88,0,0,0.0,0.0,31.887,-89.295,31.984,-89.275,0,0,0,0,0,61,0,0,0
7,2009,01,03,2009-01-03,13:24:00,3,MS,28,0,0.75,0,0,0.0,0.0,31.9171,-89.6055,31.9409,-89.5846,0,0,0,0,0,129,0,0,0
8,2009,01,03,2009-01-03,14:29:00,3,MS,28,0,0.75,0,0,0.0,0.0,32.682,-89.508,32.7481,-89.4809,0,0,0,0,0,79,0,0,0
9,2009,01,03,2009-01-03,14:35:00,3,AL,1,0,0.75,0,0,0.0,0.0,31.4,-86.62,31.4,-86.62,0,0,0,0,0,39,0,0,0
10,2009,01,03,2009-01-03,15:15:00,3,LA,22,0,1.75,0,0,0.0,0.0,31.94,-92.59,31.94,-92.59,0,0,0,0,0,127,0,0,0
11,2009,01,03,2009-01-03,16:20:00,3,LA,22,0,1.75,0,0,0.0,0.0,31.76,-92.38,31.76,-92.38,0,0,0,0,0,43,0,0,0
12,2009,01,03,2009-01-03,16:35:00,3,LA,22,0,0.88,0,0,0.0,0.0,30.7,-92.26,30.7,-92.26,0,0,0,0,0,39,0,0,0
13,2009,01,03,2009-01-03,16:45:00,3,LA,22,0,1.75,0,0,0.0,0.0,31.82,-92.33,31.82,-92.33,0,0,0,0,0,59,0,0,0
14,2009,01,03,2009-01-03,17:05:00,3,LA,22,0,1.0,0,0,0.0,0.0,31.86,-92.29,31.86,-92.29,0,0,0,0,0,59,0,0,0
15,2009,01,03,2009-01-03,17:30:00,3,MS,28,0,0.75,0,0,0.0,0.0,34.18,-89.03,34.18,-89.03,0,0,0,0,0,115,0,0,0
16,2009,01,03,2009-01-03,17:59:00,3,LA,22,0,0.75,0,0,0.0,0.0,31.9306,-91.9017,31.9449,-91.8632,0,0,0,0,0,25,0,0,0
17,2009,01,04,2009-01-04,01:10:00,3,KY,21,0,0.75,0,0,0.0,0.0,37.72,-83.98,37.72,-83.98,0,0,0,0,0,65,0,0,0
18,2009,01,04,2009-01-04,01:45:00,3,KY,21,0,0.88,0,0,0.0,0.0,36.83,-84.12,36.83,-84.12,0,0,0,0,0,235,0,0,0
19,2009,01,04,2009-01-04,16:03:00,3,MS,28,0,0.75,0,0,0.0,0.0,32.4634,-90.4234,32.47,-90.3521,0,0,0,0,0,49,0,0,0
20,2009,01,07,2009-01-07,19:15:00,3,NC,37,0,0.88,0,0,0.002,0.0,36.29,-76.99,36.29,-76.99,0,0,0,0,0,91,0,0,0
