om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1982,01,01,1982-01-01,23:00:00,3,LA,22,1,1.75,0,0,0.0,0.0,30.23,-90.92,0.0,0.0,0,0,0,0,0,5,0,0,0
2,1982,01,03,1982-01-03,13:05:00,3,LA,22,2,1.0,0,0,0.0,0.0,32.28,-93.82,0.0,0.0,0,0,0,0,0,31,0,0,0
3,1982,01,03,1982-01-03,14:00:00,3,LA,22,3,1.75,0,0,0.0,0.0,32.62,-93.28,0.0,0.0,0,0,0,0,0,119,0,0,0
4,1982,01,03,1982-01-03,14:00:00,3,LA,22,4,1.0,0,0,0.0,0.0,32.38,-93.77,0.0,0.0,0,0,0,0,0,17,0,0,0
5,1982,01,03,1982-01-03,15:00:00,3,LA,22,5,1.75,0,0,0.0,0.0,32.33,-93.08,0.0,0.0,0,0,0,0,0,13,0,0,0
6,1982,01,03,1982-01-03,15:05:00,3,LA,22,6,1.75,0,0,0.0,0.0,32.67,-92.92,0.0,0.0,0,0,0,0,0,27,0,0,0
7,1982,01,03,1982-01-03,15:25:00,3,AR,5,1,1.0,0,0,0.0,0.0,33.67,-92.07,0.0,0.0,0,0,0,0,0,11,0,0,0
8,1982,01,03,1982-01-03,15:35:00,3,LA,22,7,1.75,0,0,0.0,0.0,32.93,-92.6,0.0,0.0,0,0,0,0,0,111,0,0,0
9,1982,01,03,1982-01-03,15:40:00,3,LA,22,8,1.75,0,0,0.0,0.0,32.17,-92.7,0.0,0.0,0,0,0,0,0,49,0,0,0
10,1982,01,03,1982-01-03,15:45:00,3,LA,22,9,1.75,0,0,0.0,0.0,32.53,-92.52,0.0,0.0,0,0,0,0,0,61,0,0,0
11,1982,01,03,1982-01-03,16:10:00,3,AR,5,2,1.75,0,0,0.0,0.0,33.13,-91.97,0.0,0.0,0,0,0,0,0,3,0,0,0
12,1982,01,03,1982-01-03,16:20:00,3,LA,22,10,1.75,0,0,0.0,0.0,32.25,-92.72,0.0,0.0,0,0,0,0,0,49,0,0,0
13,1982,01,03,1982-01-03,16:20:00,3,LA,22,11,1.75,0,0,0.0,0.0,32.08,-92.67,0.0,0.0,0,0,0,0,0,127,0,0,0
