om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1985,01,27,1985-01-27,14:00:00,3,LA,22,1,1.75,0,0,0.0,0.0,29.8,-90.83,0.0,0.0,0,0,0,0,0,57,0,0,0
2,1985,02,10,1985-02-10,15:05:00,3,TX,48,1,1.75,0,0,0.0,0.0,30.32,-97.05,0.0,0.0,0,0,0,0,0,287,0,0,0
3,1985,02,10,1985-02-10,15:50:00,3,TX,48,2,1.75,0,0,0.0,0.0,30.33,-97.08,0.0,0.0,0,0,0,0,0,287,0,0,0
4,1985,02,10,1985-02-10,15:55:00,3,TX,48,3,1.75,0,0,0.0,0.0,30.53,-96.68,0.0,0.0,0,0,0,0,0,51,0,0,0
5,1985,02,10,1985-02-10,17:02:00,3,TX,48,4,0.75,0,0,0.0,0.0,30.38,-95.68,0.0,0.0,0,0,0,0,0,339,0,0,0
6,1985,02,10,1985-02-10,18:00:00,3,TX,48,5,0.75,0,0,0.0,0.0,29.2,-96.28,0.0,0.0,0,0,0,0,0,481,0,0,0
7,1985,02,10,1985-02-10,19:00:00,3,TX,48,6,0.75,0,0,0.0,0.0,29.18,-95.4,0.0,0.0,0,0,0,0,0,39,0,0,0
8,1985,02,10,1985-02-10,19:00:00,3,TX,48,7,0.75,0,0,0.0,0.0,29.53,-95.77,0.0,0.0,0,0,0,0,0,157,0,0,0
9,1985,02,10,1985-02-10,19:25:00,3,TX,48,8,0.75,0,0,0.0,0.0,29.18,-95.4,0.0,0.0,0,0,0,0,0,39,0,0,0
10,1985,02,10,1985-02-10,19:40:00,3,TX,48,9,0.75,0,0,0.0,0.0,29.7,-95.2,0.0,0.0,0,0,0,0,0,201,0,0,0
11,1985,02,10,1985-02-10,19:55:00,3,TX,48,10,0.75,0,0,0.0,0.0,29.48,-95.42,0.0,0.0,0,0,0,0,0,39,0,0,0
12,1985,02,10,1985-02-10,20:05:00,3,TX,48,11,0.75,0,0,0.0,0.0,29.73,-95.37,0.0,0.0,0,0,0,0,0,201,0,0,0
