om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1959,01,15,1959-01-15,00:06:00,3,OK,40,1,1.0,0,0,0.0,0.0,34.2,-95.78,0.0,0.0,0,0,0,0,0,5,0,0,0
2,1959,01,21,1959-01-21,12:00:00,3,TN,47,1,1.0,0,0,0.0,0.0,35.5,-85.9,0.0,0.0,0,0,0,0,0,61,0,0,0
3,1959,02,09,1959-02-09,19:40:00,3,MO,29,1,1.0,0,0,0.0,0.0,37.7,-92.68,0.0,0.0,0,0,0,0,0,105,0,0,0
4,1959,02,09,1959-02-09,20:00:00,3,MO,29,2,1.25,0,0,0.0,0.0,37.78,-92.18,0.0,0.0,0,0,0,0,0,169,0,0,0
5,1959,02,09,1959-02-09,20:10:00,3,OK,40,2,1.75,0,0,0.0,0.0,36.7,-95.58,0.0,0.0,0,0,0,0,0,105,0,0,0
6,1959,02,09,1959-02-09,20:30:00,3,OK,40,3,1.25,0,0,0.0,0.0,35.88,-97.08,0.0,0.0,0,0,0,0,0,81,0,0,0
7,1959,02,09,1959-02-09,21:30:00,3,OK,40,4,1.0,0,0,0.0,0.0,34.88,-97.0,0.0,0.0,0,0,0,0,0,87,0,0,0
8,1959,02,09,1959-02-09,21:45:00,3,KS,20,1,0.75,0,0,0.0,0.0,38.7,-95.0,0.0,0.0,0,0,0,0,0,121,0,0,0
9,1959,02,09,1959-02-09,21:45:00,3,KS,20,2,0.75,0,0,0.0,0.0,38.7,-95.08,0.0,0.0,0,0,0,0,0,59,0,0,0
10,1959,02,11,1959-02-11,18:00:00,3,CA,6,1,1.25,0,0,0.0,0.0,33.88,-118.5,0.0,0.0,0,0,0,0,0,37,0,0,0
11,1959,03,10,1959-03-10,18:00:00,3,OK,40,5,1.75,0,0,0.0,0.0,35.7,-95.18,0.0,0.0,0,0,0,0,0,101,0,0,0
12,1959,03,10,1959-03-10,18:13:00,3,TX,48,1,2.0,0,0,0.0,0.0,32.7,-97.08,0.0,0.0,0,0,0,0,0,439,0,0,0
13,1959,03,10,1959-03-10,18:40:00,3,TX,48,2,1.0,0,0,0.0,0.0,32.58,-96.78,0.0,0.0,0,0,0,0,0,113,0,0,0
14,1959,03,10,1959-03-10,19:45:00,3,TX,48,3,1.75,0,0,0.0,0.0,32.38,-96.18,0.0,0.0,0,0,0,0,0,257,0,0,0
15,1959,03,10,1959-03-10,20:25:00,3,OK,40,6,2.0,0,0,0.0,0.0,34.7,-96.0,0.0,0.0,0,0,0,0,0,121,0,0,0
16,1959,03,14,1959-03-14,17:32:00,3,MO,29,3,1.5,0,0,0.0,0.0,37.0,-93.4,0.0,0.0,0,0,0,0,0,43,0,0,0
17,1959,03,14,1959-03-14,20:10:00,3,AR,5,1,1.75,0,0,0.0,0.0,34.58,-92.78,0.0,0.0,0,0,0,0,0,125,0,0,0
18,1959,03,14,1959-03-14,20:45:00,3,AR,5,2,1.5,0,0,0.0,0.0,34.5,-92.68,0.0,0.0,0,0,0,0,0,125,0,0,0
19,1959,03,20,1959-03-20,13:45:00,3,TX,48,4,1.0,0,0,0.0,0.0,32.08,-95.0,0.0,0.0,0,0,0,0,0,73,0,0,0
20,1959,03,20,1959-03-20,13:50:00,3,OK,40,7,1.0,0,0,0.0,0.0,35.08,-98.78,0.0,0.0,0,0,0,0,0,75,0,0,0
21,1959,03,20,1959-03-20,18:00:00,3,TX,48,5,0.75,0,0,0.0,0.0,32.7,-94.68,0.0,0.0,0,0,0,0,0,203,0,0,0
22,1959,03,20,1959-03-20,18:24:00,3,TX,48,6,2.0,0,0,0.0,0.0,31.1,-94.4,0.0,0.0,0,0,0,0,0,5,0,0,0
23,1959,03,20,1959-03-20,20:40:00,3,LA,22,1,2.0,0,0,0.0,0.0,32.5,-92.08,0.0,0.0,0,0,0,0,0,73,0,0,0
24,1959,03,21,1959-03-21,15:30:00,3,AL,1,1,3.0,0,0,0.0,0.0,33.5,-86.58,0.0,0.0,0,0,0,0,0,73,0,0,0
25,1959,03,25,1959-03-25,14:30:00,3,KS,20,3,1.0,0,0,0.0,0.0,39.7,-95.28,0.0,0.0,0,0,0,0,0,43,0,0,0
26,1959,03,25,1959-03-25,15:20:00,3,OK,40,8,1.0,0,0,0.0,0.0,34.28,-97.5,0.0,0.0,0,0,0,0,0,19,0,0,0
27,1959,03,25,1959-03-25,16:06:00,3,OK,40,9,1.0,0,0,0.0,0.0,34.28,-97.0,0.0,0.0,0,0,0,0,0,19,0,0,0
28,1959,03,25,1959-03-25,17:00:00,3,TX,48,7,1.25,0,0,0.0,0.0,33.78,-96.58,0.0,0.0,0,0,0,0,0,0,0,0,0
29,1959,03,25,1959-03-25,18:00:00,3,TX,48,8,1.0,0,0,0.0,0.0,32.78,-96.9,0.0,0.0,0,0,0,0,0,113,0,0,0
30,1959,03,25,1959-03-25,18:01:00,3,TX,48,9,1.5,0,0,0.0,0.0,33.7,-96.68,0.0,0.0,0,0,0,0,0,181,0,0,0
31,1959,03,25,1959-03-25,19:00:00,3,TX,48,10,1.0,0,0,0.0,0.0,33.7,-96.68,0.0,0.0,0,0,0,0,0,181,0,0,0
32,1959,03,26,1959-03-26,17:00:00,3,TN,47,2,3.0,0,0,0.0,0.0,35.88,-86.5,0.0,0.0,0,0,0,0,0,149,0,0,0
33,1959,03,26,1959-03-26,18:00:00,3,TN,47,3,1.75,0,0,0.0,0.0,36.28,-86.58,0.0,0.0,0,0,0,0,0,165,0,0,0
34,1959,03,31,1959-03-31,16:22:00,3,OK,40,10,1.0,0,0,0.0,0.0,34.7,-97.58,0.0,0.0,0,0,0,0,0,49,0,0,0
35,1959,03,31,1959-03-31,16:30:00,3,OK,40,11,1.0,0,0,0.0,0.0,34.38,-97.28,0.0,0.0,0,0,0,0,0,99,0,0,0
36,1959,03,31,1959-03-31,16:50:00,3,OK,40,12,1.0,0,0,0.0,0.0,36.08,-97.08,0.0,0.0,0,0,0,0,0,119,0,0,0
37,1959,03,31,1959-03-31,16:53:00,3,KS,20,4,1.25,0,0,0.0,0.0,37.08,-96.9,0.0,0.0,0,0,0,0,0,35,0,0,0
38,1959,03,31,1959-03-31,17:11:00,3,OK,40,13,1.75,0,0,0.0,0.0,35.28,-96.9,0.0,0.0,0,0,0,0,0,125,0,0,0
39,1959,03,31,1959-03-31,17:30:00,3,OK,40,14,1.25,0,0,0.0,0.0,34.2,-97.08,0.0,0.0,0,0,0,0,0,19,0,0,0
40,1959,03,31,1959-03-31,17:58:00,3,OK,40,15,1.5,0,0,0.0,0.0,36.08,-96.58,0.0,0.0,0,0,0,0,0,37,0,0,0
41,1959,03,31,1959-03-31,18:00:00,3,OK,40,16,2.75,0,0,0.0,0.0,33.78,-97.08,0.0,0.0,0,0,0,0,0,0,0,0,0
42,1959,03,31,1959-03-31,18:15:00,3,MO,29,4,0.75,0,0,0.0,0.0,39.08,-94.5,0.0,0.0,0,0,0,0,0,95,0,0,0
43,1959,03,31,1959-03-31,18:16:00,3,KS,20,5,1.0,0,0,0.0,0.0,39.2,-96.28,0.0,0.0,0,0,0,0,0,149,0,0,0
44,1959,03,31,1959-03-31,18:20:00,3,KS,20,6,1.0,0,0,0.0,0.0,38.88,-94.78,0.0,0.0,0,0,0,0,0,91,0,0,0
45,1959,03,31,1959-03-31,18:23:00,3,KS,20,7,1.0,0,0,0.0,0.0,37.78,-96.78,0.0,0.0,0,0,0,0,0,15,0,0,0
46,1959,03,31,1959-03-31,18:30:00,3,KS,20,8,1.0,0,0,0.0,0.0,39.0,-94.68,0.0,0.0,0,0,0,0,0,91,0,0,0
47,1959,03,31,1959-03-31,19:45:00,3,AR,5,3,1.0,0,0,0.0,0.0,35.2,-94.58,0.0,0.0,0,0,0,0,0,0,0,0,0
48,1959,03,31,1959-03-31,19:49:00,3,OK,40,17,0.75,0,0,0.0,0.0,34.88,-95.78,0.0,0.0,0,0,0,0,0,121,0,0,0
49,1959,03,31,1959-03-31,20:00:00,3,KS,20,9,1.5,0,0,0.0,0.0,38.78,-94.9,0.0,0.0,0,0,0,0,0,91,0,0,0
50,1959,03,31,1959-03-31,20:14:00,3,OK,40,18,0.75,0,0,0.0,0.0,34.88,-95.78,0.0,0.0,0,0,0,0,0,121,0,0,0
51,1959,03,31,1959-03-31,20:50:00,3,TX,48,11,1.5,0,0,0.0,0.0,31.9,-97.4,0.0,0.0,0,0,0,0,0,217,0,0,0
52,1959,03,31,1959-03-31,22:25:00,3,TX,48,12,1.25,0,0,0.0,0.0,33.7,-96.68,0.0,0.0,0,0,0,0,0,181,0,0,0
53,1959,04,01,1959-04-01,02:10:00,3,TX,48,13,1.75,0,0,0.0,0.0,33.08,-94.18,0.0,0.0,0,0,0,0,0,67,0,0,0
54,1959,04,01,1959-04-01,13:20:00,3,FL,12,1,1.0,0,0,0.0,0.0,29.2,-81.0,0.0,0.0,0,0,0,0,0,0,0,0,0
55,1959,04,01,1959-04-01,16:15:00,3,FL,12,2,0.75,0,0,0.0,0.0,30.18,-81.68,0.0,0.0,0,0,0,0,0,19,0,0,0
56,1959,04,02,1959-04-02,05:15:00,3,FL,12,3,1.0,0,0,0.0,0.0,30.38,-84.4,0.0,0.0,0,0,0,0,0,73,0,0,0
57,1959,04,07,1959-04-07,04:00:00,3,WI,55,1,1.0,0,0,0.0,0.0,43.08,-89.4,0.0,0.0,0,0,0,0,0,25,0,0,0
58,1959,04,07,1959-04-07,07:26:00,3,IL,17,1,0.75,0,0,0.0,0.0,41.88,-87.58,0.0,0.0,0,0,0,0,0,0,0,0,0
59,1959,04,16,1959-04-16,16:30:00,3,KS,20,10,1.0,0,0,0.0,0.0,37.58,-99.9,0.0,0.0,0,0,0,0,0,57,0,0,0
