om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1973,01,18,1973-01-18,14:50:00,3,LA,22,1,1.75,0,0,0.0,0.0,29.83,-89.95,0.0,0.0,0,0,0,0,0,51,0,0,0
2,1973,01,20,1973-01-20,19:11:00,3,TX,48,1,1.0,0,0,0.0,0.0,29.38,-98.57,0.0,0.0,0,0,0,0,0,29,0,0,0
3,1973,01,20,1973-01-20,20:00:00,3,TX,48,2,0.75,0,0,0.0,0.0,33.17,-95.0,0.0,0.0,0,0,0,0,0,449,0,0,0
4,1973,01,20,1973-01-20,23:40:00,3,TX,48,3,0.75,0,0,0.0,0.0,32.48,-94.72,0.0,0.0,0,0,0,0,0,183,0,0,0
5,1973,01,26,1973-01-26,15:45:00,3,AL,1,1,1.75,0,0,0.0,0.0,34.33,-86.07,0.0,0.0,0,0,0,0,0,49,0,0,0
6,1973,02,13,1973-02-13,11:55:00,3,LA,22,2,1.25,0,0,0.0,0.0,30.42,-90.0,0.0,0.0,0,0,0,0,0,103,0,0,0
7,1973,03,01,1973-03-01,14:20:00,3,TX,48,4,1.75,0,0,0.0,0.0,31.78,-97.3,0.0,0.0,0,0,0,0,0,217,0,0,0
8,1973,03,01,1973-03-01,15:03:00,3,TX,48,5,3.0,0,0,0.0,0.0,31.6,-97.1,0.0,0.0,0,0,0,0,0,309,0,0,0
9,1973,03,01,1973-03-01,15:40:00,3,TX,48,6,1.75,0,0,0.0,0.0,31.5,-97.1,0.0,0.0,0,0,0,0,0,309,0,0,0
10,1973,03,01,1973-03-01,20:15:00,3,TX,48,7,1.75,0,0,0.0,0.0,30.72,-95.57,0.0,0.0,0,0,0,0,0,471,0,0,0
11,1973,03,03,1973-03-03,17:44:00,3,TX,48,8,0.75,0,0,0.0,0.0,33.97,-98.48,0.0,0.0,0,0,0,0,0,485,0,0,0
12,1973,03,03,1973-03-03,18:00:00,3,TX,48,9,1.75,0,0,0.0,0.0,33.47,-98.48,0.0,0.0,0,0,0,0,0,9,0,0,0
13,1973,03,03,1973-03-03,22:02:00,3,TX,48,10,0.75,0,0,0.0,0.0,32.53,-94.35,0.0,0.0,0,0,0,0,0,203,0,0,0
14,1973,03,03,1973-03-03,23:30:00,3,LA,22,3,1.0,0,0,0.0,0.0,31.0,-93.2,0.0,0.0,0,0,0,0,0,115,0,0,0
15,1973,03,04,1973-03-04,01:30:00,3,LA,22,4,1.0,0,0,0.0,0.0,30.12,-93.22,0.0,0.0,0,0,0,0,0,19,0,0,0
16,1973,03,04,1973-03-04,02:23:00,3,LA,22,5,1.75,0,0,0.0,0.0,29.23,-93.33,0.0,0.0,0,0,0,0,0,0,0,0,0
17,1973,03,05,1973-03-05,12:25:00,3,LA,22,6,1.75,0,0,0.0,0.0,30.7,-93.1,0.0,0.0,0,0,0,0,0,11,0,0,0
18,1973,03,05,1973-03-05,14:30:00,3,TX,48,11,1.0,0,0,0.0,0.0,29.87,-93.93,0.0,0.0,0,0,0,0,0,245,0,0,0
19,1973,03,05,1973-03-05,16:05:00,3,LA,22,7,1.75,0,0,0.0,0.0,32.42,-93.47,0.0,0.0,0,0,0,0,0,15,0,0,0
20,1973,03,05,1973-03-05,22:45:00,3,KS,20,1,2.75,0,0,0.0,0.0,37.4,-97.3,0.0,0.0,0,0,0,0,0,191,0,0,0
