om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1964,01,08,1964-01-08,10:55:00,3,LA,22,1,1.0,0,0,0.0,0.0,32.5,-93.5,0.0,0.0,0,0,0,0,0,15,0,0,0
2,1964,01,08,1964-01-08,12:30:00,3,AR,5,1,1.0,0,0,0.0,0.0,33.2,-92.78,0.0,0.0,0,0,0,0,0,139,0,0,0
3,1964,01,08,1964-01-08,17:00:00,3,MS,28,1,0.75,0,0,0.0,0.0,34.38,-89.5,0.0,0.0,0,0,0,0,0,71,0,0,0
4,1964,01,19,1964-01-19,07:15:00,3,IL,17,1,1.75,0,0,0.0,0.0,39.08,-88.9,0.0,0.0,0,0,0,0,0,51,0,0,0
5,1964,01,19,1964-01-19,07:45:00,3,IL,17,2,1.75,0,0,0.0,0.0,39.08,-88.68,0.0,0.0,0,0,0,0,0,49,0,0,0
6,1964,01,19,1964-01-19,20:55:00,3,IL,17,3,1.25,0,0,0.0,0.0,40.08,-88.18,0.0,0.0,0,0,0,0,0,19,0,0,0
7,1964,01,20,1964-01-20,14:45:00,3,IA,19,1,0.75,0,0,0.0,0.0,42.5,-95.0,0.0,0.0,0,0,0,0,0,161,0,0,0
8,1964,01,22,1964-01-22,16:30:00,3,CA,6,1,1.0,0,0,0.0,0.0,36.2,-119.68,0.0,0.0,0,0,0,0,0,31,0,0,0
9,1964,01,24,1964-01-24,15:00:00,3,MO,29,1,1.75,0,0,0.0,0.0,37.28,-92.5,0.0,0.0,0,0,0,0,0,229,0,0,0
10,1964,01,31,1964-01-31,07:50:00,3,MS,28,2,2.75,0,0,0.0,0.0,30.38,-89.0,0.0,0.0,0,0,0,0,0,0,0,0,0
11,1964,02,04,1964-02-04,05:30:00,3,TX,48,1,1.75,0,0,0.0,0.0,29.58,-95.9,0.0,0.0,0,0,0,0,0,157,0,0,0
12,1964,02,04,1964-02-04,06:00:00,3,TX,48,2,2.0,0,0,0.0,0.0,29.58,-95.78,0.0,0.0,0,0,0,0,0,157,0,0,0
13,1964,03,03,1964-03-03,01:00:00,3,TX,48,3,1.5,0,0,0.0,0.0,30.58,-97.4,0.0,0.0,0,0,0,0,0,491,0,0,0
14,1964,03,03,1964-03-03,20:30:00,3,AR,5,2,1.0,0,0,0.0,0.0,36.08,-91.58,0.0,0.0,0,0,0,0,0,135,0,0,0
15,1964,03,03,1964-03-03,21:30:00,3,TN,47,1,1.5,0,0,0.0,0.0,35.28,-89.9,0.0,0.0,0,0,0,0,0,157,0,0,0
16,1964,03,03,1964-03-03,21:35:00,3,TN,47,2,1.5,0,0,0.0,0.0,35.2,-90.08,0.0,0.0,0,0,0,0,0,0,0,0,0
17,1964,03,03,1964-03-03,23:20:00,3,MS,28,3,0.75,0,0,0.0,0.0,32.08,-90.28,0.0,0.0,0,0,0,0,0,49,0,0,0
18,1964,03,04,1964-03-04,00:00:00,3,TN,47,3,0.75,0,0,0.0,0.0,35.08,-90.0,0.0,0.0,0,0,0,0,0,157,0,0,0
19,1964,03,04,1964-03-04,00:00:00,3,MS,28,4,0.75,0,0,0.0,0.0,32.28,-90.18,0.0,0.0,0,0,0,0,0,49,0,0,0
