om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1995,01,06,1995-01-06,09:40:00,3,LA,22,1,1,0,0,4.0,0.0,31.52,-92.23,31.62,-92.05,15.0,20,1,1,1,59,0,0,0,0
2,1995,01,06,1995-01-06,11:05:00,3,LA,22,2,1,8,0,5.0,0.0,30.23,-92.18,30.23,-92.1,5.0,30,1,1,1,55,0,0,0,0
3,1995,01,06,1995-01-06,11:10:00,3,LA,22,3,0,0,0,0.0,0.0,29.97,-92.17,0.0,0.0,0.2,20,1,1,1,113,0,0,0,0
4,1995,01,06,1995-01-06,20:10:00,3,SC,45,1,1,0,0,4.0,0.0,34.13,-81.23,34.13,-81.2,3.0,100,1,1,1,79,0,0,0,0
5,1995,01,06,1995-01-06,20:14:00,3,SC,45,2,1,0,0,5.0,0.0,34.4,-81.07,0.0,0.0,0.2,100,1,1,1,39,0,0,0,0
6,1995,01,06,1995-01-06,22:15:00,3,NC,37,1,0,3,1,5.0,0.0,34.7,-78.55,0.0,0.0,2.0,150,1,1,1,17,0,0,0,0
7,1995,01,06,1995-01-06,23:30:00,3,NC,37,2,1,1,0,4.0,0.0,35.12,-78.1,0.0,0.0,1.0,73,1,1,1,61,0,0,0,0
8,1995,01,06,1995-01-06,23:40:00,3,NC,37,3,1,8,0,4.0,0.0,35.32,-77.73,0.0,0.0,1.0,100,1,1,1,107,0,0,0,0
9,1995,01,06,1995-01-06,23:45:00,3,NC,37,4,1,13,0,5.0,0.0,35.0,-78.4,0.0,0.0,1.0,73,1,1,1,163,0,0,0,0
10,1995,01,06,1995-01-06,23:45:00,3,NC,37,5,1,22,0,6.0,0.0,35.23,-77.85,0.0,0.0,0.5,50,1,1,1,191,0,0,0,0
11,1995,01,07,1995-01-07,02:25:00,3,LA,22,4,1,0,0,4.0,0.0,30.95,-92.07,31.1,-91.92,17.0,23,1,1,1,9,0,0,0,0
12,1995,01,07,1995-01-07,03:50:00,3,FL,12,1,2,20,1,6.0,0.0,29.0,-82.12,29.0,-81.92,12.0,440,1,1,1,83,0,0,0,0
13,1995,01,07,1995-01-07,06:15:00,3,FL,12,2,1,0,0,5.0,0.0,28.55,-81.37,0.0,0.0,2.0,40,1,1,1,95,0,0,0,0
14,1995,01,12,1995-01-12,13:54:00,3,TX,48,1,0,0,0,0.0,0.0,30.42,-97.05,0.0,0.0,0.1,10,1,1,1,287,0,0,0,0
15,1995,01,12,1995-01-12,19:48:00,3,TX,48,2,0,0,0,4.0,0.0,29.58,-96.38,0.0,0.0,0.1,10,1,1,1,89,0,0,0,0
