om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
617025,2019,01,04,2019-01-04,04:38:00,3,AL,01,0,0,0,0,0,0,31.6165,-85.2788,31.6169,-85.2763,0.1500,35,1,1,1,67,0,0,0,0
617026,2019,01,04,2019-01-04,05:10:00,3,GA,13,0,1,0,0,10000,0,31.5976,-84.9635,31.6003,-84.9611,0.2300,90,1,1,1,61,0,0,0,0
617027,2019,01,06,2019-01-06,13:59:00,3,CA,06,0,0,0,0,0,0,36.9600,-122.0400,36.9600,-122.0400,0.0700,6,1,1,1,87,0,0,0,0
617028,2019,01,06,2019-01-06,14:19:00,3,CA,06,0,0,0,0,0,0,36.9569,-122.0181,36.9569,-122.0181,0.5400,6,1,1,1,87,0,0,0,0
617029,2019,01,08,2019-01-08,09:20:00,3,OH,39,0,1,0,0,250000,0,41.3226,-80.8153,41.3303,-80.7285,4.5000,75,1,1,1,155,0,0,0,0
617030,2019,01,08,2019-01-08,10:25:00,3,PA,42,0,1,0,0,5000,0,41.4400,-80.0600,41.4400,-80.0600,2.8000,400,1,1,1,85,0,0,0,0
617031,2019,01,17,2019-01-17,17:20:00,3,CA,06,0,1,0,0,500000,0,36.8400,-119.5600,36.8403,-119.5440,0.2500,20,1,1,1,19,0,0,0,0
617032,2019,01,18,2019-01-18,16:05:00,3,IL,17,0,-9,0,0,0,0,41.3494,-88.2408,41.3493,-88.2419,0.0600,25,1,1,1,197,0,0,0,0
617033,2019,01,19,2019-01-19,06:42:00,3,MS,28,0,1,0,0,45000,0,32.8759,-89.5170,32.8960,-89.5194,1.4000,250,1,1,1,79,0,0,0,0
617034,2019,01,19,2019-01-19,07:38:00,3,MS,28,0,0,0,0,10000,0,32.1407,-90.0569,32.1651,-90.0204,2.7200,150,1,1,1,121,0,0,0,0
617035,2019,01,19,2019-01-19,07:44:00,3,MS,28,0,1,0,0,50000,0,32.2030,-89.9774,32.2256,-89.9452,2.4500,150,1,1,1,121,0,0,0,0
617036,2019,01,19,2019-01-19,08:43:00,3,MS,28,0,0,0,0,10000,0,32.7283,-89.1581,32.7319,-89.1571,0.2600,50,1,1,1,99,0,0,0,0
617037,2019,01,19,2019-01-19,09:22:00,3,LA,22,0,1,0,0,0,0,30.8092,-90.3024,30.8092,-90.3024,0.2500,40,1,1,1,105,0,0,0,0
617038,2019,01,19,2019-01-19,09:45:00,3,LA,22,0,1,0,0,0,0,30.9108,-90.0896,30.9149,-90.0702,1.2000,75,1,1,1,117,0,0,0,0
617039,2019,01,19,2019-01-19,13:47:00,3,AL,01,0,1,0,0,0,0,32.3481,-86.9096,32.3981,-86.8233,6.1300,75,1,1,1,47,1,0,0,0
617040,2019,01,19,2019-01-19,14:04:00,3,AL,01,0,1,2,0,0,0,32.4847,-86.7275,32.5467,-86.5900,9.0800,400,1,1,1,1,0,0,0,0
617041,2019,01,19,2019-01-19,14:52:00,3,AL,01,0,2,4,0,0,0,32.5202,-86.2370,32.6824,-85.9927,18.1100,700,1,1,1,51,0,0,0,0
617042,2019,01,19,2019-01-19,14:58:00,3,AL,01,0,1,0,0,0,0,32.8535,-86.1551,32.8762,-86.1439,1.7000,112,1,1,1,37,0,0,0,0
617043,2019,01,19,2019-01-19,18:22:00,3,FL,12,0,1,0,0,20000,0,30.0716,-85.6074,30.0794,-85.5974,0.8000,50,1,1,1,5,0,0,0,0
617044,2019,01,24,2019-01-24,05:20:00,3,FL,12,0,0,0,0,1380000,0,28.8225,-81.3219,28.8268,-81.3155,0.4900,175,1,1,1,117,0,0,0,0
617045,2019,01,24,2019-01-24,08:18:00,3,FL,12,0,0,0,0,0,0,26.5480,-80.7152,26.5497,-80.7121,0.2200,25,1,1,1,99,0,0,0,0
617046,2019,01,27,2019-01-27,18:52:00,3,FL,12,0,0,0,0,0,0,25.8913,-80.3236,25.8928,-80.3167,0.4400,100,1,1,1,86,0,0,0,0
617047,2019,02,02,2019-02-02,17:38:00,3,CA,06,0,0,0,0,0,0,39.3500,-122.0000,39.3514,-121.9981,0.1000,20,1,1,1,11,0,0,0,0
617048,2019,02,02,2019-02-02,17:55:00,3,CA,06,0,0,0,0,0,0,37.3700,-119.9700,37.3702,-119.9665,0.1900,25,1,1,1,43,0,0,0,0
617049,2019,02,02,2019-02-02,19:50:00,3,CA,06,0,0,0,0,5000,0,39.0500,-121.6500,39.0526,-121.6508,0.3000,20,1,1,1,101,0,0,0,0
617050,2019,02,06,2019-02-06,14:35:00,3,TN,47,0,0,0,0,25000,0,35.9203,-86.1890,35.9296,-86.1720,1.2000,75,1,1,1,149,0,0,0,0
617051,2019,02,06,2019-02-06,20:02:00,3,TN,47,0,0,0,0,20000,0,36.0306,-87.2054,36.0355,-87.1812,1.4000,50,1,1,1,43,187,0,0,0
617052,2019,02,06,2019-02-06,21:49:00,3,TN,47,0,0,0,0,10000,0,36.1987,-86.1873,36.2080,-86.1748,0.9700,50,1,1,1,189,0,0,0,0
617053,2019,02,07,2019-02-07,04:27:00,3,AR,05,0,1,1,0,100000,30000,36.1187,-92.6532,36.1379,-92.6122,2.6400,100,1,1,1,89,0,0,0,0
617054,2019,02,07,2019-02-07,10:47:00,3,IN,18,0,0,0,0,15000,0,38.5308,-87.6314,38.5474,-87.5809,2.9600,300,1,1,1,83,0,0,0,0
617055,2019,02,07,2019-02-07,11:12:00,3,IN,18,0,1,0,0,150000,0,38.3217,-87.3756,38.3355,-87.3330,2.5000,100,1,1,1,51,0,0,0,0
617056,2019,02,07,2019-02-07,11:57:00,3,KY,21,0,1,0,0,5000,0,37.7068,-87.5966,37.7181,-87.5752,1.4000,30,1,1,1,101,0,0,0,0
617057,2019,02,07,2019-02-07,14:17:00,3,OH,39,0,0,0,0,40000,0,39.8280,-83.7941,39.8898,-83.6732,7.5000,150,1,1,1,23,0,0,0,0
617058,2019,02,12,2019-02-12,04:53:00,3,MS,28,0,1,0,0,40000,0,32.7340,-89.7141,32.7538,-89.6454,4.2200,500,1,1,1,79,0,0,0,0
617059,2019,02,12,2019-02-12,12:29:00,3,GA,13,0,0,0,0,10000,0,33.5030,-84.4791,33.5058,-84.4701,0.5600,150,1,1,1,113,0,0,0,0
617060,2019,02,12,2019-02-12,12:33:00,3,GA,13,0,0,0,0,25000,0,33.5978,-84.4069,33.6092,-84.3571,2.9800,100,1,1,1,63,0,0,0,0
