om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1991,01,14,1991-01-14,17:00:00,3,TX,48,1,1,0,0,4.0,0.0,30.18,-96.93,0.0,0.0,1.0,100,1,1,1,287,0,0,0,0
2,1991,01,14,1991-01-14,17:50:00,3,TX,48,2,0,0,0,2.0,0.0,29.93,-97.3,0.0,0.0,0.2,20,1,1,1,21,0,0,0,0
3,1991,01,14,1991-01-14,18:14:00,3,TX,48,3,2,0,0,5.0,0.0,29.98,-97.2,30.03,-97.13,5.0,60,1,1,1,21,0,0,0,0
4,1991,01,14,1991-01-14,18:18:00,3,TX,48,4,1,11,1,7.0,0.0,29.72,-96.55,0.0,0.0,1.5,250,1,1,1,89,0,0,0,0
5,1991,01,14,1991-01-14,18:18:00,3,TX,48,5,1,0,0,5.0,0.0,29.32,-96.1,0.0,0.0,0.5,50,1,1,1,481,0,0,0,0
6,1991,01,14,1991-01-14,18:20:00,3,TX,48,6,0,0,0,3.0,0.0,29.4,-96.08,0.0,0.0,0.2,20,1,1,1,481,0,0,0,0
7,1991,01,14,1991-01-14,18:25:00,3,TX,48,7,0,0,0,3.0,0.0,29.22,-96.03,0.0,0.0,0.2,20,1,1,1,481,0,0,0,0
8,1991,01,14,1991-01-14,18:30:00,3,TX,48,8,0,0,0,3.0,0.0,29.32,-96.02,0.0,0.0,0.2,20,1,1,1,481,0,0,0,0
9,1991,01,14,1991-01-14,19:55:00,3,TX,48,9,0,0,0,3.0,0.0,28.98,-95.95,0.0,0.0,0.6,13,1,1,1,321,0,0,0,0
10,1991,01,14,1991-01-14,21:40:00,3,TX,48,10,1,0,0,4.0,0.0,29.5,-95.08,0.0,0.0,0.2,10,1,1,1,167,0,0,0,0
11,1991,01,14,1991-01-14,22:26:00,3,TX,48,11,0,0,0,3.0,0.0,29.68,-95.9,0.0,0.0,0.7,10,1,1,1,157,0,0,0,0
12,1991,01,15,1991-01-15,13:15:00,3,FL,12,1,0,1,0,3.0,0.0,25.75,-80.28,0.0,0.0,0.5,40,1,1,1,25,0,0,0,0
13,1991,01,15,1991-01-15,13:35:00,3,FL,12,2,1,3,0,5.0,0.0,25.85,-80.27,25.92,-80.23,4.0,60,1,1,1,25,0,0,0,0
14,1991,01,15,1991-01-15,13:54:00,3,FL,12,3,1,1,0,6.0,0.0,26.02,-80.15,26.07,-80.1,3.5,60,1,1,1,11,0,0,0,0
15,1991,01,18,1991-01-18,07:05:00,3,TX,48,12,1,0,0,3.0,0.0,29.58,-96.52,0.0,0.0,0.5,50,1,1,1,89,0,0,0,0
16,1991,01,18,1991-01-18,07:25:00,3,TX,48,13,0,0,0,3.0,0.0,29.62,-96.2,0.0,0.0,0.2,30,1,1,1,89,0,0,0,0
17,1991,01,18,1991-01-18,07:30:00,3,TX,48,14,0,0,0,3.0,0.0,29.82,-96.43,0.0,0.0,0.4,10,1,1,1,89,0,0,0,0
18,1991,01,18,1991-01-18,07:45:00,3,TX,48,15,0,1,0,3.0,0.0,29.8,-95.8,0.0,0.0,0.5,13,1,1,1,201,0,0,0,0
19,1991,01,18,1991-01-18,08:15:00,3,TX,48,16,0,0,0,3.0,0.0,29.77,-95.45,0.0,0.0,0.4,10,1,1,1,201,0,0,0,0
20,1991,01,18,1991-01-18,08:30:00,3,TX,48,17,0,0,0,3.0,0.0,29.98,-95.35,0.0,0.0,0.5,10,1,1,1,201,0,0,0,0
21,1991,01,18,1991-01-18,08:50:00,3,TX,48,18,1,3,0,4.0,0.0,29.73,-95.37,0.0,0.0,1.5,40,1,1,1,201,0,0,0,0
22,1991,01,18,1991-01-18,10:00:00,3,TX,48,19,0,0,0,3.0,0.0,28.98,-95.95,0.0,0.0,0.2,20,1,1,1,321,0,0,0,0
23,1991,01,18,1991-01-18,10:20:00,3,TX,48,20,0,0,0,5.0,0.0,29.05,-95.45,0.0,0.0,0.4,10,1,1,1,39,0,0,0,0
24,1991,01,19,1991-01-19,21:00:00,3,FL,12,4,0,0,0,0.0,0.0,27.98,-82.47,0.0,0.0,0.5,30,1,1,1,57,0,0,0,0
25,1991,01,19,1991-01-19,21:08:00,3,FL,12,5,0,0,0,0.0,0.0,27.75,-82.72,0.0,0.0,0.5,30,1,1,1,103,0,0,0,0
26,1991,01,19,1991-01-19,21:50:00,3,FL,12,6,0,0,0,3.0,0.0,28.03,-81.95,0.0,0.0,0.8,40,1,1,1,105,0,0,0,0
27,1991,01,29,1991-01-29,06:30:00,3,LA,22,1,1,0,0,5.0,0.0,29.98,-90.23,0.0,0.0,0.3,200,1,1,1,51,0,0,0,0
28,1991,01,30,1991-01-30,10:20:00,3,GA,13,1,1,0,0,4.0,0.0,31.58,-83.97,31.6,-83.78,0.1,60,1,1,1,321,0,0,0,0
29,1991,01,30,1991-01-30,11:30:00,3,FL,12,7,0,0,0,2.0,0.0,30.17,-85.67,0.0,0.0,0.4,30,1,1,1,5,0,0,0,0
30,1991,02,13,1991-02-13,16:44:00,3,MO,29,1,1,0,0,5.0,0.0,37.2,-89.75,37.18,-89.67,5.0,30,1,1,1,31,201,0,0,0
31,1991,02,13,1991-02-13,20:00:00,3,GA,13,2,1,0,0,5.0,0.0,34.98,-84.73,0.0,0.0,1.5,150,1,1,1,213,0,0,0,0
32,1991,02,14,1991-02-14,00:00:00,3,SC,45,1,1,0,0,4.0,0.0,34.78,-82.65,0.0,0.0,2.0,150,1,1,1,77,0,0,0,0
33,1991,02,18,1991-02-18,13:30:00,3,TX,48,21,2,0,0,5.0,0.0,32.37,-94.08,32.43,-94.07,4.0,300,1,1,1,365,203,0,0,0
34,1991,02,18,1991-02-18,13:41:00,3,LA,22,2,1,0,0,2.0,0.0,32.45,-93.95,0.0,0.0,1.0,200,1,1,1,17,0,0,0,0
35,1991,02,19,1991-02-19,00:40:00,3,TX,48,22,2,0,0,0.0,0.0,29.27,-97.63,0.0,0.0,0.2,10,1,1,1,177,0,0,0,0
36,1991,02,19,1991-02-19,02:45:00,3,TX,48,23,3,0,0,6.0,0.0,31.5,-94.25,31.55,-94.15,5.0,300,1,1,1,405,0,0,0,0
37,1991,02,19,1991-02-19,02:55:00,3,TX,48,24,2,0,0,5.0,0.0,31.53,-94.15,31.58,-94.05,5.0,200,1,1,1,405,0,0,0,0
38,1991,02,19,1991-02-19,03:00:00,3,TX,48,25,1,0,0,0.0,0.0,31.52,-94.18,0.0,0.0,0.2,10,1,1,1,405,0,0,0,0
39,1991,02,28,1991-02-28,16:45:00,3,CA,6,1,0,0,0,0.0,0.0,33.73,-117.8,0.0,0.0,0.5,50,1,1,1,59,0,0,0,0
40,1991,02,28,1991-02-28,20:15:00,3,CA,6,2,1,1,0,5.0,0.0,36.35,-119.45,0.0,0.0,0.2,10,1,1,1,107,0,0,0,0
41,1991,03,01,1991-03-01,07:00:00,3,LA,22,3,1,1,0,4.0,0.0,30.0,-92.28,0.0,0.0,0.5,73,1,1,1,113,0,0,0,0
42,1991,03,01,1991-03-01,07:10:00,3,LA,22,4,1,1,0,4.0,0.0,30.48,-92.32,0.0,0.0,1.0,150,1,1,1,97,0,0,0,0
43,1991,03,01,1991-03-01,08:20:00,3,LA,22,5,1,2,0,5.0,0.0,30.38,-91.23,30.47,-91.17,4.0,100,1,1,1,121,33,0,0,0
44,1991,03,01,1991-03-01,09:00:00,3,LA,22,6,1,1,0,4.0,0.0,29.77,-90.8,0.0,0.0,1.0,50,1,1,1,57,0,0,0,0
45,1991,03,01,1991-03-01,12:20:00,3,AL,1,1,0,0,0,0.0,0.0,31.95,-87.73,0.0,0.0,0.3,10,1,1,1,25,0,0,0,0
46,1991,03,01,1991-03-01,13:20:00,3,AL,1,2,0,0,0,0.0,0.0,30.28,-87.57,0.0,0.0,0.3,10,1,1,1,3,0,0,0,0
47,1991,03,01,1991-03-01,16:35:00,3,KS,20,1,0,0,0,5.0,0.0,39.02,-95.63,0.0,0.0,2.0,10,1,1,1,177,0,0,0,0
48,1991,03,01,1991-03-01,16:45:00,3,KS,20,2,0,0,0,4.0,0.0,38.95,-95.15,0.0,0.0,1.0,10,1,1,1,45,0,0,0,0
49,1991,03,01,1991-03-01,20:15:00,3,SC,45,2,2,0,0,0.0,0.0,33.37,-81.7,0.0,0.0,1.5,150,1,1,1,3,0,0,0,0
50,1991,03,01,1991-03-01,22:45:00,3,SC,45,3,0,2,0,5.0,0.0,34.37,-79.98,0.0,0.0,0.2,100,1,1,1,31,0,0,0,0
