om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
9,2003,02,15,2003-02-15,12:00:00,3,LA,22,1,1,1,0,0.12,0.0,29.95,-92.0,29.95,-92.0,0.5,10,1,1,1,113,0,0,0,0
688,2003,02,15,2003-02-15,16:20:00,3,MS,28,1,0,0,0,0.01,0.0,32.13,-89.78,32.15,-89.78,1.0,50,1,1,1,121,0,0,0,0
689,2003,02,15,2003-02-15,16:43:00,3,MS,28,2,0,0,0,0.02,0.0,32.18,-89.6,32.27,-89.53,3.5,75,1,1,1,129,123,0,0,0
690,2003,02,15,2003-02-15,17:25:00,3,MS,28,3,1,0,0,0.05,0.0,32.35,-89.27,32.37,-89.23,2.0,75,1,1,1,101,0,0,0,0
4,2003,02,15,2003-02-15,20:36:00,3,AL,1,1,1,0,0,0.09,0.0,32.33,-87.82,32.37,-87.77,2.5,80,1,1,1,91,0,0,0,0
13,2003,02,16,2003-02-16,04:00:00,3,FL,12,1,1,0,0,0.25,0.0,30.07,-85.58,30.07,-85.58,0.2,200,1,1,1,5,0,0,0,0
15,2003,02,16,2003-02-16,04:30:00,3,FL,12,2,0,0,0,0.1,0.0,30.63,-85.72,30.63,-85.72,0.2,75,1,1,1,133,0,0,0,0
14,2003,02,16,2003-02-16,05:37:00,3,FL,12,3,0,0,0,0.25,0.0,29.82,-85.3,29.82,-85.3,0.2,75,1,1,1,45,0,0,0,0
16,2003,02,16,2003-02-16,07:25:00,3,GA,13,1,1,0,0,0.43,0.0,31.03,-84.2,31.12,-84.22,2.4,150,1,1,1,131,205,0,0,0
10,2003,02,21,2003-02-21,23:35:00,3,AL,1,2,0,0,0,0.01,0.0,31.2,-87.23,31.2,-87.23,0.1,20,1,1,1,53,0,0,0,0
11,2003,02,21,2003-02-21,23:40:00,3,AL,1,3,0,0,0,0.01,0.0,31.33,-87.12,31.33,-87.12,0.1,20,1,1,1,35,0,0,0,0
26,2003,02,22,2003-02-22,09:05:00,3,SC,45,1,0,0,0,0.0,0.0,34.92,-81.03,34.92,-81.03,0.2,25,1,1,1,91,0,0,0,0
3,2003,02,22,2003-02-22,09:18:00,3,GA,13,2,2,0,0,0.31,0.0,33.58,-82.22,33.6,-82.18,2.0,150,1,1,1,73,0,0,0,0
2,2003,02,22,2003-02-22,10:31:00,3,GA,13,3,0,1,0,0.05,0.0,31.77,-82.35,31.77,-82.35,0.1,0,1,1,1,1,0,0,0,0
28,2003,02,22,2003-02-22,13:41:00,3,VA,51,1,0,0,0,0.03,0.0,36.78,-76.62,36.78,-76.62,1.0,50,1,1,1,800,0,0,0,0
27,2003,02,22,2003-02-22,15:09:00,3,KY,21,1,1,7,2,0.3,0.0,37.55,-83.55,37.55,-83.55,0.5,75,1,1,1,25,0,0,0,0
8,2003,02,22,2003-02-22,16:55:00,3,NC,37,1,0,0,0,0.0,0.0,34.75,-77.42,34.75,-77.42,0.1,20,1,1,1,133,0,0,0,0
12,2003,02,28,2003-02-28,13:15:00,3,AZ,4,1,0,0,0,0.0,0.0,33.48,-111.9,33.9,-111.93,0.5,20,1,1,1,13,0,0,0,0
711,2003,03,06,2003-03-06,02:48:00,3,AL,1,4,1,3,0,0.2,0.0,33.75,-85.68,33.75,-85.58,9.0,250,1,1,1,15,29,0,0,0
18,2003,03,10,2003-03-10,18:44:00,3,FL,12,4,0,0,0,0.15,0.0,27.38,-82.55,27.38,-82.52,3.0,50,1,1,1,115,0,0,0,0
29,2003,03,12,2003-03-12,20:54:00,3,KS,20,1,1,0,0,0.03,0.0,37.37,-95.45,37.37,-95.4,3.0,55,1,1,1,99,0,0,0,0
691,2003,03,17,2003-03-17,14:57:00,3,OK,40,1,1,0,0,0.05,0.0,35.0,-99.03,35.02,-99.02,1.5,100,1,1,1,75,0,0,0,0
692,2003,03,17,2003-03-17,15:05:00,3,OK,40,2,1,0,0,0.02,0.0,35.02,-99.02,35.08,-99.02,3.0,300,1,1,1,75,0,0,0,0
694,2003,03,17,2003-03-17,15:17:00,3,OK,40,3,0,0,0,0.0,0.0,35.03,-98.67,35.03,-98.67,0.1,25,1,1,1,75,0,0,0,0
