om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
619,2005,01,07,2005-01-07,17:17:00,3,MS,28,1,1,0,0,0.05,0.0,32.37,-90.22,32.37,-90.22,0.6,100,1,1,1,49,0,0,0,0
620,2005,01,07,2005-01-07,18:55:00,3,MS,28,2,1,0,0,0.06,0.0,31.4,-90.4,31.4,-90.37,2.0,200,1,1,1,85,0,0,0,0
37,2005,01,07,2005-01-07,20:10:00,3,MS,28,3,0,0,0,0.004,0.0,31.05,-90.23,31.05,-90.23,0.2,20,1,1,1,147,0,0,0,0
621,2005,01,07,2005-01-07,21:35:00,3,MS,28,4,2,0,0,0.2,0.0,31.18,-89.45,31.2,-89.42,3.0,300,1,1,1,73,0,0,0,0
622,2005,01,07,2005-01-07,21:53:00,3,MS,28,5,1,0,0,0.12,0.0,31.23,-89.32,31.23,-89.32,2.0,100,1,1,1,35,0,0,0,0
6,2005,01,07,2005-01-07,23:12:00,3,AL,1,1,0,0,0,0.03,0.0,32.67,-87.63,32.67,-87.62,0.8,75,1,1,1,65,0,0,0,0
417,2005,01,08,2005-01-08,18:45:00,3,CA,6,1,1,0,0,0.02,0.0,39.45,-121.57,39.45,-121.57,0.1,0,1,1,1,7,0,0,0,0
7,2005,01,09,2005-01-09,00:50:00,3,HI,15,1,0,0,0,0.0,0.0,21.95,-159.68,21.95,-159.6,5.0,10,1,1,1,7,0,0,0,0
11,2005,01,09,2005-01-09,19:11:00,3,CA,6,2,0,0,0,0.01,0.0,33.72,-116.97,33.72,-116.97,0.1,25,1,1,1,65,0,0,0,0
10,2005,01,10,2005-01-10,08:45:00,3,CA,6,3,0,0,0,0.0,0.0,34.23,-119.17,34.23,-119.17,0.1,1,1,1,1,111,0,0,0,0
418,2005,01,11,2005-01-11,08:50:00,3,CA,6,4,0,0,0,0.0,0.0,38.37,-121.98,38.37,-121.98,0.1,0,1,1,1,95,0,0,0,0
5,2005,01,12,2005-01-12,20:56:00,3,MO,29,1,0,0,0,0.05,0.0,36.58,-92.28,36.58,-92.28,1.0,100,1,1,1,153,0,0,0,0
3,2005,01,12,2005-01-12,21:30:00,3,MO,29,2,1,0,0,0.3,0.0,36.87,-91.9,37.03,-91.68,16.0,440,1,1,1,91,0,0,0,0
4,2005,01,12,2005-01-12,21:50:00,3,MO,29,3,0,0,0,0.1,0.0,37.02,-91.68,37.02,-91.62,2.0,220,1,1,1,203,0,0,0,0
509,2005,01,12,2005-01-12,22:58:00,3,LA,22,1,2,12,0,4.0,0.0,32.73,-93.13,32.78,-92.98,15.0,250,1,1,1,27,0,0,0,0
510,2005,01,12,2005-01-12,23:25:00,3,AR,5,1,3,13,2,3.0,0.0,33.02,-92.73,33.23,-92.45,24.0,900,1,1,1,139,0,0,0,0
8,2005,01,13,2005-01-13,03:05:00,3,IL,17,1,1,0,0,0.07,0.0,37.2,-89.18,37.3,-89.02,11.0,100,1,1,1,153,0,0,0,0
1,2005,01,13,2005-01-13,07:07:00,3,MS,28,6,1,0,0,0.05,0.0,33.93,-88.48,33.93,-88.48,0.4,40,1,1,1,95,0,0,0,0
36,2005,01,13,2005-01-13,08:35:00,3,MS,28,7,0,0,0,0.01,0.0,30.53,-89.68,30.53,-89.68,0.1,20,1,1,1,109,0,0,0,0
623,2005,01,13,2005-01-13,16:58:00,3,GA,13,1,1,5,2,0.26,0.0,31.4,-84.73,31.43,-84.75,3.0,100,1,1,1,99,37,0,0,0
614,2005,01,13,2005-01-13,17:15:00,3,GA,13,2,0,0,0,0.0,0.0,33.5,-82.42,33.5,-82.42,0.1,30,1,1,1,189,0,0,0,0
615,2005,01,13,2005-01-13,17:37:00,3,GA,13,3,0,0,0,0.0,0.0,33.68,-82.33,33.68,-82.33,0.2,40,1,1,1,73,0,0,0,0
616,2005,01,13,2005-01-13,17:40:00,3,GA,13,4,0,0,0,0.0,0.0,33.75,-82.32,33.75,-82.32,0.1,30,1,1,1,181,0,0,0,0
617,2005,01,13,2005-01-13,17:52:00,3,SC,45,1,0,0,0,0.0,0.0,33.8,-82.2,33.8,-82.2,0.2,40,1,1,1,65,0,0,0,0
112,2005,01,13,2005-01-13,18:13:00,3,SC,45,2,2,1,0,2.0,0.0,34.4,-82.13,34.55,-82.02,12.0,350,1,1,1,59,0,0,0,0
618,2005,01,13,2005-01-13,18:46:00,3,SC,45,3,0,0,0,0.0,0.0,34.2,-81.87,34.38,-81.77,11.0,40,1,1,1,71,0,0,0,0
113,2005,01,14,2005-01-14,00:45:00,3,NC,37,1,2,0,0,0.5,0.0,35.57,-80.38,35.57,-80.38,0.3,100,1,1,1,159,0,0,0,0
