om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1952,01,17,1952-01-17,19:34:00,3,PA,42,1,2,0,0,5.0,0.0,41.6,-80.3,0.0,0.0,0.5,400,1,1,1,39,0,0,0,0
2,1952,01,22,1952-01-22,07:00:00,3,GA,13,1,2,8,0,5.0,0.0,31.27,-84.02,31.33,-83.9,8.7,350,1,1,1,205,71,0,0,0
3,1952,01,22,1952-01-22,09:00:00,3,AL,1,1,1,0,0,3.0,0.0,32.92,-85.97,0.0,0.0,0.1,10,1,1,1,123,0,0,0,0
4,1952,01,26,1952-01-26,15:30:00,3,AR,5,1,1,0,0,4.0,0.0,34.42,-91.4,0.0,0.0,0.1,10,1,1,1,1,0,0,0,0
5,1952,01,26,1952-01-26,16:00:00,3,AR,5,2,1,0,0,4.0,0.0,34.48,-91.55,0.0,0.0,0.1,10,1,1,1,1,0,0,0,0
6,1952,01,28,1952-01-28,03:40:00,3,GA,13,2,1,0,0,4.0,0.0,33.03,-83.97,33.03,-83.9,3.8,400,1,1,1,207,0,0,0,0
7,1952,01,28,1952-01-28,05:30:00,3,FL,12,1,1,3,0,4.0,0.0,30.47,-85.25,0.0,0.0,0.5,17,1,1,1,13,0,0,0,0
8,1952,01,28,1952-01-28,06:00:00,3,GA,13,3,1,1,0,4.0,0.0,31.58,-84.17,0.0,0.0,2.0,100,1,1,1,95,0,0,0,0
9,1952,01,28,1952-01-28,06:30:00,3,GA,13,4,2,0,0,4.0,0.0,31.52,-83.78,0.0,0.0,1.0,100,1,1,1,321,0,0,0,0
10,1952,01,28,1952-01-28,06:45:00,3,FL,12,2,2,0,0,4.0,0.0,30.5,-84.23,0.0,0.0,1.5,33,1,1,1,73,0,0,0,0
11,1952,01,28,1952-01-28,07:10:00,3,GA,13,5,1,2,0,5.0,0.0,31.47,-83.5,0.0,0.0,0.1,400,1,1,1,277,0,0,0,0
