om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1959,01,20,1959-01-20,14:30:00,3,MS,28,1,0,0,0,2.0,0.0,32.02,-90.63,0.0,0.0,0.1,10,1,1,1,29,0,0,0,0
2,1959,01,20,1959-01-20,15:00:00,3,MS,28,2,1,0,0,4.0,0.0,32.02,-90.75,32.2,-90.55,17.3,10,1,1,1,21,49,0,0,0
3,1959,01,21,1959-01-21,05:45:00,3,AL,1,1,2,0,0,4.0,0.0,34.25,-86.7,0.0,0.0,1.0,10,1,1,1,43,0,0,0,0
4,1959,01,21,1959-01-21,07:40:00,3,MS,28,3,2,0,0,4.0,0.0,32.82,-90.93,33.08,-90.48,31.9,100,1,1,1,125,53,0,0,0
5,1959,01,21,1959-01-21,08:00:00,3,MS,28,4,1,0,0,4.0,0.0,32.18,-90.93,32.38,-90.77,16.9,10,1,1,1,149,0,0,0,0
6,1959,01,21,1959-01-21,09:11:00,3,MS,28,5,2,1,0,4.0,0.0,34.52,-88.2,34.57,-88.12,5.7,20,1,1,1,141,0,0,0,0
7,1959,01,21,1959-01-21,09:15:00,3,LA,22,1,1,0,0,3.0,0.0,30.7,-91.45,0.0,0.0,0.5,33,1,1,1,77,0,0,0,0
8,1959,01,21,1959-01-21,09:20:00,3,MS,28,6,3,1,0,5.0,0.0,34.35,-89.03,34.65,-88.57,33.8,10,1,1,1,115,145,117,0,0
9,1959,01,21,1959-01-21,09:30:00,3,MS,28,7,2,0,0,4.0,0.0,32.2,-89.92,32.42,-89.6,23.8,10,1,1,1,121,123,0,0,0
10,1959,01,21,1959-01-21,09:40:00,3,TN,47,1,2,3,0,5.0,0.0,35.23,-88.4,35.27,-88.35,4.1,500,1,1,1,109,71,0,0,0
11,1959,01,21,1959-01-21,09:45:00,3,MS,28,8,3,0,0,4.0,0.0,32.62,-89.7,32.83,-89.33,26.1,10,1,1,1,79,0,0,0,1
13,1959,01,21,1959-01-21,10:30:00,3,MS,28,10,1,0,0,4.0,0.0,31.28,-89.83,0.0,0.0,0.1,10,1,1,1,91,0,0,0,1
12,1959,01,21,1959-01-21,10:30:00,3,MS,28,9,1,0,0,3.0,0.0,31.87,-89.57,0.0,0.0,0.1,50,1,1,1,129,0,0,0,1
14,1959,01,21,1959-01-21,12:30:00,3,KY,21,1,3,0,3,5.0,0.0,37.4,-86.62,37.43,-86.5,6.6,10,1,1,1,85,0,0,0,0
15,1959,01,21,1959-01-21,19:45:00,3,NC,37,1,1,0,0,4.0,0.0,35.95,-80.9,35.98,-80.82,5.2,300,1,1,1,97,0,0,0,0
16,1959,01,21,1959-01-21,20:15:00,3,NC,37,2,1,0,0,4.0,0.0,36.3,-80.5,0.0,0.0,0.3,100,1,1,1,171,0,0,0,0
17,1959,02,04,1959-02-04,14:50:00,3,GA,13,1,1,0,0,4.0,0.0,31.0,-83.2,31.1,-83.13,8.0,200,1,1,1,185,173,0,0,0
18,1959,02,09,1959-02-09,14:10:00,3,MO,29,1,1,1,0,4.0,0.0,37.08,-94.47,37.1,-94.4,4.3,800,1,1,1,97,0,0,0,0
19,1959,02,09,1959-02-09,21:00:00,3,OK,40,1,1,0,0,2.0,0.0,34.8,-97.67,0.0,0.0,0.1,10,1,1,1,49,0,0,0,0
20,1959,02,09,1959-02-09,21:30:00,3,OK,40,2,1,0,0,3.0,0.0,35.48,-96.65,35.52,-96.6,3.8,500,1,1,1,81,0,0,0,0
