om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
22,1998,01,04,1998-01-04,20:59:00,3,TX,48,1,0,0,0,0.0,0.0,31.32,-97.07,31.32,-97.07,0.1,30,1,1,1,145,0,0,0,0
696,1998,01,05,1998-01-05,00:08:00,3,TX,48,2,0,0,0,0.0,0.0,32.68,-94.9,32.7,-94.88,2.1,30,1,1,1,459,0,0,0,0
24,1998,01,05,1998-01-05,15:00:00,3,OR,41,1,0,0,0,0.003,0.0,46.0,-123.92,46.0,-123.92,0.1,30,1,1,1,7,0,0,0,0
11,1998,01,05,1998-01-05,18:00:00,3,TX,48,3,0,0,0,0.001,0.0,31.27,-98.65,31.27,-98.65,0.1,30,1,1,1,411,0,0,0,0
709,1998,01,05,1998-01-05,18:00:00,3,TX,48,4,0,0,0,0.0,0.0,31.3,-98.57,31.3,-98.57,0.1,30,1,1,1,333,0,0,0,0
710,1998,01,05,1998-01-05,18:52:00,3,TX,48,5,1,0,0,0.04,0.0,31.5,-98.5,31.5,-98.5,0.5,40,1,1,1,333,0,0,0,0
23,1998,01,05,1998-01-05,19:15:00,3,TX,48,6,0,0,0,0.0,0.0,31.92,-98.03,31.92,-98.03,0.1,30,1,1,1,193,0,0,0,0
694,1998,01,05,1998-01-05,22:52:00,3,TX,48,7,2,0,0,0.12,0.0,32.23,-95.35,32.28,-95.3,4.2,80,1,1,1,423,0,0,0,0
695,1998,01,05,1998-01-05,23:34:00,3,TX,48,8,0,0,0,0.0,0.0,32.47,-95.17,32.55,-95.1,5.6,50,1,1,1,423,0,0,0,0
28,1998,01,07,1998-01-07,01:45:00,3,LA,22,1,0,0,0,0.0,0.0,30.27,-89.8,30.27,-89.8,0.2,30,1,1,1,103,0,0,0,0
1,1998,01,07,1998-01-07,10:15:00,3,FL,12,1,0,1,0,0.01,0.0,30.38,-86.52,30.38,-86.52,0.1,30,1,1,1,91,0,0,0,0
21,1998,01,07,1998-01-07,12:45:00,3,TN,47,1,1,0,0,0.25,0.0,35.48,-85.95,35.52,-85.97,0.5,30,1,1,1,31,0,0,0,0
16,1998,01,07,1998-01-07,20:10:00,3,SC,45,1,2,4,0,3.0,0.0,34.8,-82.6,34.83,-82.6,1.5,40,1,1,1,77,0,0,0,0
26,1998,01,08,1998-01-08,08:01:00,3,NC,37,1,1,3,0,0.18,0.0,34.23,-77.93,34.23,-77.93,0.2,30,1,1,1,129,0,0,0,0
13,1998,01,08,1998-01-08,19:15:00,3,FL,12,2,0,0,0,0.03,0.0,25.77,-80.2,25.77,-80.2,0.1,130,1,1,1,25,0,0,0,0
14,1998,01,08,1998-01-08,22:50:00,3,WV,54,1,2,0,0,0.2,0.0,39.22,-81.42,39.23,-81.45,2.0,100,1,1,1,107,0,0,0,0
81,1998,01,09,1998-01-09,00:20:00,3,WV,54,2,1,0,0,0.07,0.0,39.8,-80.78,39.92,-80.65,11.0,250,1,1,1,51,0,0,0,0
12,1998,01,09,1998-01-09,16:00:00,3,CA,6,1,1,1,0,0.0,0.0,33.78,-118.17,33.78,-118.17,1.5,30,1,1,1,37,0,0,0,0
3,1998,01,11,1998-01-11,15:59:00,3,TX,48,9,1,0,0,0.0,0.0,33.12,-95.05,33.1,-94.92,7.1,30,1,1,1,449,0,0,0,0
4,1998,01,11,1998-01-11,16:04:00,3,TX,48,10,1,0,0,0.0,0.0,33.07,-94.93,33.08,-94.82,6.6,30,1,1,1,449,343,0,0,0
697,1998,01,11,1998-01-11,16:30:00,3,TX,48,11,1,0,0,0.08,0.0,30.15,-96.93,30.2,-96.92,2.5,400,1,1,1,287,0,0,0,0
6,1998,01,11,1998-01-11,17:07:00,3,TX,48,12,1,0,0,0.0,0.0,33.02,-94.2,33.05,-94.0,7.0,30,1,1,1,67,0,0,0,0
698,1998,01,11,1998-01-11,17:10:00,3,TX,48,13,1,0,0,0.05,0.0,30.2,-96.92,30.22,-96.9,1.0,100,1,1,1,287,0,0,0,0
7,1998,01,11,1998-01-11,17:23:00,3,AR,5,1,0,0,0,0.0,0.0,33.05,-94.02,33.08,-93.97,3.9,30,1,1,1,91,0,0,0,0
8,1998,01,11,1998-01-11,17:32:00,3,AR,5,2,0,0,0,0.0,0.0,33.05,-93.97,33.07,-93.93,2.7,30,1,1,1,91,0,0,0,0
9,1998,01,11,1998-01-11,17:33:00,3,AR,5,3,0,0,0,0.0,0.0,33.03,-93.9,33.08,-93.83,5.8,30,1,1,1,91,73,0,0,0
2,1998,01,12,1998-01-12,00:11:00,3,LA,22,2,0,0,0,0.0,0.0,31.62,-93.3,31.58,-93.28,0.7,30,1,1,1,69,0,0,0,0
17,1998,01,12,1998-01-12,03:00:00,3,LA,22,3,1,0,0,0.15,0.0,30.75,-92.42,30.75,-92.42,1.0,30,1,1,1,39,0,0,0,0
18,1998,01,12,1998-01-12,04:45:00,3,LA,22,4,0,0,0,0.05,0.0,30.38,-93.37,30.38,-93.37,0.5,30,1,1,1,19,0,0,0,0
