om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1953,01,07,1953-01-07,20:15:00,3,AR,5,1,2,2,0,3.0,0.0,33.83,-92.17,33.87,-92.1,4.5,100,1,1,1,25,0,0,0,0
2,1953,01,08,1953-01-08,06:30:00,3,AL,1,1,1,0,0,4.0,0.0,32.62,-86.98,0.0,0.0,0.5,167,1,1,1,47,0,0,0,0
3,1953,01,08,1953-01-08,07:10:00,3,AL,1,2,2,0,0,3.0,0.0,33.42,-86.12,33.45,-86.08,3.0,867,1,1,1,121,0,0,0,0
4,1953,01,08,1953-01-08,16:15:00,3,SC,45,1,2,2,0,5.0,0.0,34.02,-79.77,34.12,-79.65,9.6,150,1,1,1,41,0,0,0,0
5,1953,01,09,1953-01-09,02:30:00,3,FL,12,1,1,0,0,4.0,0.0,28.57,-82.48,0.0,0.0,0.5,10,1,1,1,53,0,0,0,0
6,1953,01,09,1953-01-09,06:00:00,3,FL,12,2,2,12,0,4.0,0.0,27.83,-82.17,27.95,-82.1,9.2,100,1,1,1,57,0,0,0,0
7,1953,01,09,1953-01-09,06:15:00,3,FL,12,3,1,0,0,2.0,0.0,28.57,-81.75,0.0,0.0,0.1,10,1,1,1,69,0,0,0,0
8,1953,01,20,1953-01-20,15:00:00,3,AL,1,3,3,0,0,3.0,0.0,33.8,-87.23,0.0,0.0,1.5,50,1,1,1,127,0,0,0,0
9,1953,01,20,1953-01-20,16:30:00,3,AL,1,4,1,1,0,4.0,0.0,34.1,-86.5,0.0,0.0,0.1,10,1,1,1,9,0,0,0,1
10,1953,01,20,1953-01-20,17:41:00,3,TN,47,1,2,0,0,4.0,0.0,35.7,-85.85,0.0,0.0,0.5,500,1,1,1,177,0,0,0,0
11,1953,01,20,1953-01-20,19:00:00,3,GA,13,1,1,1,0,4.0,0.0,32.68,-84.9,0.0,0.0,0.4,33,1,1,1,145,0,0,0,0
12,1953,01,20,1953-01-20,20:30:00,3,GA,13,2,1,1,0,4.0,0.0,31.5,-83.55,31.53,-83.42,8.3,150,1,1,1,277,0,0,0,0
13,1953,01,22,1953-01-22,23:00:00,3,MS,28,1,2,1,0,5.0,0.0,31.55,-90.88,32.12,-90.5,45.2,100,1,1,1,55,125,163,53,0
14,1953,01,23,1953-01-23,05:00:00,3,AL,1,5,3,1,0,4.0,0.0,31.53,-88.0,31.57,-87.9,6.5,300,1,1,1,25,0,0,0,0
15,1953,02,06,1953-02-06,13:00:00,3,LA,22,1,3,21,2,6.0,0.0,30.48,-90.7,30.53,-90.45,15.6,400,1,1,1,63,105,0,0,0
16,1953,02,19,1953-02-19,15:00:00,3,TX,48,1,1,0,0,4.0,0.0,32.1,-94.6,0.0,0.0,0.1,10,1,1,1,401,0,0,0,1
17,1953,02,19,1953-02-19,17:30:00,3,TX,48,2,1,0,0,4.0,0.0,31.72,-94.83,0.0,0.0,0.1,10,1,1,1,347,0,0,0,1
18,1953,02,19,1953-02-19,19:40:00,3,OK,40,1,1,0,0,3.0,0.0,34.72,-97.62,0.0,0.0,1.3,17,1,1,1,49,0,0,0,0
19,1953,02,19,1953-02-19,21:00:00,3,OK,40,2,1,0,0,3.0,0.0,33.85,-97.03,0.0,0.0,0.5,10,1,1,1,85,0,0,0,0
20,1953,02,19,1953-02-19,21:15:00,3,OK,40,3,1,0,0,3.0,0.0,34.45,-96.97,34.5,-96.92,4.7,67,1,1,1,99,0,0,0,0
21,1953,02,19,1953-02-19,21:45:00,3,OK,40,4,1,0,0,2.0,0.0,34.0,-96.75,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
22,1953,02,20,1953-02-20,10:15:00,3,AR,5,2,1,0,0,3.0,0.0,34.77,-91.57,0.0,0.0,0.1,33,1,1,1,117,0,0,0,0
23,1953,02,20,1953-02-20,11:00:00,3,MS,28,2,2,2,0,4.0,0.0,33.03,-91.02,0.0,0.0,1.0,100,1,1,1,151,0,0,0,0
24,1953,02,20,1953-02-20,12:00:00,3,MS,28,3,1,0,0,4.0,0.0,33.52,-89.92,33.7,-89.73,16.5,100,1,1,1,15,43,0,0,0
25,1953,02,20,1953-02-20,12:00:00,3,MS,28,4,2,1,0,3.0,0.0,34.25,-89.05,34.35,-88.83,14.2,880,1,1,1,115,0,0,0,0
26,1953,02,20,1953-02-20,15:00:00,3,MS,28,5,1,0,0,3.0,0.0,34.03,-88.88,34.32,-88.73,21.3,100,1,1,1,17,115,81,0,0
27,1953,02,20,1953-02-20,16:10:00,3,AL,1,6,3,8,1,4.0,0.0,34.7,-87.7,0.0,0.0,0.1,20,1,1,1,33,0,0,0,0
28,1953,02,20,1953-02-20,16:30:00,3,AL,1,7,2,2,0,4.0,0.0,33.95,-87.8,0.0,0.0,0.5,300,1,1,1,93,0,0,0,0
29,1953,02,20,1953-02-20,16:45:00,3,AL,1,8,2,1,0,4.0,0.0,33.93,-87.37,0.0,0.0,0.7,100,1,1,1,127,0,0,0,0
30,1953,02,20,1953-02-20,19:00:00,3,AL,1,9,2,6,0,4.0,0.0,34.38,-87.07,34.42,-86.95,7.1,220,1,1,1,59,0,0,0,0
31,1953,03,12,1953-03-12,16:30:00,3,TX,48,3,2,2,0,4.0,0.0,32.17,-94.33,0.0,0.0,2.0,80,1,1,1,365,0,0,0,0
32,1953,03,13,1953-03-13,14:00:00,3,TX,48,4,4,25,17,6.0,0.0,33.28,-99.95,33.42,-99.78,13.9,50,1,1,1,207,275,0,0,0
33,1953,03,13,1953-03-13,17:15:00,3,OK,40,5,2,1,0,4.0,0.0,34.77,-97.95,35.07,-97.75,23.6,100,1,1,1,51,0,0,0,0
34,1953,03,13,1953-03-13,18:19:00,3,OK,40,6,3,8,1,5.0,0.0,34.88,-97.7,0.0,0.0,1.0,100,1,1,1,51,0,0,0,0
35,1953,03,13,1953-03-13,18:45:00,3,OK,40,7,2,2,0,5.0,0.0,35.07,-97.48,0.0,0.0,2.0,100,1,1,1,87,0,0,0,0
36,1953,03,13,1953-03-13,19:30:00,3,OK,40,8,2,0,0,3.0,0.0,35.18,-97.25,0.0,0.0,1.3,250,1,1,1,27,0,0,0,0
37,1953,03,13,1953-03-13,19:30:00,3,OK,40,9,3,11,2,4.0,0.0,33.92,-97.27,34.32,-96.65,45.3,200,1,1,1,85,19,69,0,0
38,1953,03,13,1953-03-13,22:00:00,3,OK,40,10,2,0,0,3.0,0.0,35.0,-94.53,0.0,0.0,0.1,100,1,1,1,79,0,0,0,0
39,1953,03,14,1953-03-14,00:30:00,3,AR,5,3,3,0,0,5.0,0.0,35.22,-93.95,35.55,-93.37,40.1,880,1,1,1,83,71,0,0,0
40,1953,03,14,1953-03-14,00:30:00,3,AR,5,4,2,0,0,5.0,0.0,35.88,-92.23,36.18,-91.7,36.2,333,1,1,1,137,65,0,0,0
41,1953,03,14,1953-03-14,01:30:00,3,AR,5,5,3,7,0,3.0,0.0,35.28,-93.28,35.4,-93.12,12.2,880,1,1,1,149,115,0,0,0
42,1953,03,14,1953-03-14,14:30:00,3,MS,28,6,2,0,1,4.0,0.0,34.67,-88.43,34.7,-88.4,3.3,10,1,1,1,117,0,0,0,0
43,1953,03,14,1953-03-14,17:00:00,3,MO,29,1,1,1,0,4.0,0.0,39.22,-90.75,0.0,0.0,0.2,10,1,1,1,113,0,0,0,0
44,1953,03,14,1953-03-14,17:45:00,3,TN,47,2,2,8,0,4.0,0.0,35.47,-89.45,35.67,-89.08,24.8,33,1,1,1,75,0,0,0,0
45,1953,03,14,1953-03-14,18:00:00,3,TN,47,3,2,2,0,4.0,0.0,35.37,-88.78,35.57,-88.43,24.0,100,1,1,1,23,77,0,0,0
46,1953,03,14,1953-03-14,18:30:00,3,TN,47,4,1,0,0,4.0,0.0,36.08,-89.38,0.0,0.0,0.2,10,1,1,1,45,0,0,0,0
47,1953,03,14,1953-03-14,19:00:00,3,TN,47,5,1,0,0,4.0,0.0,35.75,-89.53,0.0,0.0,0.2,10,1,1,1,97,0,0,0,0
48,1953,03,14,1953-03-14,19:30:00,3,TN,47,6,3,3,0,4.0,0.0,35.53,-88.97,35.75,-88.62,24.7,100,1,1,1,113,0,0,0,0
49,1953,03,14,1953-03-14,20:15:00,3,IL,17,1,2,0,0,5.0,0.0,38.4,-89.47,38.62,-88.73,42.3,200,1,1,1,189,81,121,0,0
50,1953,03,14,1953-03-14,21:15:00,3,TN,47,7,2,1,0,4.0,0.0,36.33,-88.77,0.0,0.0,0.3,600,1,1,1,183,0,0,0,0
51,1953,03,14,1953-03-14,22:00:00,3,IN,18,1,0,0,0,2.0,0.0,39.58,-87.47,0.0,0.0,0.1,100,1,1,1,167,0,0,0,0
52,1953,03,14,1953-03-14,22:00:00,3,IN,18,2,1,0,0,1.0,0.0,39.65,-87.18,0.0,0.0,0.1,100,1,1,1,121,0,0,0,0
53,1953,03,15,1953-03-15,20:00:00,3,NC,37,1,3,1,0,5.0,0.0,35.77,-78.1,35.75,-77.57,30.1,27,1,1,1,127,195,65,0,0
54,1953,03,18,1953-03-18,14:22:00,3,AL,1,10,2,2,0,3.0,0.0,30.7,-88.12,0.0,0.0,0.1,10,1,1,1,97,0,0,0,0
55,1953,03,18,1953-03-18,18:35:00,3,IN,18,3,2,0,0,4.0,0.0,41.03,-85.13,41.05,-85.07,1.9,33,1,1,1,3,0,0,0,0
56,1953,03,18,1953-03-18,19:00:00,3,IN,18,4,1,0,0,4.0,0.0,40.77,-84.92,40.73,-84.85,3.3,27,1,1,1,1,0,0,0,0
57,1953,03,21,1953-03-21,12:45:00,3,IA,19,1,1,2,0,3.0,0.0,42.23,-95.68,0.0,0.0,0.1,10,1,1,1,193,0,0,0,0
58,1953,03,21,1953-03-21,13:00:00,3,IA,19,2,1,0,0,4.0,0.0,42.05,-95.72,41.93,-95.87,10.9,600,1,1,1,133,0,0,0,0
59,1953,03,21,1953-03-21,14:00:00,3,MS,28,9,1,0,0,4.0,0.0,34.28,-90.65,34.38,-90.55,9.0,10,1,1,1,27,0,0,0,0
60,1953,03,21,1953-03-21,15:00:00,3,IA,19,3,3,0,0,5.0,0.0,43.27,-94.63,43.3,-94.0,31.8,400,1,1,1,63,0,0,0,0
61,1953,03,21,1953-03-21,16:43:00,3,MN,27,1,2,3,1,5.0,0.0,45.58,-94.08,0.0,0.0,0.1,10,1,1,1,145,0,0,0,0
62,1953,03,21,1953-03-21,17:00:00,3,IA,19,4,2,0,0,4.0,0.0,41.88,-92.62,42.05,-92.55,11.7,100,1,1,1,171,0,0,0,0
63,1953,03,22,1953-03-22,15:00:00,3,LA,22,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,-9,21,83,35,0,0
63,1953,03,22,1953-03-22,15:00:00,3,LA,22,2,2,22,2,6.0,0.0,31.1,-93.22,33.52,-90.87,234.7,200,2,0,1,0,0,0,0,0
63,1953,03,22,1953-03-22,15:00:00,3,LA,22,2,2,22,2,6.0,0.0,31.1,-93.22,32.45,-91.15,159.2,200,2,1,2,115,69,43,127,0
64,1953,03,22,1953-03-22,15:00:00,3,MS,28,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,-9,75,0,0,0,0
64,1953,03,22,1953-03-22,15:00:00,3,MS,28,7,1,1,0,0.0,0.0,31.88,-89.95,32.57,-88.42,101.3,10,1,1,1,127,129,61,101,0
65,1953,03,22,1953-03-22,15:15:00,3,TN,47,8,2,0,0,5.0,0.0,35.93,-89.65,36.15,-89.18,30.1,100,1,1,1,45,0,0,0,0
63,1953,03,22,1953-03-22,16:00:00,3,MS,28,8,2,0,0,3.0,0.0,32.45,-91.15,33.52,-90.87,75.5,200,2,1,2,55,151,0,0,0
66,1953,03,22,1953-03-22,19:00:00,3,AL,1,11,2,0,0,3.0,0.0,34.85,-87.62,0.0,0.0,1.0,200,1,1,1,77,0,0,0,0
67,1953,03,29,1953-03-29,19:25:00,3,OK,40,11,1,0,0,3.0,0.0,34.58,-98.42,0.0,0.0,1.0,100,1,1,1,31,0,0,0,0
68,1953,03,30,1953-03-30,14:30:00,3,KS,20,1,0,0,0,0.0,0.0,37.03,-97.78,37.27,-97.75,16.1,10,1,1,1,77,191,0,0,0
69,1953,03,31,1953-03-31,16:00:00,3,MO,29,2,1,0,0,3.0,0.0,38.37,-94.28,0.0,0.0,0.2,10,1,1,1,13,0,0,0,0
70,1953,03,31,1953-03-31,16:30:00,3,MO,29,3,1,0,0,3.0,0.0,38.47,-94.0,38.48,-93.95,3.0,10,1,1,1,83,0,0,0,0
71,1953,04,02,1953-04-02,21:58:00,3,OK,40,12,0,0,0,0.0,0.0,34.92,-97.67,0.0,0.0,0.1,10,1,1,1,87,0,0,0,0
72,1953,04,04,1953-04-04,15:03:00,3,MS,28,10,2,0,0,4.0,0.0,30.85,-89.13,0.0,0.0,0.1,100,1,1,1,131,0,0,0,0
73,1953,04,06,1953-04-06,11:00:00,3,FL,12,4,2,0,0,2.0,0.0,30.17,-85.7,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
74,1953,04,06,1953-04-06,15:45:00,3,AL,1,12,3,12,0,3.0,0.0,33.32,-87.0,0.0,0.0,0.5,37,1,1,1,73,0,0,0,0
75,1953,04,09,1953-04-09,16:00:00,3,KS,20,2,1,0,0,0.0,0.0,38.5,-100.48,0.0,0.0,0.4,70,1,1,1,101,0,0,0,0
76,1953,04,09,1953-04-09,16:15:00,3,IL,17,2,2,3,0,4.0,0.0,40.12,-89.45,40.18,-89.35,6.5,30,1,1,1,107,0,0,0,0
77,1953,04,09,1953-04-09,17:15:00,3,IL,17,3,3,22,3,7.0,0.0,40.18,-88.22,40.32,-85.23,156.7,750,2,0,1,0,0,0,0,0
77,1953,04,09,1953-04-09,17:15:00,3,IL,17,3,3,10,1,7.0,0.0,40.18,-88.22,40.25,-87.52,37.0,750,2,1,2,19,183,0,0,0
77,1953,04,09,1953-04-09,19:00:00,3,IN,18,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,-9,159,95,35,0,0
77,1953,04,09,1953-04-09,19:00:00,3,IN,18,5,3,12,2,6.0,0.0,40.25,-87.52,40.27,-86.7,119.7,750,2,1,2,171,45,157,23,0
78,1953,04,12,1953-04-12,03:40:00,3,AL,1,13,1,0,0,4.0,0.0,33.85,-86.77,0.0,0.0,0.5,100,1,1,1,9,0,0,0,0
79,1953,04,12,1953-04-12,07:00:00,3,FL,12,5,2,0,0,3.0,0.0,30.37,-85.45,0.0,0.0,0.1,10,1,1,1,5,0,0,0,0
80,1953,04,13,1953-04-13,07:45:00,3,FL,12,6,1,1,0,3.0,0.0,27.38,-80.33,0.0,0.0,2.0,10,1,1,1,111,0,0,0,0
81,1953,04,14,1953-04-14,14:30:00,3,MS,28,11,1,0,0,4.0,0.0,33.73,-88.77,0.0,0.0,0.1,10,1,1,1,25,0,0,0,1
82,1953,04,14,1953-04-14,18:50:00,3,OK,40,13,2,0,0,5.0,0.0,35.5,-97.83,35.3,-97.68,16.2,440,1,1,1,17,51,0,0,0
83,1953,04,14,1953-04-14,23:00:00,3,OK,40,14,2,0,0,3.0,0.0,34.37,-96.2,0.0,0.0,0.3,23,1,1,1,5,0,0,0,0
84,1953,04,15,1953-04-15,17:00:00,3,OH,39,1,1,0,0,4.0,0.0,39.0,-84.18,0.0,0.0,2.0,33,1,1,1,25,0,0,0,0
85,1953,04,15,1953-04-15,18:30:00,3,TN,47,9,1,8,0,4.0,0.0,35.58,-89.28,0.0,0.0,0.5,200,1,1,1,75,0,0,0,0
86,1953,04,15,1953-04-15,18:45:00,3,TN,47,10,1,1,0,4.0,0.0,35.67,-88.38,0.0,0.0,1.0,300,1,1,1,77,0,0,0,0
87,1953,04,15,1953-04-15,18:45:00,3,TN,47,11,1,2,0,5.0,0.0,35.62,-88.83,0.0,0.0,1.5,300,1,1,1,113,0,0,0,0
88,1953,04,15,1953-04-15,19:00:00,3,TN,47,12,1,1,0,4.0,0.0,36.33,-88.75,0.0,0.0,0.5,150,1,1,1,183,0,0,0,0
89,1953,04,16,1953-04-16,11:00:00,3,NC,37,2,2,0,0,4.0,0.0,35.57,-77.18,0.0,0.0,2.0,100,1,1,1,147,13,0,0,0
90,1953,04,18,1953-04-18,17:00:00,3,AL,1,14,3,495,8,7.0,0.0,32.6,-85.58,32.48,-84.92,39.8,400,2,0,1,0,0,0,0,0
90,1953,04,18,1953-04-18,17:00:00,3,AL,1,14,3,195,6,6.0,0.0,32.6,-85.58,32.5,-85.0,34.7,10,2,1,2,81,0,0,0,0
91,1953,04,18,1953-04-18,17:30:00,3,GA,13,4,2,1,0,5.0,0.0,32.3,-84.02,0.0,0.0,1.0,200,1,1,1,193,0,0,0,0
92,1953,04,18,1953-04-18,17:45:00,3,GA,13,5,2,2,0,5.0,0.0,32.32,-84.52,0.0,0.0,0.2,700,1,1,1,197,0,0,0,0
90,1953,04,18,1953-04-18,17:50:00,3,GA,13,3,3,300,2,7.0,0.0,32.5,-85.0,32.48,-84.92,5.1,400,2,1,2,215,0,0,0,0
93,1953,04,23,1953-04-23,15:31:00,3,OK,40,15,2,4,1,4.0,0.0,35.37,-96.08,0.0,0.0,1.5,300,1,1,1,111,0,0,0,0
94,1953,04,23,1953-04-23,19:00:00,3,AR,5,6,3,0,0,3.0,0.0,35.48,-94.22,0.0,0.0,0.1,880,1,1,1,33,0,0,0,0
95,1953,04,23,1953-04-23,20:00:00,3,OK,40,16,2,1,0,5.0,0.0,33.9,-94.83,0.0,0.0,1.0,200,1,1,1,89,0,0,0,0
96,1953,04,23,1953-04-23,20:10:00,3,OK,40,17,1,0,0,3.0,0.0,33.95,-95.08,0.0,0.0,0.1,10,1,1,1,89,0,0,0,0
97,1953,04,23,1953-04-23,20:30:00,3,OK,40,18,2,14,1,1.0,0.0,34.03,-94.57,0.0,0.0,0.8,17,1,1,1,89,0,0,0,0
98,1953,04,24,1953-04-24,04:00:00,3,AR,5,7,2,0,0,4.0,0.0,33.42,-94.0,0.0,0.0,1.0,100,1,1,1,91,0,0,0,0
99,1953,04,24,1953-04-24,14:00:00,3,MS,28,12,2,0,0,4.0,0.0,31.72,-91.07,32.58,-89.77,96.7,30,1,1,1,63,21,29,49,0
100,1953,04,24,1953-04-24,17:00:00,3,IA,19,5,1,0,0,0.0,0.0,41.83,-91.95,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
101,1953,04,27,1953-04-27,15:15:00,3,CA,6,1,2,0,0,3.0,0.0,37.65,-121.0,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
102,1953,04,28,1953-04-28,15:00:00,3,OK,40,19,0,0,0,0.0,0.0,36.45,-99.38,0.0,0.0,0.1,27,1,1,1,153,0,0,0,0
103,1953,04,28,1953-04-28,16:15:00,3,OK,40,20,1,0,0,2.0,0.0,34.45,-95.3,0.0,0.0,0.1,100,1,1,1,127,0,0,0,0
104,1953,04,28,1953-04-28,16:30:00,3,NE,31,1,0,0,0,3.0,0.0,41.73,-98.93,0.0,0.0,0.9,30,1,1,1,175,0,0,0,0
105,1953,04,28,1953-04-28,18:15:00,3,TX,48,5,3,3,0,4.0,0.0,30.0,-97.17,0.0,0.0,0.5,200,1,1,1,21,0,0,0,0
106,1953,04,28,1953-04-28,19:00:00,3,NE,31,2,1,0,0,2.0,0.0,40.88,-97.75,0.0,0.0,0.1,10,1,1,1,185,0,0,0,1
107,1953,04,28,1953-04-28,20:45:00,3,TX,48,7,3,5,1,5.0,0.0,29.55,-98.53,29.58,-98.47,4.9,200,1,1,1,209,0,0,0,0
108,1953,04,28,1953-04-28,21:00:00,3,TX,48,6,4,15,2,0.0,0.0,29.57,-98.7,0.0,0.0,1.0,1760,1,1,1,29,0,0,0,0
109,1953,04,29,1953-04-29,12:30:00,3,LA,22,3,2,0,0,3.0,0.0,32.48,-92.53,32.62,-92.42,11.5,200,1,1,1,61,0,0,0,0
110,1953,04,30,1953-04-30,14:00:00,3,GA,13,6,2,3,0,4.0,0.0,32.33,-84.5,0.0,0.0,0.3,20,1,1,1,197,0,0,0,0
111,1953,04,30,1953-04-30,16:00:00,3,GA,13,7,1,5,0,4.0,0.0,32.52,-83.88,0.0,0.0,1.0,100,1,1,1,225,0,0,0,0
112,1953,04,30,1953-04-30,16:13:00,3,GA,13,8,4,300,18,7.0,0.0,32.6,-83.6,0.0,0.0,1.0,333,1,1,1,153,0,0,0,0
113,1953,04,30,1953-04-30,16:30:00,3,GA,13,9,2,3,1,4.0,0.0,32.78,-83.5,0.0,0.0,0.5,10,1,1,1,289,0,0,0,0
114,1953,04,30,1953-04-30,16:30:00,3,GA,13,10,3,2,1,5.0,0.0,32.7,-83.35,0.0,0.0,2.0,10,1,1,1,289,0,0,0,0
115,1953,04,30,1953-04-30,17:40:00,3,GA,13,11,2,0,0,5.0,0.0,32.63,-83.7,32.67,-83.62,5.6,200,1,1,1,21,0,0,0,0
116,1953,04,30,1953-04-30,17:45:00,3,VA,51,1,0,0,0,3.0,0.0,36.7,-81.98,0.0,0.0,1.0,220,1,1,1,191,0,0,0,0
117,1953,04,30,1953-04-30,18:00:00,3,NC,37,3,1,0,0,4.0,0.0,35.0,-77.67,0.0,0.0,0.1,10,1,1,1,141,133,103,0,0
118,1953,05,01,1953-05-01,17:15:00,3,AL,1,15,2,2,0,4.0,0.0,33.03,-86.75,0.0,0.0,1.5,100,1,1,1,21,0,0,0,0
119,1953,05,01,1953-05-01,19:30:00,3,AL,1,16,4,12,7,5.0,0.0,33.22,-85.93,33.3,-85.75,12.1,440,1,1,1,27,0,0,0,0
120,1953,05,01,1953-05-01,20:00:00,3,AL,1,17,1,0,0,3.0,0.0,33.62,-86.62,0.0,0.0,0.1,10,1,1,1,73,0,0,0,1
121,1953,05,01,1953-05-01,20:00:00,3,AL,1,18,4,3,2,4.0,0.0,32.25,-88.38,0.0,0.0,0.1,100,1,1,1,23,0,0,0,0
122,1953,05,02,1953-05-02,02:15:00,3,TN,47,13,2,0,0,3.0,0.0,36.03,-84.07,0.0,0.0,0.8,100,1,1,1,1,93,0,0,0
123,1953,05,02,1953-05-02,03:00:00,3,TN,47,14,4,8,4,5.0,0.0,35.52,-84.78,35.53,-84.72,4.2,33,1,1,1,121,107,0,0,0
124,1953,05,02,1953-05-02,15:00:00,3,LA,22,4,1,0,0,5.0,0.0,29.92,-91.0,0.0,0.0,1.0,100,1,1,1,7,0,0,0,0
125,1953,05,02,1953-05-02,18:45:00,3,VA,51,2,2,0,0,4.0,0.0,36.62,-77.63,0.0,0.0,2.0,100,1,1,1,595,0,0,0,0
126,1953,05,04,1953-05-04,10:30:00,3,MS,28,13,2,1,0,4.0,0.0,31.83,-89.43,0.0,0.0,1.5,200,1,1,1,129,0,0,0,0
127,1953,05,04,1953-05-04,11:15:00,3,MS,28,14,2,0,0,4.0,0.0,34.92,-88.52,34.98,-88.38,8.8,20,1,1,1,3,0,0,0,0
128,1953,05,04,1953-05-04,12:00:00,3,MS,28,15,1,0,0,4.0,0.0,30.85,-89.13,30.9,-89.05,6.2,100,1,1,1,131,0,0,0,0
129,1953,05,04,1953-05-04,15:00:00,3,MS,28,16,2,2,0,4.0,0.0,33.12,-88.57,33.22,-88.45,9.6,100,1,1,1,103,0,0,0,0
130,1953,05,04,1953-05-04,18:30:00,3,AL,1,19,1,2,0,3.0,0.0,33.92,-87.82,0.0,0.0,0.2,67,1,1,1,93,0,0,0,0
131,1953,05,04,1953-05-04,19:00:00,3,AL,1,20,0,0,0,4.0,0.0,33.4,-86.97,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
132,1953,05,09,1953-05-09,18:05:00,3,SD,46,1,1,0,0,4.0,0.0,44.38,-98.23,44.42,-98.2,1.9,440,1,1,1,5,0,0,0,0
133,1953,05,09,1953-05-09,19:00:00,3,SD,46,2,1,0,0,4.0,0.0,44.57,-97.52,44.67,-97.47,6.8,97,1,1,1,25,57,0,0,0
134,1953,05,09,1953-05-09,21:00:00,3,NE,31,3,1,0,0,4.0,0.0,42.3,-97.47,0.0,0.0,1.5,10,1,1,1,179,0,0,0,1
135,1953,05,09,1953-05-09,21:10:00,3,KS,20,3,3,0,0,4.0,0.0,39.8,-97.9,39.98,-97.8,13.5,10,1,1,1,157,0,0,0,0
136,1953,05,09,1953-05-09,21:45:00,3,NE,31,4,3,82,5,6.0,0.0,40.25,-97.57,40.77,-97.05,46.9,880,1,1,1,169,59,151,159,0
137,1953,05,09,1953-05-09,23:00:00,3,NE,31,5,2,0,0,3.0,0.0,40.97,-99.47,0.0,0.0,1.5,10,1,1,1,47,0,0,0,0
138,1953,05,10,1953-05-10,01:00:00,3,OK,40,21,1,0,0,3.0,0.0,34.88,-99.85,34.92,-99.8,3.6,440,1,1,1,57,0,0,0,0
139,1953,05,10,1953-05-10,01:10:00,3,NE,31,6,1,0,0,3.0,0.0,40.93,-97.28,0.0,0.0,0.1,10,1,1,1,159,0,0,0,1
140,1953,05,10,1953-05-10,01:15:00,3,OK,40,22,1,0,0,3.0,0.0,34.75,-99.65,0.0,0.0,0.1,17,1,1,1,55,0,0,0,0
141,1953,05,10,1953-05-10,01:15:00,3,OK,40,23,1,0,0,3.0,0.0,34.85,-99.53,0.0,0.0,0.1,17,1,1,1,55,0,0,0,0
142,1953,05,10,1953-05-10,01:20:00,3,OK,40,24,1,0,0,2.0,0.0,35.78,-98.75,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
143,1953,05,10,1953-05-10,02:00:00,3,KS,20,5,1,0,0,4.0,0.0,37.87,-97.6,37.38,-97.12,42.5,10,1,1,1,191,135,0,0,0
144,1953,05,10,1953-05-10,03:00:00,3,KS,20,4,2,0,0,4.0,0.0,37.0,-97.6,37.38,-97.12,37.5,10,2,1,2,191,135,0,0,0
144,1953,05,10,1953-05-10,03:00:00,3,OK,40,25,2,0,0,4.0,0.0,36.98,-97.62,37.38,-97.12,38.8,10,2,0,1,0,0,0,0,0
144,1953,05,10,1953-05-10,03:00:00,3,OK,40,25,2,0,0,0.0,0.0,36.98,-97.62,37.0,-97.6,1.3,10,2,1,2,53,0,0,0,0
145,1953,05,10,1953-05-10,04:00:00,3,KS,20,6,3,0,0,4.0,0.0,38.35,-96.67,38.93,-96.05,52.2,10,1,1,1,17,127,111,197,0
