om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1961,01,19,1961-01-19,14:15:00,3,GA,13,1,1,0,0,2.0,0.0,32.3,-83.35,0.0,0.0,1.5,100,1,1,1,23,0,0,0,0
2,1961,02,05,1961-02-05,09:40:00,3,TX,48,1,0,0,0,3.0,0.0,27.67,-97.28,0.0,0.0,0.3,20,1,1,1,355,0,0,0,0
3,1961,02,17,1961-02-17,15:00:00,3,KS,20,1,0,0,0,0.0,0.0,38.3,-96.78,0.0,0.0,0.1,10,1,1,1,17,0,0,0,1
4,1961,02,17,1961-02-17,16:30:00,3,OK,40,1,1,0,0,2.0,0.0,34.88,-97.5,0.0,0.0,0.5,17,1,1,1,87,0,0,0,1
5,1961,02,17,1961-02-17,16:45:00,3,OK,40,2,3,7,0,4.0,0.0,35.52,-97.38,35.68,-97.17,16.8,300,1,1,1,109,0,0,0,0
6,1961,02,17,1961-02-17,18:15:00,3,OK,40,3,3,11,0,6.0,0.0,34.8,-96.95,35.48,-95.97,73.0,300,1,1,1,49,123,133,63,0
7,1961,02,17,1961-02-17,18:15:00,3,OK,40,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,-9,107,111,0,0,0
7,1961,02,17,1961-02-17,19:00:00,3,OK,40,4,2,1,0,4.0,0.0,35.33,-97.1,35.38,-97.0,6.6,10,1,1,1,125,0,0,0,0
8,1961,02,17,1961-02-17,23:00:00,3,KS,20,2,2,0,0,3.0,0.0,37.15,-94.72,37.23,-94.63,7.3,880,1,1,1,21,0,0,0,0
9,1961,02,18,1961-02-18,19:45:00,3,OH,39,1,2,0,0,5.0,0.0,41.1,-83.2,0.0,0.0,1.5,440,1,1,1,147,0,0,0,0
10,1961,02,20,1961-02-20,17:10:00,3,MS,28,1,2,8,0,4.0,0.0,31.33,-89.83,31.53,-89.7,17.0,73,1,1,1,91,65,0,0,0
11,1961,02,20,1961-02-20,17:30:00,3,MS,28,2,2,4,0,5.0,0.0,31.6,-89.95,31.93,-89.77,15.4,73,1,1,1,65,127,0,0,0
12,1961,02,20,1961-02-20,17:30:00,3,MS,28,3,1,0,0,4.0,0.0,31.22,-89.3,0.0,0.0,0.1,10,1,1,1,35,0,0,0,0
13,1961,02,20,1961-02-20,17:40:00,3,MS,28,4,1,0,0,0.0,0.0,32.33,-90.12,0.0,0.0,0.1,10,1,1,1,121,0,0,0,0
14,1961,02,20,1961-02-20,18:00:00,3,AL,1,1,1,2,0,4.0,0.0,32.33,-87.77,0.0,0.0,1.0,10,1,1,1,91,0,0,0,0
15,1961,02,21,1961-02-21,04:05:00,3,LA,22,1,2,9,0,5.0,0.0,30.95,-89.83,0.0,0.0,0.8,283,1,1,1,117,0,0,0,0
16,1961,02,21,1961-02-21,17:20:00,3,MS,28,5,1,0,0,3.0,0.0,31.42,-89.55,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
17,1961,02,22,1961-02-22,05:30:00,3,AL,1,2,2,0,0,5.0,0.0,33.2,-87.5,0.0,0.0,1.0,10,1,1,1,125,0,0,0,0
18,1961,02,22,1961-02-22,14:55:00,3,GA,13,2,1,0,0,4.0,0.0,32.3,-84.92,0.0,0.0,0.1,180,1,1,1,215,0,0,0,0
19,1961,02,24,1961-02-24,13:40:00,3,GA,13,3,2,0,0,4.0,0.0,32.2,-83.83,32.23,-83.77,4.9,200,1,1,1,93,0,0,0,0
20,1961,02,24,1961-02-24,14:30:00,3,GA,13,4,2,0,0,4.0,0.0,32.8,-83.82,32.83,-83.77,3.8,30,1,1,1,21,0,0,0,0
21,1961,02,24,1961-02-24,14:30:00,3,GA,13,5,2,0,0,4.0,0.0,32.6,-83.25,0.0,0.0,1.0,50,1,1,1,289,0,0,0,0
22,1961,02,24,1961-02-24,15:45:00,3,GA,13,6,2,0,0,4.0,0.0,32.08,-83.13,0.0,0.0,0.5,600,1,1,1,9,0,0,0,0
23,1961,02,24,1961-02-24,16:30:00,3,AL,1,3,2,4,0,4.0,0.0,32.23,-85.4,32.38,-85.0,25.6,10,1,1,1,113,0,0,0,0
24,1961,02,24,1961-02-24,17:30:00,3,SC,45,1,1,5,0,4.0,0.0,33.32,-81.78,0.0,0.0,0.5,60,1,1,1,3,0,0,0,0
25,1961,02,24,1961-02-24,17:30:00,3,GA,13,7,1,0,0,4.0,0.0,33.25,-81.95,0.0,0.0,1.0,100,1,1,1,245,0,0,0,0
26,1961,02,24,1961-02-24,18:00:00,3,SC,45,2,1,2,0,3.0,0.0,33.42,-81.68,0.0,0.0,0.5,50,1,1,1,3,0,0,0,0
27,1961,02,24,1961-02-24,18:45:00,3,GA,13,8,2,0,0,4.0,0.0,32.55,-84.25,0.0,0.0,2.0,30,1,1,1,269,0,0,0,0
28,1961,02,24,1961-02-24,19:00:00,3,SC,45,3,0,0,0,1.0,0.0,33.67,-81.12,0.0,0.0,0.5,37,1,1,1,75,0,0,0,0
29,1961,02,25,1961-02-25,08:00:00,3,FL,12,1,1,0,0,3.0,0.0,28.0,-82.5,0.0,0.0,0.3,50,1,1,1,57,0,0,0,0
30,1961,02,25,1961-02-25,09:45:00,3,FL,12,2,1,0,0,3.0,0.0,28.5,-81.4,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
31,1961,02,25,1961-02-25,11:06:00,3,NC,37,1,1,0,0,3.0,0.0,34.55,-78.08,0.0,0.0,0.1,10,1,1,1,141,0,0,0,0
32,1961,02,25,1961-02-25,12:00:00,3,WV,54,1,2,0,0,5.0,0.0,37.98,-81.15,0.0,0.0,3.0,100,1,1,1,19,0,0,0,0
33,1961,03,03,1961-03-03,15:00:00,3,TX,48,2,0,0,0,3.0,0.0,31.98,-94.8,0.0,0.0,0.3,17,1,1,1,401,0,0,0,0
34,1961,03,04,1961-03-04,16:30:00,3,IL,17,2,1,1,0,5.0,0.0,40.45,-88.63,40.53,-87.65,51.5,10,1,1,1,113,53,75,0,0
35,1961,03,04,1961-03-04,17:04:00,3,IL,17,1,2,115,1,7.0,0.0,41.9,-87.7,41.98,-87.58,7.9,100,1,1,1,31,0,0,0,0
36,1961,03,04,1961-03-04,18:10:00,3,MI,26,1,2,0,0,5.0,0.0,41.77,-86.75,41.83,-86.65,6.5,440,1,1,1,21,0,0,0,0
37,1961,03,04,1961-03-04,18:15:00,3,IL,17,3,0,0,0,4.0,0.0,40.08,-88.17,40.12,-88.05,6.2,50,1,1,1,19,0,0,0,0
38,1961,03,05,1961-03-05,15:00:00,3,MO,29,1,1,0,0,3.0,0.0,36.72,-91.83,0.0,0.0,1.0,100,1,1,1,91,0,0,0,0
39,1961,03,05,1961-03-05,16:00:00,3,AR,5,1,2,0,0,4.0,0.0,35.4,-91.23,35.72,-90.87,30.0,10,1,1,1,67,111,31,0,0
40,1961,03,05,1961-03-05,16:05:00,3,AR,5,2,1,0,0,4.0,0.0,34.78,-91.7,34.82,-91.7,2.3,417,1,1,1,85,0,0,0,0
41,1961,03,05,1961-03-05,16:45:00,3,OK,40,5,0,0,0,0.0,0.0,35.47,-96.7,0.0,0.0,0.1,10,1,1,1,81,0,0,0,1
42,1961,03,05,1961-03-05,17:15:00,3,OK,40,6,2,1,0,5.0,0.0,34.73,-97.23,0.0,0.0,1.0,100,1,1,1,49,0,0,0,0
43,1961,03,05,1961-03-05,17:45:00,3,KS,20,3,1,0,0,1.0,0.0,37.62,-95.65,0.0,0.0,2.0,10,1,1,1,205,0,0,0,0
44,1961,03,05,1961-03-05,18:30:00,3,OK,40,7,0,0,0,0.0,0.0,34.2,-96.75,0.0,0.0,0.1,10,1,1,1,69,0,0,0,1
45,1961,03,05,1961-03-05,21:00:00,3,MO,29,2,1,0,0,3.0,0.0,37.78,-93.83,0.0,0.0,2.5,50,1,1,1,39,0,0,0,0
46,1961,03,05,1961-03-05,21:15:00,3,OK,40,8,2,0,0,3.0,0.0,34.0,-95.83,34.03,-95.78,3.8,50,1,1,1,23,0,0,0,0
47,1961,03,05,1961-03-05,21:30:00,3,MO,29,3,1,0,0,3.0,0.0,37.7,-93.9,0.0,0.0,0.2,17,1,1,1,39,0,0,0,0
48,1961,03,05,1961-03-05,22:30:00,3,MO,29,4,2,0,0,5.0,0.0,38.27,-92.77,38.38,-92.67,9.6,50,1,1,1,141,131,0,0,0
49,1961,03,05,1961-03-05,22:45:00,3,MO,29,5,1,0,0,3.0,0.0,38.6,-92.57,0.0,0.0,0.2,10,1,1,1,135,0,0,0,0
50,1961,03,05,1961-03-05,22:45:00,3,MO,29,6,1,0,0,3.0,0.0,38.6,-92.57,0.0,0.0,0.2,10,1,1,1,135,0,0,0,0
51,1961,03,06,1961-03-06,01:30:00,3,IL,17,4,1,1,0,5.0,0.0,39.13,-90.33,39.23,-88.13,117.9,77,1,1,1,83,117,135,173,0
51,1961,03,06,1961-03-06,01:30:00,3,IL,17,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,-9,35,0,0,0,0
52,1961,03,06,1961-03-06,02:30:00,3,IL,17,5,2,0,0,6.0,0.0,37.9,-89.85,38.38,-87.92,110.2,10,2,1,2,157,145,81,191,0
52,1961,03,06,1961-03-06,02:30:00,3,MO,29,7,2,0,0,6.0,0.0,37.87,-89.87,38.38,-87.92,112.1,50,2,0,1,0,0,0,0,0
52,1961,03,06,1961-03-06,02:30:00,3,MO,29,7,2,0,0,4.0,0.0,37.87,-89.87,37.9,-89.85,1.9,50,2,1,2,157,0,0,0,0
