om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1966,01,28,1966-01-28,21:50:00,3,LA,22,1,3,0,0,4.0,0.0,29.92,-90.32,0.0,0.0,0.1,17,1,1,1,89,0,0,0,0
2,1966,02,08,1966-02-08,17:20:00,3,OK,40,1,2,2,0,5.0,0.0,34.48,-97.97,34.63,-97.93,10.5,67,1,1,1,137,0,0,0,0
3,1966,02,08,1966-02-08,18:55:00,3,TX,48,1,1,0,0,3.0,0.0,29.27,-99.85,0.0,0.0,0.5,300,1,1,1,463,0,0,0,0
4,1966,02,08,1966-02-08,21:00:00,3,TX,48,2,0,0,0,0.0,0.0,33.62,-97.08,0.0,0.0,0.8,23,1,1,1,97,0,0,0,0
5,1966,02,09,1966-02-09,14:50:00,3,LA,22,2,1,0,0,3.0,0.0,32.45,-93.72,0.0,0.0,0.1,10,1,1,1,17,0,0,0,0
6,1966,02,09,1966-02-09,18:15:00,3,LA,22,3,2,0,0,4.0,0.0,32.87,-91.4,0.0,0.0,1.0,100,1,1,1,123,0,0,0,0
7,1966,02,09,1966-02-09,22:55:00,3,TX,48,3,3,0,0,4.0,0.0,28.97,-96.67,0.0,0.0,2.0,33,1,1,1,239,0,0,0,0
8,1966,02,10,1966-02-10,02:15:00,3,TX,48,4,1,0,0,0.0,0.0,30.1,-93.73,0.0,0.0,2.0,50,1,1,1,361,0,0,0,0
9,1966,02,10,1966-02-10,04:00:00,3,LA,22,4,2,0,0,2.0,0.0,30.1,-92.8,0.0,0.0,0.2,33,1,1,1,53,0,0,0,0
10,1966,02,13,1966-02-13,02:00:00,3,GA,13,1,1,1,0,4.0,0.0,31.55,-84.07,0.0,0.0,0.5,500,1,1,1,95,0,0,0,0
11,1966,02,13,1966-02-13,04:30:00,3,GA,13,2,2,1,0,5.0,0.0,33.88,-83.17,33.98,-83.17,6.9,400,1,1,1,221,0,0,0,0
12,1966,02,13,1966-02-13,09:00:00,3,NC,37,1,1,0,0,4.0,0.0,36.25,-80.65,0.0,0.0,0.5,20,1,1,1,197,0,0,0,0
13,1966,02,13,1966-02-13,10:00:00,3,VA,51,1,1,0,0,4.0,0.0,36.7,-78.9,0.0,0.0,0.1,10,1,1,1,81,0,0,0,1
14,1966,02,13,1966-02-13,10:45:00,3,VA,51,2,1,0,0,2.0,0.0,36.7,-77.57,0.0,0.0,0.1,10,1,1,1,780,0,0,0,0
15,1966,02,13,1966-02-13,14:00:00,3,MD,24,1,1,0,0,4.0,0.0,39.32,-77.37,0.0,0.0,0.5,50,1,1,1,21,0,0,0,0
16,1966,02,14,1966-02-14,05:00:00,3,MS,28,1,1,0,0,0.0,0.0,31.7,-90.83,0.0,0.0,1.0,100,1,1,1,63,0,0,0,0
23,1966,02,14,1966-02-14,06:30:00,3,MS,28,8,0,0,0,0.0,0.0,32.3,-89.65,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
22,1966,02,14,1966-02-14,06:30:00,3,MS,28,7,0,0,0,0.0,0.0,32.25,-89.7,0.0,0.0,0.1,10,1,1,1,123,0,0,0,1
21,1966,02,14,1966-02-14,06:30:00,3,MS,28,6,0,0,0,0.0,0.0,32.1,-90.2,0.0,0.0,0.1,10,1,1,1,121,0,0,0,1
20,1966,02,14,1966-02-14,06:30:00,3,MS,28,5,0,0,0,0.0,0.0,31.83,-90.58,0.0,0.0,0.1,10,1,1,1,29,0,0,0,1
19,1966,02,14,1966-02-14,06:30:00,3,MS,28,4,0,0,0,0.0,0.0,31.75,-90.67,0.0,0.0,0.1,10,1,1,1,29,0,0,0,1
18,1966,02,14,1966-02-14,06:30:00,3,MS,28,3,0,0,0,0.0,0.0,31.58,-90.67,0.0,0.0,0.1,10,1,1,1,85,0,0,0,1
17,1966,02,14,1966-02-14,06:30:00,3,MS,28,2,0,0,0,0.0,0.0,31.7,-90.8,0.0,0.0,0.1,10,1,1,1,85,0,0,0,1
24,1966,02,28,1966-02-28,07:00:00,3,GA,13,3,1,0,0,3.0,0.0,32.88,-84.33,0.0,0.0,2.0,300,1,1,1,131,0,0,0,0
25,1966,02,28,1966-02-28,08:00:00,3,GA,13,4,1,0,0,3.0,0.0,31.63,-83.25,0.0,0.0,0.5,33,1,1,1,155,0,0,0,0
26,1966,02,28,1966-02-28,08:00:00,3,GA,13,5,0,1,0,4.0,0.0,31.22,-82.35,31.48,-82.03,26.2,33,1,1,1,299,229,305,0,0
27,1966,02,28,1966-02-28,08:15:00,3,GA,13,6,2,0,0,4.0,0.0,32.03,-82.5,0.0,0.0,0.9,33,1,1,1,209,0,0,0,0
28,1966,02,28,1966-02-28,08:45:00,3,GA,13,7,1,0,0,4.0,0.0,31.1,-83.83,0.0,0.0,2.0,30,1,1,1,71,0,0,0,0
29,1966,02,28,1966-02-28,10:00:00,3,SC,45,1,0,0,0,3.0,0.0,34.8,-80.4,0.0,0.0,0.3,50,1,1,1,25,0,0,0,0
30,1966,03,01,1966-03-01,22:30:00,3,MA,25,1,2,0,0,4.0,0.0,42.65,-73.15,0.0,0.0,0.1,10,1,1,1,3,0,0,0,0
31,1966,03,03,1966-03-03,15:00:00,3,LA,22,5,1,1,0,3.0,0.0,32.03,-91.2,0.0,0.0,1.0,233,1,1,1,107,0,0,0,0
32,1966,03,03,1966-03-03,18:30:00,3,MS,28,9,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,-9,99,69,0,0,0
32,1966,03,03,1966-03-03,18:30:00,3,MS,28,9,5,518,58,7.0,0.0,32.18,-90.55,33.37,-87.42,202.5,900,2,0,1,0,0,0,0,0
32,1966,03,03,1966-03-03,18:30:00,3,MS,28,9,5,504,57,7.0,0.0,32.18,-90.55,32.82,-88.35,136.0,900,2,1,2,49,121,123,79,0
32,1966,03,03,1966-03-03,19:30:00,3,AL,1,1,5,14,1,5.0,0.0,32.82,-88.35,33.37,-87.42,66.5,900,2,1,2,107,125,0,0,0
33,1966,03,03,1966-03-03,20:00:00,3,AL,1,2,1,2,0,4.0,0.0,33.65,-86.82,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
34,1966,03,04,1966-03-04,08:00:00,3,NC,37,2,1,0,0,4.0,0.0,34.5,-78.63,0.0,0.0,0.3,10,1,1,1,17,0,0,0,0
35,1966,03,14,1966-03-14,13:30:00,3,WA,53,1,2,0,0,3.0,0.0,46.5,-117.8,0.0,0.0,1.0,13,1,1,1,13,0,0,0,0
36,1966,03,14,1966-03-14,18:00:00,3,MS,28,10,0,0,0,1.0,0.0,31.5,-89.1,0.0,0.0,0.1,10,1,1,1,67,0,0,0,1
