om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,2007,01,04,2007-01-04,15:45:00,3,LA,22,1,1,15,2,1.5,0.0,29.92,-91.8,30.05,-91.73,15.07,100,1,1,1,45,0,0,0,0
2,2007,01,04,2007-01-04,16:35:00,3,LA,22,2,1,0,0,0.5,0.0,30.6,-91.45,30.62,-91.47,1.83,75,1,1,1,77,0,0,0,0
3,2007,01,05,2007-01-05,00:27:00,3,MS,28,1,1,0,0,0.075,0.0,31.73,-89.29,31.74,-89.28,1.2,100,1,1,1,67,0,0,0,0
4,2007,01,05,2007-01-05,00:40:00,3,MS,28,2,0,0,0,0.05,0.0,30.85,-89.13,30.85,-89.13,0.36,50,1,1,1,131,0,0,0,0
5,2007,01,05,2007-01-05,00:57:00,3,MS,28,3,1,0,0,2.2,0.0,32.54,-89.27,32.59,-89.25,5.3,300,1,1,1,101,99,0,0,0
6,2007,01,05,2007-01-05,01:07:00,3,MS,28,4,1,0,0,0.2,0.0,32.62,-89.23,32.65,-89.2,3.0,400,1,1,1,99,0,0,0,0
7,2007,01,05,2007-01-05,01:25:00,3,MS,28,5,2,0,0,0.15,0.0,32.72,-89.03,32.73,-89.01,1.4,150,1,1,1,99,0,0,0,0
8,2007,01,05,2007-01-05,01:40:00,3,MS,28,6,2,9,0,0.6,0.0,32.61,-88.7,32.65,-88.69,2.24,250,1,1,1,69,0,0,0,0
9,2007,01,05,2007-01-05,02:05:00,3,MS,28,7,1,0,0,0.02,0.0,33.0,-88.66,33.01,-88.63,3.7,300,1,1,1,103,0,0,0,0
10,2007,01,05,2007-01-05,09:05:00,3,GA,13,1,1,0,0,0.25,0.0,33.36,-84.9,33.42,-84.84,5.39,200,1,1,1,77,0,0,0,0
11,2007,01,05,2007-01-05,10:00:00,3,GA,13,2,0,0,0,0.045,0.0,33.27,-84.56,33.29,-84.55,1.68,200,1,1,1,77,0,0,0,0
12,2007,01,05,2007-01-05,13:24:00,3,SC,45,1,1,15,0,0.05,0.0,34.78,-82.68,34.78,-82.68,0.1,20,1,1,1,77,0,0,0,0
13,2007,01,05,2007-01-05,14:11:00,3,SC,45,2,0,0,0,0.01,0.0,34.86,-82.03,34.86,-82.03,0.25,50,1,1,1,83,0,0,0,0
14,2007,01,05,2007-01-05,15:39:00,3,NC,37,1,0,0,0,0.02,0.0,35.24,-81.1,35.24,-81.1,0.25,20,1,1,1,71,0,0,0,0
15,2007,01,05,2007-01-05,16:10:00,3,GA,13,3,0,0,0,0.02,0.0,31.32,-82.47,31.34,-82.47,2.0,100,1,1,1,299,0,0,0,0
16,2007,01,07,2007-01-07,16:10:00,3,AL,1,1,1,0,0,0.1,0.0,32.68,-85.8,32.68,-85.78,1.0,50,1,1,1,123,0,0,0,0
17,2007,01,07,2007-01-07,17:39:00,3,GA,13,4,2,0,0,0.35,0.0,33.29,-84.9,33.3,-84.83,4.11,200,1,1,1,77,0,0,0,0
18,2007,01,07,2007-01-07,19:50:00,3,AL,1,2,0,0,0,0.025,0.0,31.49,-85.7,31.49,-85.69,0.5,50,1,1,1,45,0,0,0,0
19,2007,01,07,2007-01-07,20:29:00,3,AL,1,3,1,0,0,0.25,0.0,31.76,-85.17,31.78,-85.15,2.69,200,1,1,1,5,0,0,0,0
20,2007,01,12,2007-01-12,16:35:00,3,TX,48,1,0,0,0,0.04,0.0,31.19,-97.31,31.2,-97.33,1.47,35,1,1,1,27,0,0,0,0
21,2007,01,13,2007-01-13,07:08:00,3,TX,48,2,1,0,0,0.05,0.0,29.87,-97.93,29.88,-97.92,0.75,200,1,1,1,209,0,0,0,0
22,2007,02,02,2007-02-02,02:10:00,3,FL,12,1,3,25,8,114.0,0.0,28.88,-82.05,28.92,-81.78,16.17,450,1,1,1,119,69,0,0,0
23,2007,02,02,2007-02-02,02:37:00,3,FL,12,2,3,51,13,98.0,0.0,28.96,-81.59,29.04,-81.16,26.03,450,1,1,1,69,127,0,0,0
