om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1965,01,08,1965-01-08,17:01:00,3,LA,22,1,2,0,0,3.0,0.0,30.3,-92.05,0.0,0.0,1.0,33,1,1,1,55,0,0,0,0
2,1965,01,10,1965-01-10,08:15:00,3,NC,37,1,1,0,0,3.0,0.0,35.07,-83.7,0.0,0.0,0.1,10,1,1,1,43,0,0,0,0
3,1965,01,21,1965-01-21,23:00:00,3,TX,48,1,2,0,0,4.0,0.0,29.62,-96.88,0.0,0.0,0.8,50,1,1,1,149,0,0,0,0
4,1965,01,22,1965-01-22,06:15:00,3,LA,22,2,1,0,0,5.0,0.0,32.45,-93.9,32.58,-93.75,12.8,67,1,1,1,17,0,0,0,0
5,1965,01,22,1965-01-22,08:00:00,3,TX,48,2,2,0,0,3.0,0.0,29.58,-94.32,0.0,0.0,0.1,67,1,1,1,419,0,0,0,0
6,1965,01,22,1965-01-22,10:20:00,3,LA,22,3,2,0,0,3.0,0.0,30.37,-93.2,0.0,0.0,0.5,33,1,1,1,19,0,0,0,0
7,1965,01,22,1965-01-22,11:00:00,3,LA,22,4,1,0,0,3.0,0.0,30.25,-92.75,0.0,0.0,1.0,33,1,1,1,53,0,0,0,0
8,1965,01,22,1965-01-22,11:00:00,3,LA,22,5,1,0,0,3.0,0.0,30.95,-92.58,0.0,0.0,0.5,33,1,1,1,79,0,0,0,0
9,1965,01,22,1965-01-22,12:05:00,3,LA,22,6,2,2,0,4.0,0.0,31.23,-92.17,0.0,0.0,2.3,67,1,1,1,9,0,0,0,0
10,1965,01,22,1965-01-22,13:45:00,3,LA,22,7,2,0,0,5.0,0.0,30.1,-91.0,0.0,0.0,1.0,267,1,1,1,5,0,0,0,0
11,1965,01,22,1965-01-22,14:00:00,3,LA,22,8,1,0,0,3.0,0.0,30.13,-90.9,0.0,0.0,0.5,33,1,1,1,5,0,0,0,0
12,1965,01,22,1965-01-22,14:47:00,3,LA,22,9,0,0,0,3.0,0.0,30.5,-90.6,0.0,0.0,0.3,117,1,1,1,63,0,0,0,0
