om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1969,01,23,1969-01-23,05:25:00,3,MS,28,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,-9,129,123,0,0,0
1,1969,01,23,1969-01-23,05:25:00,3,MS,28,1,4,241,32,5.0,0.0,31.68,-91.05,32.3,-89.2,117.8,200,1,1,1,63,29,127,121,0
2,1969,01,23,1969-01-23,16:00:00,3,KY,21,1,1,0,0,3.0,0.0,37.0,-87.83,0.0,0.0,0.1,50,1,1,1,33,0,0,0,0
3,1969,01,23,1969-01-23,16:05:00,3,TN,47,1,2,0,0,5.0,0.0,36.48,-88.03,0.0,0.0,0.1,10,1,1,1,161,0,0,0,0
4,1969,02,12,1969-02-12,17:00:00,3,FL,12,1,0,0,0,4.0,0.0,25.9,-80.2,0.0,0.0,1.0,117,1,1,1,25,0,0,0,0
5,1969,02,13,1969-02-13,18:15:00,3,GA,13,1,1,0,0,4.0,0.0,32.1,-83.8,0.0,0.0,0.1,10,1,1,1,93,0,0,0,0
6,1969,02,14,1969-02-14,07:45:00,3,TX,48,1,1,0,0,3.0,0.0,29.37,-95.1,0.0,0.0,0.1,10,1,1,1,167,0,0,0,0
7,1969,02,15,1969-02-15,10:45:00,3,FL,12,2,1,0,0,4.0,0.0,30.63,-84.4,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
8,1969,02,22,1969-02-22,14:45:00,3,AZ,4,1,0,0,0,0.0,0.0,33.73,-112.07,0.0,0.0,0.1,10,1,1,1,13,0,0,0,1
9,1969,03,23,1969-03-23,11:05:00,3,TX,48,2,3,1,0,4.0,0.0,29.8,-94.3,0.0,0.0,0.5,67,1,1,1,245,0,0,0,0
10,1969,03,23,1969-03-23,11:20:00,3,LA,22,1,1,0,0,3.0,0.0,30.2,-93.52,0.0,0.0,0.5,33,1,1,1,19,0,0,0,0
11,1969,03,23,1969-03-23,12:10:00,3,LA,22,2,0,0,0,3.0,0.0,30.15,-93.05,0.0,0.0,0.5,33,1,1,1,19,0,0,0,0
12,1969,03,23,1969-03-23,12:20:00,3,LA,22,3,1,0,0,3.0,0.0,30.1,-93.0,0.0,0.0,0.5,33,1,1,1,19,0,0,0,0
13,1969,03,23,1969-03-23,14:30:00,3,MS,28,2,1,0,0,3.0,0.0,33.28,-89.58,0.0,0.0,0.1,10,1,1,1,7,0,0,0,0
14,1969,03,24,1969-03-24,15:00:00,3,OH,39,1,1,0,0,3.0,0.0,39.8,-81.5,0.0,0.0,0.5,10,1,1,1,121,0,0,0,0
15,1969,03,24,1969-03-24,20:20:00,3,VA,51,2,3,4,1,4.0,0.0,36.63,-78.8,0.0,0.0,0.1,20,1,1,1,83,0,0,0,0
