om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
1,1978,01,04,1978-01-04,17:15:00,3,CA,6,1,0,0,0,1.0,0.0,34.12,-117.82,0.0,0.0,0.1,10,1,1,1,37,0,0,0,1
2,1978,01,07,1978-01-07,15:32:00,3,AR,5,1,3,9,1,6.0,0.0,35.03,-91.22,35.27,-90.58,39.6,150,1,1,1,147,123,37,0,0
3,1978,01,07,1978-01-07,17:10:00,3,AR,5,2,1,0,0,3.0,0.0,34.32,-92.5,34.6,-92.02,35.0,50,1,1,1,53,69,119,85,0
4,1978,01,07,1978-01-07,17:20:00,3,LA,22,1,1,0,0,3.0,0.0,32.42,-93.8,0.0,0.0,0.1,77,1,1,1,17,0,0,0,0
5,1978,01,07,1978-01-07,18:00:00,3,AR,5,3,0,0,0,0.0,0.0,34.45,-92.18,34.47,-92.15,3.0,27,1,1,1,69,0,0,0,0
6,1978,01,07,1978-01-07,18:40:00,3,TN,47,1,1,0,0,5.0,0.0,35.23,-88.25,0.0,0.0,1.0,100,1,1,1,71,0,0,0,0
7,1978,01,07,1978-01-07,19:05:00,3,AR,5,4,1,0,0,5.0,0.0,33.6,-92.83,0.0,0.0,2.0,100,1,1,1,103,0,0,0,0
8,1978,01,07,1978-01-07,19:05:00,3,AR,5,5,0,0,0,3.0,0.0,33.58,-92.85,0.0,0.0,1.0,50,1,1,1,103,0,0,0,0
9,1978,01,07,1978-01-07,19:30:00,3,TN,47,2,1,0,0,5.0,0.0,35.47,-89.73,35.5,-89.7,3.0,100,1,1,1,167,0,0,0,0
10,1978,01,08,1978-01-08,16:20:00,3,FL,12,1,2,2,0,5.0,0.0,27.92,-82.3,28.0,-82.17,10.0,100,1,1,1,57,0,0,0,0
11,1978,01,08,1978-01-08,16:30:00,3,NC,37,1,1,0,0,4.0,0.0,35.67,-80.47,0.0,0.0,0.5,20,1,1,1,159,0,0,0,0
12,1978,01,08,1978-01-08,17:18:00,3,FL,12,2,2,0,0,4.0,0.0,28.5,-81.53,0.0,0.0,2.0,100,1,1,1,95,0,0,0,0
13,1978,01,08,1978-01-08,17:35:00,3,FL,12,3,2,23,0,6.0,0.0,28.62,-81.43,28.75,-81.17,19.3,200,1,1,1,95,117,0,0,0
14,1978,01,13,1978-01-13,12:39:00,3,FL,12,4,0,0,0,4.0,0.0,28.08,-80.6,0.0,0.0,2.0,20,1,1,1,9,0,0,0,0
15,1978,01,19,1978-01-19,08:32:00,3,FL,12,5,0,0,0,4.0,0.0,30.07,-81.87,0.0,0.0,0.5,20,1,1,1,19,0,0,0,0
16,1978,01,19,1978-01-19,12:50:00,3,FL,12,6,0,0,0,3.0,0.0,28.05,-82.53,0.0,0.0,1.0,50,1,1,1,57,0,0,0,0
17,1978,01,19,1978-01-19,13:30:00,3,FL,12,7,1,0,0,5.0,0.0,28.58,-81.33,0.0,0.0,0.5,20,1,1,1,117,0,0,0,0
18,1978,01,19,1978-01-19,14:50:00,3,FL,12,8,0,0,0,4.0,0.0,27.07,-80.12,27.08,-80.07,3.6,50,1,1,1,85,0,0,0,0
19,1978,01,19,1978-01-19,15:45:00,3,FL,12,9,1,0,0,5.0,0.0,27.12,-82.45,0.0,0.0,1.0,50,1,1,1,115,0,0,0,0
20,1978,01,19,1978-01-19,16:03:00,3,FL,12,10,0,0,0,3.0,0.0,26.95,-82.07,0.0,0.0,0.3,10,1,1,1,15,0,0,0,0
21,1978,01,25,1978-01-25,20:30:00,3,FL,12,11,0,2,0,4.0,0.0,28.97,-81.63,0.0,0.0,0.5,20,1,1,1,69,0,0,0,0
22,1978,01,26,1978-01-26,00:01:00,3,VA,51,1,1,0,0,4.0,0.0,36.8,-78.33,0.0,0.0,0.1,17,1,1,1,117,0,0,0,0
23,1978,01,26,1978-01-26,01:10:00,3,VA,51,2,3,10,1,5.0,0.0,38.5,-77.3,0.0,0.0,0.7,250,1,1,1,153,0,0,0,0
24,1978,02,07,1978-02-07,15:26:00,3,CA,6,2,2,0,0,5.0,0.0,38.7,-121.45,38.73,-121.42,1.9,20,1,1,1,67,0,0,0,0
25,1978,02,09,1978-02-09,03:55:00,3,CA,6,14,3,6,0,6.0,0.0,33.67,-115.78,0.0,0.0,2.0,67,1,1,1,59,0,0,0,0
26,1978,02,10,1978-02-10,00:30:00,3,CA,6,3,0,0,0,0.0,0.0,33.93,-118.42,0.0,0.0,1.0,10,1,1,1,37,0,0,0,1
27,1978,02,10,1978-02-10,16:30:00,3,AZ,4,1,0,0,0,0.0,0.0,32.68,-113.92,0.0,0.0,0.1,10,1,1,1,27,0,0,0,1
28,1978,02,10,1978-02-10,16:40:00,3,AZ,4,2,0,0,0,0.0,0.0,32.68,-114.17,0.0,0.0,0.1,10,1,1,1,27,0,0,0,1
29,1978,02,12,1978-02-12,18:20:00,3,LA,22,2,1,0,0,3.0,0.0,29.8,-93.37,0.0,0.0,0.1,50,1,1,1,23,0,0,0,0
30,1978,02,12,1978-02-12,22:00:00,3,LA,22,3,1,1,0,5.0,0.0,30.02,-90.22,0.0,0.0,1.8,50,1,1,1,51,0,0,0,0
31,1978,03,01,1978-03-01,16:00:00,3,CA,6,4,1,0,0,4.0,0.0,37.67,-120.93,0.0,0.0,1.5,100,1,1,1,99,0,0,0,1
32,1978,03,03,1978-03-03,11:35:00,3,FL,12,12,1,0,0,5.0,0.0,26.7,-82.15,0.0,0.0,0.1,20,1,1,1,71,0,0,0,0
33,1978,03,03,1978-03-03,11:45:00,3,FL,12,13,1,0,0,4.0,0.0,26.93,-82.05,0.0,0.0,0.1,20,1,1,1,15,0,0,0,0
34,1978,03,03,1978-03-03,12:30:00,3,FL,12,14,1,0,0,5.0,0.0,27.3,-80.3,0.0,0.0,0.1,20,1,1,1,11,0,0,0,0
35,1978,03,03,1978-03-03,12:35:00,3,FL,12,15,1,0,0,4.0,0.0,27.25,-80.83,0.0,0.0,0.1,20,1,1,1,55,0,0,0,0
36,1978,03,03,1978-03-03,14:04:00,3,FL,12,16,1,0,0,3.0,0.0,26.62,-80.05,0.0,0.0,0.1,10,1,1,1,99,0,0,0,0
37,1978,03,04,1978-03-04,16:00:00,3,CA,6,5,1,0,0,3.0,0.0,39.83,-121.92,0.0,0.0,1.5,53,1,1,1,7,0,0,0,1
38,1978,03,04,1978-03-04,16:30:00,3,CA,6,6,1,0,0,4.0,0.0,37.63,-120.83,0.0,0.0,2.5,100,1,1,1,99,0,0,0,1
39,1978,03,04,1978-03-04,16:35:00,3,CA,6,7,1,1,0,5.0,0.0,37.42,-120.85,0.0,0.0,1.0,880,1,1,1,47,0,0,0,0
40,1978,03,05,1978-03-05,16:00:00,3,CA,6,8,1,0,0,3.0,0.0,40.05,-122.37,0.0,0.0,0.1,10,1,1,1,103,0,0,0,1
42,1978,03,05,1978-03-05,18:00:00,3,CA,6,10,0,0,0,1.0,0.0,40.0,-122.17,0.0,0.0,0.1,10,1,1,1,103,0,0,0,1
41,1978,03,05,1978-03-05,18:00:00,3,CA,6,9,0,0,0,1.0,0.0,40.33,-122.17,0.0,0.0,0.1,10,1,1,1,103,0,0,0,1
43,1978,03,13,1978-03-13,19:12:00,3,TN,47,3,0,0,0,4.0,0.0,36.47,-89.42,0.0,0.0,0.1,10,1,1,1,95,0,0,0,0
44,1978,03,14,1978-03-14,13:10:00,3,MD,24,1,1,0,0,4.0,0.0,38.97,-76.28,0.0,0.0,0.2,17,1,1,1,35,0,0,0,0
45,1978,03,23,1978-03-23,16:20:00,3,CA,6,11,1,0,0,4.0,0.0,39.77,-121.62,0.0,0.0,0.1,10,1,1,1,7,0,0,0,1
46,1978,03,23,1978-03-23,22:45:00,3,AR,5,6,1,1,0,5.0,0.0,33.8,-94.05,33.87,-94.02,5.1,77,1,1,1,133,0,0,0,0
47,1978,03,31,1978-03-31,15:40:00,3,CA,6,12,1,0,0,4.0,0.0,37.93,-112.2,0.0,0.0,0.5,10,1,1,1,77,0,0,0,1
48,1978,04,01,1978-04-01,19:00:00,3,OK,40,1,1,0,0,4.0,0.0,35.03,-98.68,0.0,0.0,2.0,50,1,1,1,15,0,0,0,0
49,1978,04,03,1978-04-03,17:20:00,3,TX,48,1,0,0,0,0.0,0.0,34.47,-99.97,34.43,-99.9,4.5,10,1,1,1,197,0,0,0,0
50,1978,04,03,1978-04-03,17:20:00,3,TX,48,2,1,0,0,1.0,0.0,34.53,-100.0,0.0,0.0,0.2,10,1,1,1,75,0,0,0,0
51,1978,04,03,1978-04-03,18:00:00,3,TX,48,3,0,0,0,0.0,0.0,34.18,-99.65,0.0,0.0,0.1,10,1,1,1,197,0,0,0,0
52,1978,04,04,1978-04-04,19:10:00,3,TX,48,4,1,0,0,1.0,0.0,34.33,-101.28,0.0,0.0,0.5,30,1,1,1,45,0,0,0,0
53,1978,04,04,1978-04-04,22:30:00,3,TX,48,5,1,0,0,4.0,0.0,33.77,-101.18,0.0,0.0,0.5,30,1,1,1,107,0,0,0,0
54,1978,04,05,1978-04-05,17:00:00,3,WI,55,1,1,0,0,5.0,0.0,42.5,-89.07,0.0,0.0,0.7,10,1,1,1,105,0,0,0,1
55,1978,04,05,1978-04-05,17:45:00,3,OK,40,2,1,0,0,4.0,0.0,34.95,-99.27,35.0,-99.18,6.2,50,1,1,1,75,0,0,0,0
56,1978,04,05,1978-04-05,18:10:00,3,NE,31,1,2,0,0,6.0,0.0,40.35,-98.43,40.47,-98.25,11.0,80,1,1,1,1,35,0,0,0
57,1978,04,05,1978-04-05,19:55:00,3,OK,40,3,2,0,0,5.0,0.0,34.5,-98.28,34.6,-98.13,11.5,150,1,1,1,31,137,0,0,0
58,1978,04,05,1978-04-05,20:22:00,3,OK,40,4,2,0,0,4.0,0.0,34.58,-97.9,0.0,0.0,2.0,50,1,1,1,137,0,0,0,0
59,1978,04,05,1978-04-05,21:40:00,3,MO,29,1,1,0,0,3.0,0.0,39.08,-94.33,0.0,0.0,0.1,50,1,1,1,95,0,0,0,0
60,1978,04,06,1978-04-06,00:05:00,3,KS,20,1,1,0,0,5.0,0.0,37.42,-94.7,0.0,0.0,0.2,10,1,1,1,37,0,0,0,0
61,1978,04,06,1978-04-06,03:00:00,3,MO,29,2,1,0,0,4.0,0.0,38.42,-93.03,0.0,0.0,2.0,100,1,1,1,141,0,0,0,1
62,1978,04,07,1978-04-07,15:20:00,3,ID,16,1,2,1,0,6.0,0.0,43.5,-112.03,0.0,0.0,1.5,73,1,1,1,19,0,0,0,0
63,1978,04,07,1978-04-07,17:25:00,3,NE,31,2,1,0,0,4.0,0.0,40.03,-98.5,0.0,0.0,0.5,20,1,1,1,181,0,0,0,1
64,1978,04,07,1978-04-07,17:40:00,3,NE,31,3,2,0,0,2.0,0.0,40.08,-98.33,0.0,0.0,0.2,10,1,1,1,181,0,0,0,0
65,1978,04,07,1978-04-07,19:05:00,3,TX,48,6,0,0,0,1.0,0.0,31.28,-103.0,31.33,-102.95,4.7,10,1,1,1,389,0,0,0,0
66,1978,04,07,1978-04-07,20:45:00,3,NE,31,4,4,1,0,7.0,0.0,40.87,-98.27,41.12,-97.75,31.2,77,1,1,1,81,143,0,0,1
67,1978,04,07,1978-04-07,23:10:00,3,NE,31,5,4,0,0,6.0,0.0,41.18,-97.42,41.3,-97.37,8.0,50,1,1,1,143,23,0,0,1
68,1978,04,07,1978-04-07,23:50:00,3,NE,31,6,1,0,0,4.0,0.0,41.27,-97.22,0.0,0.0,2.0,20,1,1,1,23,0,0,0,1
69,1978,04,08,1978-04-08,03:40:00,3,NE,31,7,1,0,0,2.0,0.0,41.43,-96.03,0.0,0.0,0.5,10,1,1,1,177,0,0,0,1
70,1978,04,08,1978-04-08,17:37:00,3,TX,48,7,2,0,0,5.0,0.0,33.8,-101.68,0.0,0.0,2.0,30,1,1,1,303,0,0,0,0
71,1978,04,08,1978-04-08,18:10:00,3,NE,31,8,1,0,0,0.0,0.0,40.23,-100.5,40.63,-100.47,27.4,10,1,1,1,145,63,0,0,1
72,1978,04,08,1978-04-08,18:20:00,3,TX,48,8,0,0,0,0.0,0.0,33.68,-101.83,0.0,0.0,2.0,30,1,1,1,189,0,0,0,1
73,1978,04,08,1978-04-08,18:20:00,3,TX,48,9,1,0,0,0.0,0.0,33.88,-101.58,0.0,0.0,2.0,30,1,1,1,153,0,0,0,0
74,1978,04,08,1978-04-08,18:35:00,3,TX,48,10,0,0,0,0.0,0.0,33.87,-101.68,0.0,0.0,1.0,30,1,1,1,303,0,0,0,1
