om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
3,2001,01,19,2001-01-19,09:22:00,3,AL,1,7,0,4,0,0.45,0.0,32.38,-86.27,32.4,-86.23,2.3,100,1,1,1,101,0,0,0,0
589,2001,01,19,2001-01-19,11:24:00,3,GA,13,5,0,8,0,2.5,0.0,33.62,-84.37,33.62,-84.37,0.1,100,1,1,1,63,0,0,0,0
588,2001,01,19,2001-01-19,11:30:00,3,GA,13,6,0,0,0,0.0,0.0,32.52,-84.18,32.52,-84.18,0.0,20,1,1,1,269,0,0,0,0
2,2001,01,19,2001-01-19,12:40:00,3,GA,13,8,1,0,0,0.05,0.0,34.23,-83.08,34.23,-83.08,1.0,50,1,1,1,147,0,0,0,0
1,2001,01,29,2001-01-29,11:55:00,3,LA,22,19,0,0,0,0.02,0.0,30.72,-90.5,30.72,-90.5,0.2,25,1,1,1,105,0,0,0,0
593,2001,02,16,2001-02-16,12:10:00,3,MS,28,44,2,1,1,0.05,0.0,33.02,-89.97,33.02,-89.87,4.0,500,1,1,1,51,0,0,0,0
23,2001,02,16,2001-02-16,13:39:00,3,AL,1,37,0,0,0,0.04,0.0,34.78,-86.77,34.8,-86.68,4.4,30,1,1,1,89,0,0,0,0
597,2001,02,16,2001-02-16,15:35:00,3,MS,28,55,0,0,0,0.02,0.0,31.4,-89.67,31.45,-89.63,3.0,150,1,1,1,91,73,65,0,0
594,2001,02,16,2001-02-16,16:10:00,3,MS,28,59,0,0,0,0.001,0.0,31.6,-89.33,31.6,-89.33,0.5,150,1,1,1,67,0,0,0,0
21,2001,02,16,2001-02-16,18:50:00,3,GA,13,13,0,0,0,0.02,0.0,34.23,-83.03,34.27,-83.03,3.0,440,1,1,1,105,0,0,0,0
24,2001,02,24,2001-02-24,15:24:00,3,MO,29,11,1,0,0,0.15,0.0,37.1,-92.72,37.13,-92.68,6.5,50,1,1,1,225,229,0,0,0
6,2001,02,24,2001-02-24,15:31:00,3,AR,5,7,2,8,0,0.0,0.0,34.58,-92.38,34.73,-92.18,14.3,200,1,1,1,125,119,0,0,0
4,2001,02,24,2001-02-24,15:50:00,3,CA,6,5,0,0,0,0.05,0.0,33.78,-117.83,33.78,-117.83,0.1,100,1,1,1,59,0,0,0,0
8,2001,02,24,2001-02-24,15:50:00,3,AR,5,9,1,0,0,0.0,0.0,34.77,-92.17,34.8,-92.13,2.2,85,1,1,1,119,0,0,0,0
10,2001,02,24,2001-02-24,16:06:00,3,AR,5,10,2,0,0,0.0,0.0,34.95,-92.0,35.03,-91.92,8.0,300,1,1,1,85,145,0,0,0
13,2001,02,24,2001-02-24,16:14:00,3,AR,5,12,1,0,0,0.0,0.0,35.03,-91.9,35.12,-91.78,7.0,100,1,1,1,145,0,0,0,0
9,2001,02,24,2001-02-24,16:21:00,3,AR,5,13,1,3,0,0.0,0.0,34.77,-91.95,34.85,-91.83,9.0,60,1,1,1,85,0,0,0,0
12,2001,02,24,2001-02-24,16:27:00,3,AR,5,14,1,0,0,0.0,0.0,35.2,-91.72,35.23,-91.67,3.5,40,1,1,1,145,0,0,0,0
14,2001,02,24,2001-02-24,16:46:00,3,AR,5,16,2,3,1,0.0,0.0,36.27,-91.97,36.33,-91.87,8.0,300,1,1,1,49,0,0,0,0
15,2001,02,24,2001-02-24,17:34:00,3,AR,5,19,2,0,0,0.07,0.0,35.57,-91.08,35.7,-91.0,11.0,200,1,1,1,67,111,0,0,0
