om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1985,01,01,1985-01-01,10:00:00,3,KY,21,1,0.0,0,0,0.0,0.0,38.05,-84.5,0.0,0.0,0,0,0,0,0,67,0,0,0,
2,1985,01,01,1985-01-01,11:30:00,3,KY,21,2,0.0,0,0,0.0,0.0,38.98,-84.75,0.0,0.0,0,0,0,0,0,15,0,0,0,
3,1985,01,01,1985-01-01,11:30:00,3,KY,21,3,0.0,0,0,0.0,0.0,38.9,-84.53,0.0,0.0,0,0,0,0,0,117,0,0,0,
4,1985,01,27,1985-01-27,14:30:00,3,LA,22,1,0.0,0,0,0.0,0.0,29.88,-90.43,0.0,0.0,0,0,0,0,0,89,0,0,0,
5,1985,01,27,1985-01-27,14:35:00,3,LA,22,2,0.0,0,0,0.0,0.0,29.92,-90.05,0.0,0.0,0,0,0,0,0,51,0,0,0,
6,1985,01,27,1985-01-27,14:40:00,3,LA,22,3,0.0,0,0,0.0,0.0,29.75,-90.82,0.0,0.0,0,0,0,0,0,109,0,0,0,
7,1985,01,27,1985-01-27,15:45:00,3,LA,22,4,0.0,0,0,0.0,0.0,29.75,-90.82,0.0,0.0,0,0,0,0,0,109,0,0,0,
8,1985,01,27,1985-01-27,18:10:00,3,LA,22,5,0.0,0,0,0.0,0.0,29.88,-90.43,0.0,0.0,0,0,0,0,0,89,0,0,0,
9,1985,01,27,1985-01-27,18:23:00,3,LA,22,6,61.0,0,0,0.0,0.0,29.92,-90.05,0.0,0.0,0,0,0,0,0,51,0,0,0,
10,1985,02,01,1985-02-01,14:30:00,3,SC,45,1,0.0,1,0,0.0,0.0,34.98,-81.18,0.0,0.0,0,0,0,0,0,91,0,0,0,
11,1985,02,05,1985-02-05,18:35:00,3,AL,1,1,0.0,0,0,0.0,0.0,31.42,-85.63,0.0,0.0,0,0,0,0,0,45,0,0,0,
12,1985,02,10,1985-02-10,18:00:00,3,TX,48,1,0.0,0,0,0.0,0.0,29.27,-96.17,0.0,0.0,0,0,0,0,0,481,0,0,0,
13,1985,02,10,1985-02-10,19:00:00,3,TX,48,2,0.0,0,0,0.0,0.0,29.05,-95.58,0.0,0.0,0,0,0,0,0,39,0,0,0,
14,1985,02,10,1985-02-10,19:45:00,3,TX,48,3,56.0,0,0,0.0,0.0,29.72,-95.2,0.0,0.0,0,0,0,0,0,201,0,0,0,
15,1985,02,10,1985-02-10,20:00:00,3,TX,48,4,0.0,0,0,0.0,0.0,29.4,-94.9,0.0,0.0,0,0,0,0,0,167,0,0,0,
16,1985,02,10,1985-02-10,20:00:00,3,TX,48,5,0.0,0,0,0.0,0.0,29.5,-95.1,0.0,0.0,0,0,0,0,0,167,0,0,0,
17,1985,02,10,1985-02-10,20:17:00,3,TX,48,6,56.0,0,0,0.0,0.0,29.7,-95.12,0.0,0.0,0,0,0,0,0,201,0,0,0,
18,1985,02,10,1985-02-10,21:00:00,3,TX,48,7,0.0,0,0,0.0,0.0,29.35,-95.02,0.0,0.0,0,0,0,0,0,167,0,0,0,
19,1985,02,10,1985-02-10,21:00:00,3,TX,48,8,0.0,0,0,0.0,0.0,30.08,-94.1,0.0,0.0,0,0,0,0,0,245,0,0,0,
20,1985,02,10,1985-02-10,21:15:00,3,TX,48,9,0.0,0,0,0.0,0.0,29.3,-94.82,0.0,0.0,0,0,0,0,0,167,0,0,0,
21,1985,02,10,1985-02-10,21:25:00,3,TX,48,10,55.0,0,0,0.0,0.0,29.75,-94.13,0.0,0.0,0,0,0,0,0,245,0,0,0,
22,1985,02,10,1985-02-10,21:30:00,3,TX,48,11,0.0,0,0,0.0,0.0,28.87,-96.02,0.0,0.0,0,0,0,0,0,321,0,0,0,
23,1985,02,11,1985-02-11,00:30:00,3,LA,22,7,0.0,0,0,0.0,0.0,29.7,-91.2,0.0,0.0,0,0,0,0,0,101,0,0,0,
24,1985,02,11,1985-02-11,01:00:00,3,LA,22,8,0.0,20,0,0.0,0.0,29.55,-90.62,0.0,0.0,0,0,0,0,0,109,0,0,0,
25,1985,02,11,1985-02-11,01:15:00,3,LA,22,9,0.0,0,0,0.0,0.0,29.7,-91.2,0.0,0.0,0,0,0,0,0,101,0,0,0,
26,1985,02,11,1985-02-11,01:30:00,3,LA,22,10,0.0,0,0,0.0,0.0,29.6,-90.72,0.0,0.0,0,0,0,0,0,109,0,0,0,
27,1985,02,11,1985-02-11,01:30:00,3,LA,22,11,75.0,0,0,0.0,0.0,29.25,-90.5,0.0,0.0,0,0,0,0,0,109,0,0,0,
28,1985,02,11,1985-02-11,01:45:00,3,LA,22,12,0.0,0,0,0.0,0.0,29.42,-89.6,0.0,0.0,0,0,0,0,0,75,0,0,0,
29,1985,02,11,1985-02-11,01:55:00,3,LA,22,13,52.0,0,0,0.0,0.0,29.95,-90.1,0.0,0.0,0,0,0,0,0,71,0,0,0,
30,1985,02,11,1985-02-11,01:55:00,3,LA,22,14,52.0,0,0,0.0,0.0,30.07,-90.1,0.0,0.0,0,0,0,0,0,51,0,0,0,
31,1985,02,11,1985-02-11,02:00:00,3,LA,22,15,0.0,0,0,0.0,0.0,30.27,-89.78,0.0,0.0,0,0,0,0,0,103,0,0,0,
32,1985,02,11,1985-02-11,02:48:00,3,LA,22,16,53.0,0,0,0.0,0.0,29.33,-89.42,0.0,0.0,0,0,0,0,0,75,0,0,0,
33,1985,02,11,1985-02-11,03:50:00,3,AL,1,2,0.0,0,0,0.0,0.0,30.78,-88.25,0.0,0.0,0,0,0,0,0,97,0,0,0,
34,1985,02,11,1985-02-11,16:44:00,3,GA,13,1,0.0,0,0,0.0,0.0,32.65,-84.02,0.0,0.0,0,0,0,0,0,79,0,0,0,
35,1985,02,11,1985-02-11,18:00:00,3,GA,13,2,0.0,0,0,0.0,0.0,31.8,-83.78,0.0,0.0,0,0,0,0,0,81,0,0,0,
