om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1987,01,03,1987-01-03,22:00:00,3,MS,28,1,0.0,0,0,0.0,0.0,31.83,-89.43,0.0,0.0,0,0,0,0,0,129,0,0,0,
2,1987,01,04,1987-01-04,12:40:00,3,FL,12,1,52.0,0,0,0.0,0.0,25.72,-80.18,0.0,0.0,0,0,0,0,0,25,0,0,0,
3,1987,01,04,1987-01-04,14:00:00,3,FL,12,2,55.0,0,0,4.0,0.0,25.92,-80.18,0.0,0.0,0,0,0,0,0,25,0,0,0,
4,1987,01,10,1987-01-10,11:30:00,3,TX,48,1,0.0,0,0,0.0,0.0,29.9,-93.93,0.0,0.0,0,0,0,0,0,245,0,0,0,
5,1987,01,10,1987-01-10,11:45:00,3,NC,37,1,61.0,0,0,3.0,0.0,35.2,-75.7,0.0,0.0,0,0,0,0,0,55,0,0,0,
6,1987,01,11,1987-01-11,10:12:00,3,MO,29,1,0.0,0,0,0.0,0.0,39.02,-94.3,0.0,0.0,0,0,0,0,0,95,0,0,0,
7,1987,01,16,1987-01-16,15:38:00,3,LA,22,1,0.0,0,0,0.0,0.0,30.33,-90.85,0.0,0.0,0,0,0,0,0,63,0,0,0,
8,1987,01,22,1987-01-22,05:30:00,3,FL,12,3,55.0,0,0,4.0,0.0,28.48,-82.58,0.0,0.0,0,0,0,0,0,53,0,0,0,
9,1987,01,22,1987-01-22,05:50:00,3,FL,12,4,60.0,0,0,3.0,0.0,27.98,-82.83,0.0,0.0,0,0,0,0,0,103,0,0,0,
10,1987,01,22,1987-01-22,09:30:00,3,FL,12,5,70.0,0,0,0.0,0.0,25.47,-80.47,0.0,0.0,0,0,0,0,0,25,0,0,0,
11,1987,01,24,1987-01-24,20:05:00,3,TX,48,2,0.0,0,0,0.0,0.0,31.07,-95.15,0.0,0.0,0,0,0,0,0,455,0,0,0,
12,1987,01,24,1987-01-24,20:30:00,3,TX,48,3,0.0,0,0,0.0,0.0,31.0,-94.82,0.0,0.0,0,0,0,0,0,373,0,0,0,
13,1987,01,24,1987-01-24,20:42:00,3,LA,22,2,0.0,0,0,0.0,0.0,31.68,-93.3,0.0,0.0,0,0,0,0,0,69,0,0,0,
