om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
629094,2017,01,01,2017-01-01,03:50:00,3,FL,12,0,52.0,0,0,10000.0,0.0,30.52,-87.27,30.52,-87.27,0,0,0,0,0,33,0,0,0,EG
629095,2017,01,01,2017-01-01,16:35:00,3,TX,48,0,58.0,0,0,0.0,0.0,31.88,-104.8,31.88,-104.8,0,0,0,0,0,109,0,0,0,MG
629096,2017,01,01,2017-01-01,16:52:00,3,TX,48,0,50.0,0,0,0.0,0.0,31.88,-104.8,31.88,-104.8,0,0,0,0,0,109,0,0,0,MG
629097,2017,01,01,2017-01-01,18:17:00,3,NM,35,0,52.0,0,0,0.0,0.0,32.3791,-104.2785,32.3791,-104.2785,0,0,0,0,0,15,0,0,0,MG
629098,2017,01,01,2017-01-01,18:40:00,3,NM,35,0,52.0,0,0,300.0,0.0,32.3841,-104.2149,32.3841,-104.2149,0,0,0,0,0,15,0,0,0,EG
629099,2017,01,01,2017-01-01,19:18:00,3,NM,35,0,56.0,0,0,5000.0,0.0,32.7,-103.2676,32.7,-103.2676,0,0,0,0,0,25,0,0,0,EG
629100,2017,01,01,2017-01-01,19:35:00,3,NM,35,0,60.0,0,0,0.0,0.0,32.6693,-103.1665,32.6693,-103.1665,0,0,0,0,0,25,0,0,0,MG
629101,2017,01,01,2017-01-01,19:50:00,3,TX,48,0,56.0,0,0,0.0,0.0,32.99,-102.94,32.99,-102.94,0,0,0,0,0,501,0,0,0,MG
629102,2017,01,01,2017-01-01,20:50:00,3,TX,48,0,52.0,0,0,8000.0,0.0,33.18,-102.27,33.18,-102.27,0,0,0,0,0,445,0,0,0,EG
629103,2017,01,01,2017-01-01,20:53:00,3,TX,48,0,52.0,0,0,0.0,0.0,31.9408,-102.2012,31.9408,-102.2012,0,0,0,0,0,329,0,0,0,MG
629104,2017,01,01,2017-01-01,21:30:00,3,TX,48,0,51.0,0,0,0.0,0.0,32.1066,-101.6235,32.1066,-101.6235,0,0,0,0,0,227,0,0,0,MG
629105,2017,01,01,2017-01-01,21:30:00,3,TX,48,0,70.0,0,0,5000.0,0.0,30.9619,-102.1846,30.9619,-102.1846,0,0,0,0,0,371,0,0,0,EG
629106,2017,01,02,2017-01-02,03:29:00,3,TX,48,0,71.0,0,0,0.0,0.0,31.7,-98.12,31.7,-98.12,0,0,0,0,0,193,0,0,0,MG
629107,2017,01,02,2017-01-02,03:55:00,3,TX,48,0,60.0,0,0,2000.0,0.0,31.43,-97.75,31.43,-97.75,0,0,0,0,0,99,0,0,0,EG
629108,2017,01,02,2017-01-02,04:25:00,3,TX,48,0,56.0,0,0,0.0,0.0,31.43,-97.42,31.43,-97.42,0,0,0,0,0,309,0,0,0,EG
629109,2017,01,02,2017-01-02,04:31:00,3,TX,48,0,57.0,0,0,0.0,0.0,31.6087,-97.2228,31.6087,-97.2228,0,0,0,0,0,309,0,0,0,MG
629110,2017,01,02,2017-01-02,04:32:00,3,TX,48,0,60.0,0,0,1000.0,0.0,31.55,-97.15,31.55,-97.15,0,0,0,0,0,309,0,0,0,EG
629111,2017,01,02,2017-01-02,04:48:00,3,TX,48,0,52.0,0,0,5000.0,0.0,32.2689,-97.1688,32.2689,-97.1688,0,0,0,0,0,251,0,0,0,EG
629112,2017,01,02,2017-01-02,04:50:00,3,TX,48,0,52.0,0,0,0.0,0.0,32.0,-97.13,32.0,-97.13,0,0,0,0,0,217,0,0,0,EG
629113,2017,01,02,2017-01-02,05:10:00,3,TX,48,0,52.0,0,0,15000.0,0.0,32.37,-96.99,32.37,-96.99,0,0,0,0,0,139,0,0,0,EG
