om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
867,2001,01,10,2001-01-10,16:51:00,3,CA,6,1,55.0,0,0,0.0,0.0,35.48,-120.68,0.0,0.0,0,0,0,0,0,79,0,0,0,
5971,2001,01,19,2001-01-19,01:25:00,3,MS,28,2,0.0,0,0,0.0,0.0,31.7,-89.13,0.0,0.0,0,0,0,0,0,67,0,0,0,
5970,2001,01,19,2001-01-19,01:25:00,3,MS,28,1,0.0,0,0,0.0,0.0,31.88,-89.0,0.0,0.0,0,0,0,0,0,61,0,0,0,
5972,2001,01,19,2001-01-19,01:30:00,3,MS,28,3,0.0,0,0,0.0,0.0,32.03,-88.88,0.0,0.0,0,0,0,0,0,23,0,0,0,
4256,2001,01,19,2001-01-19,04:45:00,3,LA,22,1,0.0,0,0,0.0,0.0,30.43,-90.43,0.0,0.0,0,0,0,0,0,105,0,0,0,
4257,2001,01,19,2001-01-19,05:05:00,3,LA,22,2,0.0,0,0,0.0,0.0,30.4,-90.17,0.0,0.0,0,0,0,0,0,103,0,0,0,
4258,2001,01,19,2001-01-19,05:13:00,3,LA,22,3,0.0,0,0,0.0,0.0,30.48,-90.03,0.0,0.0,0,0,0,0,0,103,0,0,0,
5973,2001,01,19,2001-01-19,05:20:00,3,MS,28,4,0.0,0,0,0.0,0.0,30.8,-89.57,0.0,0.0,0,0,0,0,0,109,0,0,0,
4259,2001,01,19,2001-01-19,05:20:00,3,LA,22,4,0.0,0,0,0.0,0.0,30.65,-89.9,0.0,0.0,0,0,0,0,0,103,0,0,0,
4260,2001,01,19,2001-01-19,05:30:00,3,LA,22,5,0.0,0,0,0.0,0.0,30.77,-89.85,0.0,0.0,0,0,0,0,0,117,0,0,0,
5975,2001,01,19,2001-01-19,05:50:00,3,MS,28,6,0.0,0,0,0.0,0.0,31.42,-89.55,0.0,0.0,0,0,0,0,0,73,0,0,0,
5974,2001,01,19,2001-01-19,05:50:00,3,MS,28,5,0.0,0,0,0.0,0.0,31.43,-89.5,0.0,0.0,0,0,0,0,0,31,0,0,0,
5977,2001,01,19,2001-01-19,06:00:00,3,MS,28,8,0.0,0,0,0.0,0.0,31.75,-89.37,0.0,0.0,0,0,0,0,0,67,0,0,0,
5976,2001,01,19,2001-01-19,06:00:00,3,MS,28,7,0.0,0,0,0.0,0.0,31.07,-89.18,0.0,0.0,0,0,0,0,0,35,0,0,0,
5978,2001,01,19,2001-01-19,06:25:00,3,MS,28,9,55.0,0,0,0.0,0.0,31.17,-88.93,0.0,0.0,0,0,0,0,0,111,0,0,0,
5979,2001,01,19,2001-01-19,06:30:00,3,MS,28,10,55.0,0,0,0.0,0.0,30.85,-89.13,0.0,0.0,0,0,0,0,0,131,0,0,0,
1,2001,01,19,2001-01-19,07:10:00,3,AL,1,1,55.0,0,0,0.0,0.0,31.47,-88.25,0.0,0.0,0,0,0,0,0,129,0,0,0,
2,2001,01,19,2001-01-19,07:20:00,3,AL,1,2,55.0,0,0,0.0,0.0,31.27,-88.03,0.0,0.0,0,0,0,0,0,129,0,0,0,
3,2001,01,19,2001-01-19,07:30:00,3,AL,1,3,55.0,0,0,0.0,0.0,30.7,-88.08,0.0,0.0,0,0,0,0,0,97,0,0,0,
4,2001,01,19,2001-01-19,07:45:00,3,AL,1,4,60.0,0,0,0.0,0.0,31.92,-87.73,0.0,0.0,0,0,0,0,0,25,0,0,0,
5,2001,01,19,2001-01-19,08:05:00,3,AL,1,5,50.0,0,0,0.0,0.0,31.98,-87.58,0.0,0.0,0,0,0,0,0,131,0,0,0,
1040,2001,01,19,2001-01-19,08:45:00,3,FL,12,1,60.0,0,0,0.0,0.0,30.48,-86.53,0.0,0.0,0,0,0,0,0,91,0,0,0,
6,2001,01,19,2001-01-19,08:50:00,3,AL,1,6,50.0,0,0,0.0,0.0,32.18,-86.6,0.0,0.0,0,0,0,0,0,85,0,0,0,
7,2001,01,19,2001-01-19,09:19:00,3,AL,1,7,53.0,0,0,0.0,0.0,32.38,-86.35,0.0,0.0,0,0,0,0,0,101,0,0,0,
8,2001,01,19,2001-01-19,09:24:00,3,AL,1,8,65.0,0,0,0.0,0.0,32.42,-86.27,0.0,0.0,0,0,0,0,0,101,0,0,0,
10,2001,01,19,2001-01-19,09:30:00,3,AL,1,10,50.0,0,0,0.0,0.0,32.63,-86.03,0.0,0.0,0,0,0,0,0,51,0,0,0,
9,2001,01,19,2001-01-19,09:30:00,3,AL,1,9,50.0,0,0,0.0,0.0,32.45,-86.05,0.0,0.0,0,0,0,0,0,51,0,0,0,
11,2001,01,19,2001-01-19,09:40:00,3,AL,1,11,0.0,0,0,0.0,0.0,31.38,-85.63,0.0,0.0,0,0,0,0,0,45,0,0,0,
1328,2001,01,19,2001-01-19,09:45:00,3,GA,13,1,0.0,0,0,0.0,0.0,31.62,-85.05,0.0,0.0,0,0,0,0,0,61,0,0,0,
12,2001,01,19,2001-01-19,09:50:00,3,AL,1,12,55.0,0,0,0.0,0.0,31.87,-86.83,0.0,0.0,0,0,0,0,0,13,0,0,0,
13,2001,01,19,2001-01-19,09:55:00,3,AL,1,13,55.0,0,0,0.0,0.0,31.9,-86.4,0.0,0.0,0,0,0,0,0,41,0,0,0,
14,2001,01,19,2001-01-19,10:00:00,3,AL,1,14,55.0,0,0,0.0,0.0,32.43,-85.7,0.0,0.0,0,0,0,0,0,87,0,0,0,
15,2001,01,19,2001-01-19,10:15:00,3,AL,1,15,50.0,0,0,0.0,0.0,32.6,-85.8,0.0,0.0,0,0,0,0,0,123,0,0,0,
16,2001,01,19,2001-01-19,10:30:00,3,AL,1,16,50.0,0,0,0.0,0.0,32.9,-85.38,0.0,0.0,0,0,0,0,0,17,0,0,0,
