om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
645548,2018,01,11,2018-01-11,18:40:00,3,LA,22,0,70.0000,0,0,25000,0,30.3011,-92.5758,30.3017,-92.5730,0,0,0,0,0,1,0,0,0,EG
645549,2018,01,11,2018-01-11,22:45:00,3,LA,22,0,45.0000,0,0,2000,0,29.9500,-90.1000,29.9500,-90.1000,0,0,0,0,0,71,0,0,0,EG
645550,2018,01,12,2018-01-12,15:57:00,3,VA,51,0,50.0000,0,0,0,0,38.2000,-78.3600,38.2000,-78.3600,0,0,0,0,0,79,0,0,0,EG
645551,2018,01,12,2018-01-12,17:30:00,3,PA,42,0,52.0000,0,0,2000,0,40.8698,-78.0281,40.8698,-78.0281,0,0,0,0,0,27,0,0,0,EG
645552,2018,01,12,2018-01-12,17:52:00,3,PA,42,0,52.0000,0,0,1000,0,40.4541,-78.5475,40.4541,-78.5475,0,0,0,0,0,13,0,0,0,EG
645553,2018,01,12,2018-01-12,18:47:00,3,VA,51,0,50.0000,0,0,1000,0,36.6752,-79.4313,36.6752,-79.4313,0,0,0,0,0,143,0,0,0,EG
645554,2018,01,12,2018-01-12,18:55:00,3,PA,42,0,52.0000,0,0,1000,0,40.9070,-77.4776,40.9070,-77.4776,0,0,0,0,0,27,0,0,0,EG
645555,2018,01,12,2018-01-12,20:05:00,3,VA,51,0,50.0000,0,0,2000,0,36.6700,-78.3900,36.6700,-78.3900,0,0,0,0,0,117,0,0,0,EG
645556,2018,01,12,2018-01-12,20:22:00,3,VA,51,0,50.0000,0,0,2000,0,36.9600,-78.2700,36.9600,-78.2700,0,0,0,0,0,111,0,0,0,EG
645557,2018,01,12,2018-01-12,20:41:00,3,VA,51,0,50.0000,0,0,2000,0,37.1700,-78.1200,37.1700,-78.1200,0,0,0,0,0,135,0,0,0,EG
645558,2018,01,12,2018-01-12,20:50:00,3,VA,51,0,50.0000,0,0,2000,0,37.3400,-78.1100,37.3400,-78.1100,0,0,0,0,0,7,0,0,0,EG
645559,2018,01,12,2018-01-12,20:56:00,3,VA,51,0,50.0000,0,0,2000,0,37.4100,-78.0500,37.4100,-78.0500,0,0,0,0,0,7,0,0,0,EG
645560,2018,01,12,2018-01-12,21:06:00,3,VA,51,0,50.0000,0,0,2000,0,37.1500,-77.7300,37.1500,-77.7300,0,0,0,0,0,53,0,0,0,EG
645561,2018,01,12,2018-01-12,21:14:00,3,VA,51,0,50.0000,0,0,2000,0,37.5200,-77.7900,37.5200,-77.7900,0,0,0,0,0,145,0,0,0,EG
645562,2018,01,12,2018-01-12,21:20:00,3,VA,51,0,50.0000,0,0,5000,0,37.5700,-77.7800,37.5700,-77.7800,0,0,0,0,0,145,0,0,0,EG
645563,2018,01,12,2018-01-12,21:27:00,3,VA,51,0,50.0000,0,0,2000,0,37.4100,-77.6100,37.4100,-77.6100,0,0,0,0,0,41,0,0,0,EG
645564,2018,01,12,2018-01-12,21:34:00,3,VA,51,0,50.0000,0,0,5000,0,37.5000,-77.5500,37.5000,-77.5500,0,0,0,0,0,41,0,0,0,EG
645565,2018,01,12,2018-01-12,21:34:00,3,VA,51,0,50.0000,0,0,2000,0,37.0300,-77.4100,37.0300,-77.4100,0,0,0,0,0,53,0,0,0,EG
645566,2018,01,12,2018-01-12,21:36:00,3,VA,51,0,50.0000,0,0,2000,0,36.9500,-77.4000,36.9500,-77.4000,0,0,0,0,0,183,0,0,0,EG
645567,2018,01,12,2018-01-12,21:39:00,3,VA,51,0,50.0000,0,0,2000,0,37.5800,-77.5300,37.5800,-77.5300,0,0,0,0,0,159,0,0,0,EG
645568,2018,01,12,2018-01-12,22:10:00,3,NC,37,0,57.0000,0,0,0,0,35.2473,-75.6290,35.2473,-75.6290,0,0,0,0,0,55,0,0,0,MG
645569,2018,01,12,2018-01-12,22:16:00,3,NC,37,0,52.0000,0,0,0,0,35.2500,-75.5300,35.2500,-75.5300,0,0,0,0,0,55,0,0,0,MG
645570,2018,01,12,2018-01-12,22:16:00,3,NC,37,0,53.0000,0,0,0,0,35.2600,-75.5600,35.2600,-75.5600,0,0,0,0,0,55,0,0,0,MG
