om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1965,01,22,1965-01-22,06:28:00,3,LA,22,1,60.0,0,0,0.0,0.0,32.5,-93.78,0.0,0.0,0,0,0,0,0,17,0,0,0,
2,1965,01,22,1965-01-22,10:00:00,3,LA,22,2,0.0,0,0,0.0,0.0,30.18,-93.28,0.0,0.0,0,0,0,0,0,19,0,0,0,
3,1965,01,22,1965-01-22,10:30:00,3,LA,22,3,63.0,0,0,0.0,0.0,30.18,-93.5,0.0,0.0,0,0,0,0,0,19,0,0,0,
4,1965,01,22,1965-01-22,11:15:00,3,LA,22,4,0.0,0,0,0.0,0.0,30.18,-93.0,0.0,0.0,0,0,0,0,0,0,0,0,0,
5,1965,01,22,1965-01-22,12:00:00,3,LA,22,5,0.0,0,0,0.0,0.0,31.1,-92.18,0.0,0.0,0,0,0,0,0,9,0,0,0,
6,1965,01,22,1965-01-22,13:00:00,3,LA,22,6,0.0,0,0,0.0,0.0,30.08,-91.9,0.0,0.0,0,0,0,0,0,99,0,0,0,
7,1965,01,22,1965-01-22,13:00:00,3,LA,22,7,0.0,0,0,0.0,0.0,30.08,-92.0,0.0,0.0,0,0,0,0,0,55,0,0,0,
8,1965,01,22,1965-01-22,13:00:00,3,LA,22,8,0.0,0,0,0.0,0.0,30.5,-91.18,0.0,0.0,0,0,0,0,0,33,0,0,0,
9,1965,01,22,1965-01-22,13:00:00,3,LA,22,9,0.0,0,0,0.0,0.0,31.2,-91.18,0.0,0.0,0,0,0,0,0,0,0,0,0,
10,1965,01,22,1965-01-22,18:15:00,3,MS,28,1,0.0,0,0,0.0,0.0,32.38,-90.08,0.0,0.0,0,0,0,0,0,121,0,0,0,
11,1965,01,22,1965-01-22,18:15:00,3,MS,28,2,0.0,0,0,0.0,0.0,32.58,-90.0,0.0,0.0,0,0,0,0,0,89,0,0,0,
12,1965,01,22,1965-01-22,21:00:00,3,MS,28,3,0.0,0,0,0.0,0.0,31.7,-89.08,0.0,0.0,0,0,0,0,0,67,0,0,0,
13,1965,01,23,1965-01-23,19:28:00,3,MS,28,4,0.0,0,0,0.0,0.0,33.28,-89.78,0.0,0.0,0,0,0,0,0,15,0,0,0,
14,1965,01,24,1965-01-24,19:00:00,3,NC,37,1,0.0,0,0,0.0,0.0,34.78,-79.5,0.0,0.0,0,0,0,0,0,165,0,0,0,
15,1965,01,24,1965-01-24,19:00:00,3,NC,37,2,0.0,0,0,0.0,0.0,35.2,-77.5,0.0,0.0,0,0,0,0,0,0,0,0,0,
16,1965,01,24,1965-01-24,19:00:00,3,NC,37,3,0.0,0,0,0.0,0.0,36.08,-76.68,0.0,0.0,0,0,0,0,0,15,0,0,0,
17,1965,01,24,1965-01-24,19:00:00,3,NC,37,4,0.0,0,0,0.0,0.0,36.08,-80.18,0.0,0.0,0,0,0,0,0,67,0,0,0,
18,1965,01,26,1965-01-26,12:12:00,3,OH,39,1,60.0,0,0,0.0,0.0,40.08,-83.0,0.0,0.0,0,0,0,0,0,49,0,0,0,
19,1965,01,26,1965-01-26,12:29:00,3,OH,39,2,55.0,0,0,0.0,0.0,40.0,-82.9,0.0,0.0,0,0,0,0,0,49,0,0,0,
20,1965,01,26,1965-01-26,13:00:00,3,OH,39,3,53.0,0,0,0.0,0.0,40.78,-82.28,0.0,0.0,0,0,0,0,0,5,0,0,0,
21,1965,01,26,1965-01-26,13:00:00,3,OH,39,4,51.0,0,0,0.0,0.0,41.38,-81.78,0.0,0.0,0,0,0,0,0,35,0,0,0,
22,1965,01,26,1965-01-26,14:40:00,3,PA,42,1,80.0,0,0,0.0,0.0,41.28,-79.78,0.0,0.0,0,0,0,0,0,121,0,0,0,
23,1965,01,30,1965-01-30,12:25:00,3,GA,13,1,65.0,0,0,0.0,0.0,31.2,-81.4,0.0,0.0,0,0,0,0,0,127,0,0,0,
